,a1,a2,RAAN1,RAAN2,Eval,Users
0,6801,6778,268,76,33,18
1,6801,6785,80,77,31,17
2,6799,6784,268,76,30,16
3,6789,6776,61,90,4,2
4,6790,6786,55,103,4,2
5,6792,6798,287,79,8,5
6,6793,6773,102,52,2,1
7,6799,6781,105,93,2,1
8,6792,6769,51,109,0,0
9,6793,6763,261,80,14,7
10,6790,6785,80,76,26,16
11,6817,6775,64,49,2,1
12,6784,6783,302,62,0,0
13,6773,6781,42,45,2,1
14,6809,6771,275,36,0,0
15,6787,6778,80,76,34,19
16,6785,6778,113,81,6,4
17,6790,6778,80,76,30,16
18,6808,6776,264,42,2,1
19,6787,6764,267,43,4,2
20,6784,6802,67,36,15,9
21,6824,6768,70,94,5,3
22,6799,6773,276,37,0,0
23,6804,6783,107,111,0,0
24,6819,6793,297,61,0,0
25,6799,6761,263,56,4,2
26,6796,6802,91,76,8,4
27,6811,6778,80,67,29,16
28,6799,6778,268,76,32,17
29,6799,6778,268,77,30,16
30,6807,6801,99,104,2,1
31,6775,6768,102,57,9,5
32,6817,6788,75,39,6,3
33,6804,6797,80,76,26,14
34,6820,6771,285,35,0,0
35,6790,6800,46,81,7,4
36,6787,6765,46,49,2,1
37,6827,6804,40,63,0,0
38,6801,6784,268,67,28,16
39,6799,6797,268,76,26,14
40,6808,6765,113,45,2,1
41,6787,6784,268,77,28,14
42,6787,6797,268,67,28,14
43,6825,6778,268,76,31,18
44,6801,6785,268,77,30,16
45,6812,6794,52,92,4,2
46,6787,6785,80,77,31,17
47,6803,6773,73,55,4,2
48,6806,6783,263,92,2,1
49,6794,6773,248,75,8,4
50,6823,6798,261,88,2,1
51,6790,6791,87,65,4,2
52,6804,6785,268,67,27,14
53,6792,6797,242,37,0,0
54,6776,6766,70,83,6,3
55,6818,6765,235,77,19,10
56,6804,6785,268,76,29,18
57,6769,6800,272,57,4,3
58,6825,6784,80,76,25,15
59,6795,6791,257,103,4,2
60,6811,6802,81,49,9,5
61,6789,6773,64,102,2,1
62,6778,6787,264,102,1,1
63,6792,6782,58,71,4,3
64,6801,6767,85,85,6,4
65,6770,6778,253,95,0,0
66,6811,6785,268,76,23,15
67,6801,6785,80,67,28,15
68,6822,6773,73,81,14,8
69,6818,6771,105,61,0,0
70,6792,6777,71,49,3,2
71,6801,6784,268,76,31,17
72,6789,6762,112,81,12,7
73,6774,6808,292,37,0,0
74,6808,6771,255,55,4,2
75,6813,6777,62,95,0,0
76,6799,6784,260,67,17,10
77,6808,6785,44,89,4,2
78,6825,6766,71,68,11,8
79,6798,6804,276,101,4,2
80,6790,6784,268,76,32,17
81,6787,6797,268,76,28,15
82,6801,6784,80,67,29,17
83,6797,6788,245,47,2,1
84,6806,6778,44,87,6,3
85,6787,6785,268,67,28,14
86,6800,6801,228,80,18,10
87,6785,6797,81,40,8,5
88,6804,6784,80,67,27,15
89,6782,6795,56,100,8,4
90,6793,6781,288,98,2,1
91,6811,6785,80,67,27,15
92,6821,6803,256,46,2,1
93,6795,6795,300,65,0,0
94,6808,6772,277,75,12,7
95,6809,6777,259,85,5,3
96,6788,6784,64,40,0,0
97,6816,6794,304,50,1,1
98,6832,6784,56,225,6,3
99,6875,6816,20,358,0,0
100,6854,6801,83,38,0,0
101,6875,6882,345,78,0,0
102,6858,6828,207,218,0,0
103,6825,6885,223,255,2,1
104,6793,6831,0,267,4,2
105,6810,6810,358,193,0,0
106,6803,6828,80,145,14,8
107,6799,6802,262,35,0,0
108,6853,6834,95,38,0,0
109,6875,6778,38,167,0,0
110,6819,6850,14,132,0,0
111,6795,6843,194,237,0,0
112,6865,6786,331,121,1,1
113,6869,6821,163,161,0,0
114,6803,6842,344,142,0,0
115,6882,6871,165,241,0,0
116,6877,6886,58,226,2,1
117,6781,6874,101,287,4,2
118,6850,6884,0,201,2,1
119,6849,6875,226,49,0,0
120,6804,6883,52,187,4,2
121,6814,6863,160,41,0,0
122,6879,6841,181,47,2,1
123,6811,6797,126,332,0,0
124,6852,6812,277,187,2,1
125,6872,6809,120,18,0,0
126,6887,6798,350,162,0,0
127,6778,6873,345,241,0,0
128,6832,6792,286,337,0,0
129,6881,6787,127,70,5,3
130,6874,6883,28,313,2,1
131,6875,6886,58,119,0,0
132,6838,6816,349,60,0,0
133,6811,6884,54,182,8,4
134,6873,6862,198,201,0,0
135,6859,6842,340,229,4,2
136,6857,6783,107,184,0,0
137,6873,6810,189,71,2,1
138,6779,6801,283,4,0,0
139,6862,6851,231,37,4,2
140,6847,6821,50,45,2,1
141,6858,6822,210,314,3,2
142,6863,6841,174,297,0,0
143,6846,6851,19,331,2,1
144,6854,6806,6,336,0,0
145,6825,6869,67,223,9,6
146,6820,6786,172,79,9,5
147,6800,6869,228,79,7,5
148,6818,6778,300,167,0,0
149,6786,6843,191,333,0,0
