,a1,a2,RAAN1,RAAN2,Eval,Users
0,6790,6779,75,329,18,9
1,6825,6807,101,77,16,8
2,6804,6807,101,77,16,8
3,6825,6807,81,77,16,9
4,6786,6797,92,76,16,9
5,6827,6784,72,67,16,10
6,6802,6798,94,304,2,1
7,6827,6784,254,67,15,9
8,6821,6776,65,58,2,1
9,6824,6787,86,70,10,6
10,6804,6793,72,67,18,9
11,6841,6769,108,31,0,0
12,6824,6828,91,83,0,0
13,6827,6810,254,67,15,9
14,6820,6815,83,31,0,0
15,6808,6799,250,327,2,1
16,6799,6824,60,51,1,1
17,6790,6885,81,76,17,11
18,6790,6779,254,329,4,2
19,6825,6785,101,67,18,9
20,6783,6781,17,51,0,0
21,6784,6817,119,51,0,0
22,6822,6789,286,343,0,0
23,6804,6793,254,67,18,9
24,6804,6785,57,77,23,12
25,6799,6801,113,91,0,0
26,6804,6793,80,304,14,7
27,6770,6885,62,102,0,0
28,6799,6883,37,76,7,5
29,6799,6826,98,55,6,3
30,6801,6803,64,117,5,3
31,6799,6783,79,41,10,6
32,6801,6867,80,77,23,13
33,6812,6775,88,84,6,3
34,6781,6800,101,77,15,8
35,6805,6765,57,98,7,4
36,6781,6800,92,77,13,7
37,6825,6807,57,81,9,6
38,6790,6794,268,310,16,8
39,6814,6803,108,77,0,0
40,6794,6797,96,287,0,0
41,6772,6780,65,251,0,0
42,6825,6785,101,77,21,11
43,6793,6784,93,71,5,3
44,6788,6785,57,81,14,9
45,6804,6784,254,67,15,9
46,6790,6810,101,76,15,8
47,6839,6801,94,42,0,0
48,6826,6794,243,69,2,2
49,6781,6797,81,76,23,13
50,6857,6829,75,76,15,9
51,6801,6867,80,310,14,8
52,6827,6784,80,76,27,17
53,6825,6807,80,76,14,9
54,6799,6829,80,314,15,9
55,6799,6806,23,114,0,0
56,6799,6784,254,67,15,9
57,6805,6805,70,70,1,1
58,6793,6802,117,78,7,4
59,6794,6785,45,61,2,1
60,6782,6895,79,64,8,5
61,6794,6810,114,68,3,3
62,6815,6793,82,99,3,2
63,6817,6768,68,60,3,2
64,6790,6779,80,329,14,7
65,6845,6848,90,62,1,1
66,6807,6759,104,313,4,2
67,6811,6797,81,259,9,5
68,6787,6816,58,321,4,2
69,6787,6778,76,257,20,11
70,6827,6785,72,81,9,6
71,6786,6797,101,77,20,11
72,6805,6801,104,67,15,8
73,6767,6798,56,44,6,3
74,6803,6797,45,250,2,1
75,6821,6807,127,64,0,0
76,6827,6793,72,77,15,9
77,6788,6770,95,256,0,0
78,6825,6807,101,67,20,11
79,6775,6789,46,236,2,1
80,6827,6800,72,77,12,7
81,6797,6801,269,331,12,6
82,6796,6770,90,79,13,7
83,6801,6867,80,42,14,8
84,6785,6789,94,96,0,0
85,6787,6791,287,295,0,0
86,6815,6811,82,47,3,2
87,6803,6819,55,336,4,2
88,6811,6772,76,54,18,10
89,6827,6807,101,67,20,11
90,6772,6806,117,40,4,3
91,6799,6885,80,76,19,12
92,6799,6814,57,76,15,8
93,6784,6801,119,293,0,0
94,6777,6768,110,306,5,3
95,6804,6829,75,76,13,7
96,6802,6800,71,69,2,1
97,6800,6876,78,54,5,3
98,6792,6787,274,335,4,2
99,6827,6784,254,234,0,0
100,6786,6798,25,74,6,4
101,6843,6779,106,52,1,1
102,6825,6807,80,77,19,11
103,6808,6830,40,53,0,0
104,6790,6885,57,80,6,4
105,6802,6797,108,300,0,0
106,6796,6802,48,274,2,1
107,6860,6828,100,80,11,7
108,6791,6815,71,326,2,1
109,6798,6774,96,81,10,6
110,6781,6785,81,67,23,12
111,6825,6807,268,304,13,8
112,6790,6793,268,76,26,14
113,6789,6774,96,52,2,1
114,6825,6814,132,29,0,0
115,6799,6784,57,77,18,9
116,6825,6785,72,67,14,7
117,6821,6787,67,50,10,6
118,6797,6884,92,41,2,1
119,6804,6793,268,304,15,8
120,6827,6797,92,76,16,9
121,6843,6794,115,88,5,3
122,6821,6804,52,54,8,4
123,6808,6814,85,95,1,1
124,6811,6797,80,77,29,17
125,6818,6794,307,314,8,4
126,6804,6785,72,77,17,9
127,6857,6785,75,76,19,11
128,6790,6779,101,329,6,3
129,6812,6817,65,72,1,1
130,6858,6807,300,180,0,0
131,6838,6860,14,107,0,0
132,6810,6802,241,212,0,0
133,6856,6789,57,51,1,1
134,6885,6823,187,115,2,1
135,6823,6826,260,94,2,1
136,6832,6796,287,249,0,0
137,6883,6804,14,51,0,0
138,6866,6787,145,201,0,0
139,6855,6817,325,163,0,0
140,6825,6819,187,35,2,1
141,6832,6869,285,274,0,0
142,6868,6841,268,126,6,4
143,6840,6850,194,177,0,0
144,6869,6878,209,280,0,0
145,6795,6876,227,10,0,0
146,6805,6840,154,168,0,0
147,6803,6877,160,129,0,0
148,6813,6779,178,95,0,0
149,6875,6864,94,203,2,1
