,a1,a2,RAAN1,RAAN2,Eval,Users
0,6790,6793,268,67,32,16
1,6804,6793,80,67,30,15
2,6804,6785,80,77,29,15
3,6790,6784,268,77,28,14
4,6790,6797,268,77,30,16
5,6816,6796,50,75,11,7
6,6790,6785,80,67,24,12
7,6818,6788,42,72,1,1
8,6790,6772,39,58,2,1
9,6800,6784,116,88,6,4
10,6799,6784,80,77,25,14
11,6809,6767,52,69,5,3
12,6801,6797,82,30,3,3
13,6771,6788,65,42,2,1
14,6825,6784,268,76,29,17
15,6777,6768,107,85,4,3
16,6825,6778,80,77,26,15
17,6834,6769,51,61,1,1
18,6799,6797,80,77,27,16
19,6827,6785,80,76,25,18
20,6811,6797,80,76,27,16
21,6791,6761,112,53,1,1
22,6795,6779,118,108,0,0
23,6804,6797,80,67,26,13
24,6819,6816,59,68,5,3
25,6801,6790,237,60,1,1
26,6821,6791,54,63,6,4
27,6812,6794,73,106,1,1
28,6799,6811,40,96,0,0
29,6790,6778,80,67,26,13
30,6811,6793,50,99,2,1
31,6814,6814,65,44,2,1
32,6785,6780,47,51,2,1
33,6806,6812,58,68,4,3
34,6794,6777,58,105,2,1
35,6804,6793,80,77,26,14
36,6818,6764,95,62,0,0
37,6786,6779,112,111,0,0
38,6813,6783,106,84,2,1
39,6796,6775,302,33,0,0
40,6790,6785,49,64,2,1
41,6822,6797,78,86,4,3
42,6800,6795,54,85,9,5
43,6790,6797,268,76,28,15
44,6770,6788,86,95,8,5
45,6801,6793,76,76,17,9
46,6817,6779,57,109,3,2
47,6787,6784,268,76,32,17
48,6808,6771,93,82,7,5
49,6772,6785,259,103,2,1
50,6780,6773,111,56,2,1
51,6804,6779,75,77,20,11
52,6790,6784,75,76,25,13
53,6809,6758,86,44,8,5
54,6787,6778,81,77,25,15
55,6794,6787,81,28,6,4
56,6770,6769,50,115,0,0
57,6788,6762,109,99,2,1
58,6787,6784,81,77,21,12
59,6807,6767,72,75,14,9
60,6811,6785,80,76,29,19
61,6800,6782,78,84,1,1
62,6813,6785,89,49,2,1
63,6832,6792,62,79,9,5
64,6801,6793,268,67,31,16
65,6787,6786,87,91,7,4
66,6822,6786,117,54,8,4
67,6775,6766,99,95,2,1
68,6793,6776,96,107,0,0
69,6818,6786,72,116,4,3
70,6800,6797,56,40,4,2
71,6783,6803,288,70,6,3
72,6787,6793,81,76,19,12
73,6805,6803,72,103,2,1
74,6791,6790,85,63,2,1
75,6777,6777,238,72,2,1
76,6811,6778,76,76,21,11
77,6801,6784,268,76,31,17
78,6820,6797,69,110,0,0
79,6806,6802,301,69,2,1
80,6801,6795,64,65,0,0
81,6827,6784,80,76,27,17
82,6776,6796,292,60,1,1
83,6808,6797,45,55,6,3
84,6804,6785,80,76,28,17
85,6794,6760,46,95,2,1
86,6792,6776,96,47,2,1
87,6804,6793,268,76,25,14
88,6823,6805,80,43,12,8
89,6799,6785,80,76,27,18
90,6841,6800,113,72,2,1
91,6790,6793,268,76,26,14
92,6784,6775,288,115,0,0
93,6798,6792,63,38,0,0
94,6800,6784,53,62,0,0
95,6813,6771,106,81,13,7
96,6819,6768,46,90,6,3
97,6801,6778,80,76,34,19
98,6788,6774,115,102,1,1
99,6791,6780,303,38,0,0
100,6809,6773,62,62,0,0
101,6777,6797,250,70,6,3
102,6790,6797,80,77,26,14
103,6800,6872,354,145,2,1
104,6806,6884,126,274,0,0
105,6866,6856,2,29,0,0
106,6844,6815,286,83,0,0
107,6811,6830,253,221,0,0
108,6778,6820,190,223,1,1
109,6799,6871,272,276,0,0
110,6783,6881,130,287,0,0
111,6787,6840,135,227,0,0
112,6790,6860,117,81,7,4
113,6805,6886,261,66,0,0
114,6827,6848,209,62,0,0
115,6854,6790,32,255,0,0
116,6833,6880,33,24,0,0
117,6845,6850,279,57,3,2
118,6873,6800,338,190,0,0
119,6783,6852,325,188,2,1
120,6796,6836,169,160,0,0
121,6801,6825,51,144,1,1
122,6863,6800,330,73,2,1
123,6789,6873,180,214,0,0
124,6844,6791,82,43,3,2
125,6819,6815,314,278,4,2
126,6885,6808,158,139,0,0
127,6856,6854,317,96,0,0
128,6826,6860,313,28,3,2
129,6849,6816,95,42,0,0
130,6843,6871,32,133,0,0
131,6801,6814,357,226,3,2
132,6870,6781,58,133,2,1
133,6805,6788,284,62,0,0
134,6798,6803,149,318,2,1
135,6827,6875,152,251,0,0
136,6856,6822,140,357,0,0
137,6870,6809,168,161,0,0
138,6809,6811,176,122,0,0
139,6798,6876,35,345,0,0
140,6855,6854,322,42,2,1
141,6783,6812,298,42,0,0
142,6835,6792,337,294,0,0
143,6781,6780,302,212,0,0
144,6887,6817,312,136,20,13
145,6864,6794,234,233,4,2
146,6805,6866,250,257,2,1
147,6877,6802,269,138,8,4
148,6820,6847,65,24,0,0
149,6867,6841,41,158,0,0
