,a1,a2,RAAN1,RAAN2,Eval,Users
0,6790,6793,268,67,32,16
1,6790,6779,75,67,28,15
2,6787,6778,81,76,27,16
3,6804,6793,80,77,26,14
4,6825,6784,80,76,25,15
5,6790,6778,76,76,24,12
6,6788,6773,111,59,2,1
7,6827,6784,57,67,19,12
8,6789,6802,91,102,0,0
9,6804,6793,80,67,30,15
10,6804,6779,80,77,28,15
11,6779,6785,72,95,2,1
12,6801,6784,81,77,18,9
13,6790,6793,80,77,25,14
14,6776,6768,86,64,7,4
15,6813,6765,105,72,2,1
16,6802,6773,61,80,15,8
17,6800,6809,113,40,0,0
18,6811,6789,59,75,14,7
19,6806,6874,83,87,4,2
20,6799,6765,100,78,13,8
21,6812,6864,75,89,10,5
22,6779,6778,49,116,6,3
23,6813,6780,68,92,6,3
24,6811,6802,87,49,6,3
25,6792,6793,236,81,6,4
26,6846,6788,79,38,5,3
27,6818,6793,53,113,0,0
28,6802,6787,112,43,2,1
29,6809,6791,101,116,6,3
30,6801,6778,76,76,24,14
31,6779,6777,237,103,0,0
32,6794,6782,103,96,0,0
33,6825,6778,77,65,10,5
34,6811,6885,80,76,21,13
35,6811,6797,268,76,21,12
36,6825,6784,80,77,21,12
37,6790,6793,268,77,28,15
38,6811,6797,80,77,29,17
39,6790,6778,80,76,30,16
40,6798,6785,81,52,10,6
41,6799,6793,57,76,16,9
42,6809,6773,118,98,2,1
43,6792,6802,82,46,6,3
44,6799,6784,80,76,29,17
45,6817,6769,69,76,21,13
46,6816,6773,54,90,10,5
47,6768,6795,89,79,11,7
48,6812,6780,115,98,2,1
49,6787,6767,73,103,1,1
50,6825,6867,80,77,16,10
51,6790,6784,268,77,28,14
52,6827,6785,80,76,25,18
53,6827,6784,76,54,18,10
54,6811,6784,80,76,31,18
55,6785,6789,92,87,6,3
56,6787,6778,76,77,21,11
57,6797,6782,61,90,2,1
58,6806,6901,98,61,2,1
59,6804,6782,63,44,2,1
60,6807,6793,113,66,0,0
61,6825,6867,80,76,14,9
62,6809,6780,88,107,5,3
63,6827,6797,57,58,6,4
64,6819,6820,81,104,6,4
65,6814,6874,62,49,0,0
66,6779,6786,76,114,19,11
67,6795,6788,267,89,4,2
68,6823,6784,64,47,2,1
69,6811,6779,47,86,13,7
70,6798,6786,79,75,19,12
71,6801,6797,80,77,30,17
72,6805,6783,96,59,2,1
73,6844,6815,57,44,4,3
74,6787,6784,81,76,25,15
75,6811,6778,80,54,21,12
76,6793,6802,112,50,0,0
77,6825,6784,80,67,22,14
78,6780,6787,57,41,9,5
79,6790,6784,268,76,32,17
80,6793,6785,232,64,8,4
81,6801,6867,80,77,23,13
82,6802,6868,63,112,0,0
83,6804,6768,82,45,5,3
84,6789,6878,117,102,5,3
85,6775,6784,76,82,21,11
86,6796,6797,87,96,4,2
87,6813,6788,68,78,11,7
88,6797,6884,59,108,2,1
89,6826,6875,45,76,11,6
90,6791,6779,106,42,5,3
91,6793,6812,263,89,0,0
92,6825,6797,80,77,23,14
93,6827,6778,76,76,20,11
94,6776,6781,37,70,4,2
95,6803,6781,116,106,4,3
96,6782,6790,51,108,0,0
97,6782,6800,84,36,0,0
98,6825,6778,80,76,27,16
99,6811,6797,80,76,27,16
100,6800,6899,43,38,2,1
101,6790,6779,76,54,22,12
102,6825,6797,80,76,21,13
103,6825,6793,80,77,23,15
104,6790,6867,268,76,21,11
105,6795,6772,55,95,4,2
106,6808,6785,75,42,6,4
107,6797,6795,76,113,14,8
108,6805,6785,97,84,1,1
109,6804,6785,80,77,29,15
110,6798,6882,353,137,2,1
111,6802,6813,89,159,2,1
112,6860,6786,288,198,2,1
113,6804,6866,273,285,0,0
114,6850,6815,184,211,0,0
115,6832,6817,181,321,2,1
116,6854,6812,346,292,0,0
117,6810,6839,322,250,2,1
118,6853,6840,356,276,2,1
119,6788,6806,14,226,2,1
120,6840,6879,304,150,0,0
121,6860,6824,194,122,0,0
122,6853,6811,305,342,3,3
123,6854,6829,194,157,0,0
124,6834,6820,354,177,2,1
125,6844,6788,25,143,0,0
126,6879,6854,268,50,2,1
127,6887,6799,345,108,0,0
128,6786,6860,185,315,2,1
129,6867,6872,293,270,0,0
130,6779,6833,254,225,2,1
131,6794,6859,16,320,0,0
132,6847,6843,294,92,2,1
133,6880,6791,256,11,0,0
134,6782,6878,141,143,0,0
135,6860,6852,69,223,0,0
136,6870,6823,297,10,0,0
137,6804,6855,33,20,0,0
138,6882,6865,294,237,0,0
139,6872,6856,311,133,2,1
140,6867,6801,349,160,0,0
141,6831,6875,325,165,0,0
142,6835,6854,314,259,6,3
143,6818,6861,330,152,2,1
144,6846,6827,9,236,0,0
145,6794,6831,299,214,0,0
146,6806,6829,37,139,0,0
147,6789,6824,220,232,8,4
148,6799,6828,6,338,0,0
149,6828,6856,76,212,9,5
