,a1,a2,RAAN1,RAAN2,Eval,Users
0,6801,6778,80,76,34,19
1,6790,6793,268,67,32,16
2,6801,6793,268,67,31,16
3,6801,6784,268,76,31,17
4,6790,6784,268,77,28,14
5,6799,6785,80,76,27,18
6,6811,6784,80,76,31,18
7,6787,6804,290,103,0,0
8,6811,6793,80,76,25,15
9,6819,6801,231,103,6,3
10,6787,6797,80,76,28,16
11,6780,6782,97,108,0,0
12,6815,6783,248,80,11,7
13,6779,6777,240,41,2,1
14,6805,6784,43,65,1,1
15,6798,6789,60,113,1,1
16,6801,6784,80,76,32,18
17,6795,6786,46,50,2,1
18,6792,6806,67,63,16,8
19,6777,6784,250,57,7,4
20,6813,6808,233,89,4,2
21,6821,6791,91,78,4,4
22,6801,6789,116,78,12,7
23,6805,6783,245,91,2,1
24,6834,6778,92,41,4,2
25,6788,6808,254,89,2,1
26,6799,6778,80,77,29,17
27,6827,6784,80,76,27,17
28,6802,6783,102,84,0,0
29,6827,6793,80,77,23,15
30,6802,6781,67,34,14,8
31,6804,6778,80,67,28,14
32,6804,6797,80,77,28,15
33,6772,6796,109,51,0,0
34,6799,6782,283,30,0,0
35,6790,6778,268,67,30,15
36,6811,6784,268,76,25,14
37,6804,6784,80,77,26,13
38,6821,6765,93,43,4,2
39,6822,6802,248,108,0,0
40,6798,6778,300,85,4,2
41,6793,6778,269,45,14,7
42,6806,6784,42,92,3,2
43,6818,6797,67,76,25,15
44,6832,6796,282,65,0,0
45,6790,6797,80,67,24,12
46,6823,6772,47,89,4,2
47,6806,6792,69,85,3,2
48,6774,6778,265,33,0,0
49,6820,6803,282,61,0,0
50,6790,6784,80,77,24,12
51,6787,6784,80,67,29,17
52,6785,6810,256,39,1,1
53,6801,6793,268,77,27,15
54,6799,6793,80,76,23,14
55,6792,6793,271,92,2,1
56,6818,6789,89,52,4,2
57,6825,6785,268,76,27,18
58,6838,6762,113,95,0,0
59,6772,6795,293,110,0,0
60,6823,6789,73,78,8,5
61,6796,6777,264,73,1,1
62,6809,6781,264,55,4,2
63,6815,6776,298,65,0,0
64,6775,6783,238,109,0,0
65,6802,6807,108,91,0,0
66,6801,6785,268,67,27,14
67,6804,6797,80,76,26,14
68,6819,6787,57,98,7,4
69,6811,6784,42,113,0,0
70,6815,6783,282,101,4,2
71,6817,6779,265,66,2,1
72,6799,6791,236,79,9,5
73,6798,6809,293,66,0,0
74,6801,6793,81,67,22,11
75,6835,6798,57,86,4,4
76,6791,6795,54,72,9,5
77,6827,6784,268,76,28,16
78,6790,6784,80,76,28,15
79,6793,6793,79,76,21,12
80,6804,6797,268,67,27,14
81,6828,6790,305,96,5,3
82,6795,6798,277,65,0,0
83,6787,6784,268,67,29,16
84,6808,6783,109,62,0,0
85,6787,6784,81,76,25,15
86,6790,6785,80,67,24,12
87,6836,6796,253,67,16,8
88,6811,6785,81,77,24,13
89,6780,6773,114,68,10,7
90,6771,6780,65,55,4,2
91,6790,6793,80,67,28,14
92,6792,6792,48,84,4,2
93,6841,6764,51,111,0,0
94,6802,6804,252,103,0,0
95,6791,6793,275,106,2,1
96,6813,6789,66,101,4,2
97,6791,6791,119,40,0,0
98,6836,6795,41,106,2,1
99,6790,6784,268,76,32,17
100,6832,6848,170,195,0,0
101,6798,6840,20,231,5,3
102,6832,6790,300,289,0,0
103,6847,6839,34,20,0,0
104,6882,6842,45,275,0,0
105,6798,6840,8,39,0,0
106,6834,6807,284,56,4,2
107,6843,6820,279,143,0,0
108,6803,6815,335,132,2,2
109,6843,6809,236,82,1,1
110,6853,6792,303,149,1,1
111,6782,6843,14,317,0,0
112,6785,6809,157,302,0,0
113,6848,6822,195,294,0,0
114,6885,6859,202,151,0,0
115,6843,6807,154,313,4,2
116,6828,6792,318,124,0,0
117,6832,6835,202,318,2,1
118,6864,6780,175,163,0,0
119,6821,6876,137,174,18,11
120,6882,6822,264,203,2,1
121,6794,6825,20,96,0,0
122,6874,6779,261,253,1,1
123,6791,6793,328,254,4,2
124,6821,6781,217,233,6,3
125,6788,6858,168,115,0,0
126,6848,6808,48,246,2,1
127,6862,6832,61,178,0,0
128,6822,6859,162,217,0,0
129,6820,6805,179,348,0,0
130,6843,6838,224,22,2,1
131,6868,6814,344,342,0,0
132,6812,6813,295,99,2,1
133,6879,6828,184,316,2,1
134,6817,6784,287,242,0,0
135,6780,6781,130,339,0,0
136,6883,6799,126,304,2,1
137,6844,6809,292,28,0,0
138,6869,6862,62,249,0,0
139,6849,6820,303,344,0,0
140,6840,6807,63,260,2,1
141,6816,6846,220,147,0,0
142,6779,6830,312,279,4,2
143,6840,6795,158,179,0,0
144,6820,6819,150,331,1,1
145,6862,6856,151,260,2,1
146,6863,6808,54,221,4,2
147,6804,6801,266,81,4,2
148,6778,6856,242,144,0,0
149,6832,6884,99,296,2,1
