,a1,a2,RAAN1,RAAN2,Eval,Users
0,6825,6807,101,77,16,8
1,6790,6885,75,76,16,9
2,6827,6784,72,67,16,10
3,6790,6785,75,234,15,8
4,6781,6871,81,314,13,7
5,6812,6784,80,314,13,8
6,6860,6814,103,80,13,7
7,6799,6788,57,86,12,7
8,6874,6785,75,231,12,6
9,6803,6813,243,76,11,6
10,6781,6784,81,234,9,5
11,6799,6800,81,234,6,3
12,6877,6866,63,77,9,5
13,6790,6779,75,329,18,9
14,6825,6810,101,67,19,11
15,6812,6784,80,46,13,8
16,6784,6785,114,311,0,0
17,6768,6872,45,324,2,1
18,6804,6813,126,81,4,3
19,6799,6806,80,314,15,9
20,6789,6862,84,326,1,1
21,6805,6793,29,69,0,0
22,6786,6797,92,76,16,9
23,6841,6799,76,81,9,5
24,6788,6781,300,263,0,0
25,6803,6890,92,57,2,1
26,6788,6785,57,81,14,9
27,6784,6797,58,243,2,1
28,6857,6835,254,81,1,1
29,6874,6785,75,329,10,5
30,6804,6793,268,304,15,8
31,6798,6806,70,316,8,4
32,6799,6814,57,80,17,9
33,6786,6788,242,315,4,2
34,6806,6786,114,300,0,0
35,6827,6813,243,67,10,6
36,6781,6800,268,282,14,7
37,6804,6806,75,81,13,7
38,6857,6806,254,76,6,3
39,6802,6798,79,311,11,6
40,6827,6785,72,67,15,8
41,6799,6788,243,86,8,5
42,6812,6788,57,86,14,8
43,6787,6878,47,303,2,1
44,6767,6878,54,285,6,3
45,6827,6785,75,231,12,6
46,6767,6815,52,238,2,1
47,6776,6787,81,216,10,6
48,6815,6812,113,266,0,0
49,6857,6835,219,76,10,5
50,6811,6779,58,244,2,1
51,6797,6772,65,292,0,0
52,6827,6788,57,86,12,8
53,6841,6790,87,54,11,6
54,6784,6824,247,55,4,2
55,6781,6784,81,314,11,6
56,6846,6785,260,47,3,2
57,6781,6800,81,77,21,12
58,6790,6871,81,304,9,6
59,6809,6796,284,313,4,2
60,6791,6798,50,313,4,2
61,6788,6812,52,99,4,2
62,6863,6869,78,98,0,0
63,6834,6786,81,313,3,3
64,6810,6780,118,353,2,1
65,6804,6793,101,77,18,10
66,6804,6787,75,282,4,2
67,6831,6776,58,300,2,1
68,6773,6836,117,31,6,3
69,6796,6793,69,201,1,1
70,6835,6779,72,329,5,3
71,6825,6807,81,77,16,9
72,6781,6813,81,314,13,7
73,6790,6885,80,76,19,11
74,6856,6872,69,98,0,0
75,6790,6835,254,304,1,1
76,6823,6787,75,304,9,5
77,6811,6797,80,259,15,9
78,6791,6802,61,259,2,1
79,6799,6784,57,67,19,11
80,6788,6842,254,76,9,5
81,6812,6793,80,282,11,7
82,6892,6774,113,198,2,1
83,6803,6813,243,86,5,3
84,6857,6842,86,76,12,7
85,6827,6784,254,67,15,9
86,6826,6783,69,267,2,1
87,6857,6829,75,76,15,9
88,6809,6823,205,40,0,0
89,6864,6802,73,62,0,0
90,6840,6777,88,365,2,1
91,6809,6774,38,220,0,0
92,6825,6807,101,304,6,3
93,6770,6816,47,205,2,1
94,6786,6795,161,53,0,0
95,6797,6876,49,324,1,1
96,6829,6765,88,316,4,2
97,6779,6786,48,313,2,1
98,6774,6865,79,45,13,7
99,6837,6793,247,46,2,1
100,6778,6875,101,93,4,2
101,6873,6878,268,282,3,2
102,6823,6787,75,330,11,6
103,6824,6801,92,351,2,1
104,6839,6811,100,106,2,1
105,6838,6793,74,299,3,2
106,6846,6823,119,105,0,0
107,6874,6785,86,231,7,4
108,6801,6867,80,42,14,8
109,6788,6779,75,329,12,7
110,6815,6775,20,90,1,1
111,6835,6807,75,329,9,5
112,6857,6829,268,282,5,3
113,6771,6815,108,207,0,0
114,6837,6845,224,52,2,1
115,6804,6780,74,302,5,3
116,6776,6895,51,62,0,0
117,6807,6794,268,310,15,8
118,6792,6797,22,73,0,0
119,6806,6815,56,60,6,3
120,6840,6796,62,89,2,1
121,6860,6814,57,80,13,7
122,6781,6842,86,46,12,6
123,6799,6784,72,86,10,6
124,6798,6821,40,93,2,1
125,6790,6806,57,76,11,6
126,6790,6806,126,81,9,5
127,6850,6761,48,299,2,1
128,6788,6842,86,314,12,7
129,6829,6795,93,27,2,1
130,6798,6839,61,10,0,0
131,6788,6807,101,77,16,8
132,6797,6798,107,319,0,0
133,6816,6797,70,55,9,5
134,6804,6807,101,77,16,8
135,6808,6826,46,110,2,1
136,6820,6813,125,129,0,0
137,6849,6780,200,255,0,0
138,6805,6815,25,157,0,0
139,6874,6878,310,161,1,1
140,6859,6880,164,188,0,0
141,6793,6879,315,344,4,2
142,6878,6815,200,57,6,3
143,6815,6874,169,79,3,2
144,6780,6885,297,309,0,0
145,6811,6829,190,267,2,1
146,6862,6845,246,255,0,0
147,6796,6824,71,302,2,1
148,6882,6829,91,106,0,0
149,6879,6848,125,265,0,0
