,a1,a2,RAAN1,RAAN2,Eval,Users
0,6788,6882,269,77,17,9
1,6840,6827,75,77,16,8
2,6770,6827,55,136,15,9
3,6770,6858,269,101,12,7
4,6816,6858,137,83,12,8
5,6804,6849,306,76,12,6
6,6768,6858,252,119,0,0
7,6863,6857,77,174,7,5
8,6770,6858,137,136,27,16
9,6887,6858,75,101,8,5
10,6850,6841,306,269,10,5
11,6829,6842,47,49,2,1
12,6871,6852,304,241,0,0
13,6770,6822,55,101,8,4
14,6876,6828,251,292,0,0
15,6816,6839,133,83,0,0
16,6750,6878,234,95,2,2
17,6884,6816,44,117,5,3
18,6798,6879,267,64,2,1
19,6750,6858,269,263,11,6
20,6839,6820,97,-17,0,0
21,6788,6882,306,77,9,5
22,6816,6858,269,83,10,5
23,6852,6836,52,84,1,1
24,6869,6875,133,136,2,1
25,6869,6827,133,136,11,7
26,6824,6827,137,77,20,12
27,6750,6839,133,95,0,0
28,6846,6820,238,273,0,0
29,6850,6802,137,269,17,11
30,6770,6858,269,263,9,5
31,6847,6875,306,174,3,2
32,6886,6827,273,87,4,2
33,6874,6851,215,44,0,0
34,6812,6797,160,-1,2,1
35,6804,6849,306,174,4,2
36,6817,6814,175,12,0,0
37,6770,6882,269,77,16,9
38,6750,6878,55,77,10,5
39,6779,6848,103,102,1,1
40,6847,6858,77,101,11,7
41,6840,6811,132,-35,0,0
42,6844,6840,284,297,0,0
43,6890,6890,40,63,0,0
44,6857,6875,75,254,5,3
45,6863,6822,77,174,7,5
46,6824,6802,137,-18,10,7
47,6857,6808,38,69,0,0
48,6816,6858,137,136,15,10
49,6835,6824,336,306,4,2
50,6816,6858,79,83,6,4
51,6820,6822,70,57,3,2
52,6832,6838,90,16,0,0
53,6863,6840,275,267,2,1
54,6850,6827,306,269,12,6
55,6857,6858,137,263,4,3
56,6750,6844,258,95,4,2
57,6840,6857,234,54,4,2
58,6821,6839,118,-48,3,2
59,6854,6844,235,259,2,1
60,6788,6827,55,77,14,7
61,6868,6828,271,107,0,0
62,6822,6831,103,-15,0,0
63,6770,6809,55,329,8,4
64,6847,6857,77,174,8,5
65,6874,6809,269,77,20,11
66,6860,6864,81,203,4,2
67,6876,6845,258,41,2,1
68,6850,6882,269,269,8,4
69,6866,6830,40,184,0,0
70,6824,6827,269,83,9,5
71,6797,6838,198,72,3,2
72,6863,6877,79,77,5,3
73,6750,6878,55,329,5,3
74,6816,6858,269,174,10,5
75,6857,6849,269,76,16,8
76,6760,6880,27,366,0,0
77,6843,6832,100,210,4,2
78,6804,6849,306,254,4,2
79,6856,6842,150,130,0,0
80,6816,6822,137,83,12,8
81,6874,6866,55,77,12,6
82,6750,6860,44,95,2,1
83,6816,6858,137,-18,12,8
84,6868,6856,294,67,5,3
85,6778,6839,137,136,31,18
86,6863,6875,75,54,9,5
87,6857,6876,221,40,0,0
88,6791,6827,269,254,10,5
89,6860,6838,140,156,0,0
90,6774,6845,17,108,0,0
91,6792,6877,294,40,0,0
92,6745,6863,58,130,2,1
93,6856,6864,234,223,0,0
94,6888,6875,52,61,0,0
95,6762,6837,109,175,0,0
96,6750,6858,137,95,17,10
97,6863,6827,234,136,11,7
98,6866,6782,159,358,0,0
99,6810,6797,266,48,2,1
