,a1,a2,RAAN1,RAAN2,Eval,Users
0,6778,6839,137,136,31,18
1,6874,6809,269,77,20,11
2,6750,6858,137,95,17,10
3,6850,6802,137,269,17,11
4,6770,6827,269,77,20,11
5,6824,6842,155,-40,0,0
6,6770,6882,269,174,9,5
7,6801,6856,161,72,0,0
8,6775,6873,146,116,0,0
9,6850,6858,77,101,7,5
10,6816,6849,306,136,7,5
11,6820,6843,93,50,2,1
12,6816,6858,137,136,15,10
13,6882,6881,33,60,0,0
14,6807,6851,98,-17,1,1
15,6816,6858,137,174,12,8
16,6843,6832,250,53,0,0
17,6824,6822,137,83,10,7
18,6769,6840,162,112,0,0
19,6817,6859,165,65,0,0
20,6831,6853,140,64,0,0
21,6816,6822,137,83,12,8
22,6787,6853,286,75,4,2
23,6874,6839,137,77,8,4
24,6816,6858,306,269,12,6
25,6816,6802,269,269,10,5
26,6874,6809,306,77,14,8
27,6816,6866,55,-18,4,2
28,6796,6825,81,51,7,5
29,6828,6802,98,101,4,2
30,6784,6863,240,111,0,0
31,6731,6856,247,258,2,1
32,6750,6883,243,112,0,0
33,6769,6861,103,123,0,0
34,6810,6853,172,5,0,0
35,6769,6832,42,112,2,1
36,6818,6844,326,40,0,0
37,6750,6858,77,101,21,12
38,6804,6858,77,101,5,3
39,6811,6813,131,107,0,0
40,6770,6839,269,101,12,7
41,6872,6860,229,84,4,2
42,6850,6839,306,269,11,6
43,6797,6835,168,105,0,0
44,6840,6827,75,174,6,3
45,6818,6858,148,-53,4,2
46,6847,6827,77,136,19,12
47,6788,6827,55,77,14,7
48,6750,6836,54,144,8,4
49,6831,6839,52,113,1,1
50,6820,6835,158,68,0,0
51,6850,6839,137,269,16,11
52,6770,6827,55,77,14,7
53,6884,6823,116,148,0,0
54,6816,6858,55,-18,4,2
55,6788,6876,305,85,4,2
56,6848,6865,104,83,0,0
57,6814,6860,174,-53,4,2
58,6840,6827,137,77,14,9
59,6816,6822,137,76,22,13
60,6840,6802,75,269,16,8
61,6868,6823,288,94,0,0
62,6757,6850,248,302,0,0
63,6804,6849,306,76,12,6
64,6824,6827,137,269,20,12
65,6843,6814,232,157,4,2
66,6782,6871,261,102,0,0
67,6781,6868,283,90,0,0
68,6835,6836,131,59,2,1
69,6866,6790,152,297,0,0
70,6815,6851,335,51,2,1
71,6874,6858,55,77,9,6
72,6849,6830,117,142,0,0
73,6782,6875,249,103,0,0
74,6770,6809,269,77,21,12
75,6849,6809,82,99,2,1
76,6850,6882,269,269,8,4
77,6874,6809,75,77,18,10
78,6848,6794,108,274,0,0
79,6782,6877,252,129,0,0
80,6745,6859,234,279,1,1
81,6783,6822,205,268,8,6
82,6813,6804,311,177,2,1
83,6779,6804,171,55,4,2
84,6793,6834,226,164,2,1
85,6838,6806,81,213,2,1
86,6778,6867,340,18,0,0
87,6886,6815,263,167,0,0
88,6803,6805,291,315,4,2
89,6861,6868,298,343,0,0
90,6841,6818,139,316,2,1
91,6887,6802,347,355,2,1
92,6843,6846,139,140,0,0
93,6803,6847,264,230,2,1
94,6857,6810,359,351,0,0
95,6841,6826,38,17,0,0
96,6883,6823,83,350,0,0
97,6820,6830,7,350,0,0
98,6818,6844,315,197,4,2
99,6837,6831,291,326,0,0
