,a1,a2,RAAN1,RAAN2,Eval,Users
0,6765,6822,137,77,39,23
1,6775,6802,137,136,38,20
2,6765,6822,137,136,36,21
3,6770,6827,137,136,34,19
4,6755,6847,102,253,1,1
5,6770,6802,136,77,28,16
6,6804,6822,137,269,29,18
7,6771,6815,131,101,2,1
8,6750,6839,136,269,24,14
9,6804,6834,149,258,3,2
10,6762,6814,141,172,0,0
11,6804,6858,137,136,23,15
12,6767,6821,104,111,0,0
13,6789,6844,142,86,0,0
14,6764,6824,137,48,29,17
15,6784,6809,139,272,0,0
16,6800,6838,103,44,0,0
17,6762,6825,155,300,0,0
18,6808,6831,112,255,0,0
19,6775,6802,137,77,30,18
20,6750,6827,137,136,22,12
21,6760,6804,110,303,0,0
22,6759,6840,137,242,30,16
23,6770,6802,137,76,30,17
24,6804,6839,136,269,24,16
25,6760,6786,142,62,0,0
26,6773,6829,155,156,0,0
27,6804,6827,137,269,30,18
28,6770,6858,137,136,27,16
29,6782,6836,117,249,3,2
30,6752,6805,119,104,0,0
31,6809,6811,168,48,0,0
32,6812,6856,139,231,4,3
33,6764,6812,137,269,33,19
34,6750,6839,137,77,23,13
35,6766,6816,140,126,0,0
36,6765,6802,137,269,40,23
37,6772,6810,175,173,0,0
38,6748,6814,122,129,0,0
39,6768,6828,107,113,0,0
40,6823,6877,142,54,2,2
41,6778,6787,119,61,0,0
42,6795,6864,153,250,0,0
43,6810,6858,122,59,2,1
44,6788,6786,168,110,0,0
45,6785,6836,163,68,0,0
46,6770,6827,137,269,34,19
47,6738,6815,123,246,0,0
48,6788,6823,125,109,0,0
49,6795,6821,114,110,0,0
50,6791,6811,139,76,10,5
51,6775,6839,137,136,34,20
52,6778,6816,136,138,23,14
53,6751,6795,142,48,2,1
54,6759,6827,129,270,0,0
55,6772,6807,147,52,2,1
56,6768,6824,115,139,0,0
57,6750,6816,135,41,1,1
58,6754,6812,145,84,1,1
59,6750,6858,137,77,22,14
60,6770,6822,137,136,33,19
61,6762,6797,149,21,2,1
62,6750,6839,137,136,23,12
63,6751,6805,131,143,0,0
64,6770,6802,137,77,27,16
65,6764,6812,136,269,35,19
66,6750,6825,174,24,0,0
67,6760,6822,164,136,9,6
68,6804,6858,137,76,27,17
69,6804,6858,137,269,28,17
70,6804,6822,137,77,29,18
71,6764,6812,136,48,29,16
72,6769,6815,116,49,2,1
73,6804,6858,137,77,25,17
74,6765,6822,137,242,30,18
75,6757,6812,146,56,4,2
76,6750,6802,137,136,27,16
77,6799,6850,116,250,4,2
78,6781,6814,166,82,3,2
79,6791,6846,150,297,0,0
80,6764,6802,136,77,32,18
81,6817,6783,9,347,0,0
82,6827,6860,67,314,7,4
83,6852,6780,175,38,0,0
84,6792,6835,4,33,0,0
85,6802,6875,54,143,7,4
86,6887,6806,139,81,8,5
87,6849,6792,40,101,4,2
88,6799,6791,136,187,12,7
89,6881,6830,93,274,1,1
90,6847,6819,192,293,0,0
91,6878,6849,157,50,0,0
92,6881,6868,38,110,0,0
93,6789,6846,320,265,0,0
94,6804,6871,307,351,4,2
95,6846,6816,265,166,0,0
96,6782,6787,347,68,4,3
97,6865,6814,197,68,3,2
98,6874,6841,138,306,4,2
99,6842,6853,83,262,0,0
