,a1,a2,RAAN1,RAAN2,Eval,Users
0,6826,6818,133,79,108,54
1,6826,6818,63,79,92,46
2,6796,6862,89,189,54,27
3,6834,6805,94,88,42,21
4,6833,6819,305,281,20,10
5,6830,6859,304,207,20,10
6,6808,6808,343,158,12,6
7,6867,6883,313,343,16,8
8,6823,6830,317,178,16,8
9,6879,6803,294,204,8,4
10,6833,6807,63,93,44,22
11,6819,6830,38,79,72,36
12,6875,6846,311,340,24,12
13,6782,6844,69,216,74,37
14,6814,6844,75,103,64,32
15,6808,6799,86,132,118,59
16,6826,6844,63,267,40,20
17,6807,6837,100,101,14,7
18,6817,6823,118,118,12,6
19,6802,6806,353,157,8,4
20,6834,6818,63,267,42,21
21,6808,6833,333,154,16,8
22,6826,6818,318,79,82,41
23,6789,6842,273,313,34,17
24,6826,6799,209,108,12,6
25,6828,6815,298,323,18,9
26,6810,6798,341,170,20,10
27,6806,6814,318,178,16,8
28,6866,6860,234,67,50,25
29,6783,6800,135,123,46,23
