,a1,a2,RAAN1,RAAN2,Eval,Users
0,6759,6807,74,132,152,76
1,6759,6773,79,140,132,66
2,6759,6734,79,132,130,65
3,6790,6773,85,140,130,65
4,6747,6778,101,235,32,16
5,6796,6785,48,55,20,10
6,6771,6781,66,106,80,40
7,6765,6796,116,143,56,28
8,6796,6788,31,75,98,49
9,6798,6773,85,132,124,62
10,6746,6772,65,106,86,43
11,6815,6738,125,118,18,9
12,6759,6772,79,233,100,50
13,6790,6796,85,139,128,64
14,6766,6791,36,83,92,46
15,6759,6807,85,132,130,65
16,6738,6773,85,140,138,69
17,6758,6799,76,123,112,56
18,6814,6765,70,74,106,53
19,6746,6772,85,233,110,55
20,6782,6781,79,132,118,59
21,6773,6782,57,166,32,16
22,6773,6799,76,177,104,52
23,6807,6778,69,78,114,57
24,6773,6769,103,169,20,10
25,6793,6777,109,105,12,6
26,6759,6781,79,132,128,64
27,6759,6773,85,132,130,65
28,6783,6792,61,137,70,35
29,6766,6797,42,160,16,8
