,a1,a2,RAAN1,RAAN2,Eval,Users
0,6812,6749,237,77,126,63
1,6790,6817,70,85,120,60
2,6821,6800,85,135,118,59
3,6807,6812,51,66,68,34
4,6765,6819,16,139,48,24
5,6812,6818,237,77,86,43
6,6835,6778,100,53,24,12
7,6796,6796,128,137,44,22
8,6807,6807,287,57,18,9
9,6764,6816,65,137,110,55
10,6810,6820,58,197,18,9
11,6798,6818,85,135,122,61
12,6795,6797,116,147,22,11
13,6820,6825,115,67,74,37
14,6812,6817,85,85,78,39
15,6763,6820,70,140,124,62
16,6811,6821,48,147,18,9
17,6807,6817,70,85,120,60
18,6800,6773,273,72,114,57
19,6817,6822,66,159,56,28
20,6825,6813,95,57,26,13
21,6759,6818,64,132,110,55
22,6811,6772,100,116,22,11
23,6798,6773,85,135,122,61
24,6809,6820,85,165,78,39
25,6812,6807,274,140,58,29
26,6791,6803,66,119,80,40
27,6807,6789,40,155,14,7
28,6820,6780,79,144,110,55
29,6873,6785,32,98,14,7
