,a1,a2,RAAN1,RAAN2,Eval,Users
0,6798,6800,85,135,122,61
1,6826,6817,85,135,116,58
2,6822,6799,85,132,116,58
3,6786,6878,69,104,74,37
4,6798,6824,85,135,122,61
5,6776,6840,72,119,108,54
6,6781,6823,230,45,28,14
7,6818,6782,94,156,16,8
8,6769,6861,294,119,14,7
9,6770,6860,328,40,24,12
10,6776,6852,278,14,20,10
11,6788,6829,97,132,50,25
12,6776,6817,220,67,84,42
13,6781,6791,20,63,38,19
14,6824,6799,101,85,84,42
15,6824,6791,42,39,10,5
16,6803,6805,71,145,84,42
17,6792,6822,97,132,50,25
18,6826,6822,222,63,38,19
19,6770,6880,80,163,84,42
20,6772,6858,85,78,88,44
21,6822,6799,67,132,106,53
22,6814,6807,70,79,112,56
23,6780,6817,97,160,16,8
24,6810,6855,89,90,30,15
25,6842,6833,43,91,26,13
26,6821,6861,75,110,62,31
27,6814,6798,254,51,16,8
28,6790,6864,70,227,92,46
29,6858,6813,7,68,72,36
