,a1,a2,RAAN1,RAAN2,Eval,Users
0,6764,6858,76,55,2656.6736180592497,7
1,6814,6778,136,76,2655.075448721702,7
2,6799,6785,76,329,2651.975604683874,7
3,6799,6785,136,76,2639.915862365062,7
4,6791,6851,102,247,0.0,0
5,6788,6888,233,101,1133.7149713700965,3
6,6751,6781,88,36,0.0,0
7,6764,6876,76,55,2675.077072525998,7
8,6809,6889,56,62,364.982896541449,1
9,6799,6785,76,55,2670.3298551850676,7
10,6784,6857,333,235,0.0,0
11,6782,6874,63,100,0.0,0
12,6789,6866,328,224,760.4504734387738,2
13,6776,6858,133,87,750.4983403741317,2
14,6779,6766,136,232,1883.8408622957904,5
15,6748,6875,56,233,739.813416403762,2
16,6788,6888,136,33,1519.8109956221533,4
17,6789,6876,59,76,1548.0258080827625,4
18,6789,6888,136,55,1535.5510772182379,4
19,6792,6779,136,84,753.0411922517087,2
20,6772,6901,264,97,0.0,0
21,6779,6876,78,195,0.0,0
22,6828,6765,80,87,1506.7127044023655,4
23,6827,6781,161,94,0.0,0
24,6764,6866,80,224,766.1014980027394,2
25,6807,6798,152,55,770.8638417464172,2
26,6789,6858,148,230,0.0,0
27,6799,6858,136,233,1503.2845732711576,4
28,6789,6858,148,76,785.3724247793507,2
29,6799,6778,76,329,2653.8211038893405,7
30,6792,6864,101,57,372.6375067527406,1
31,6812,6876,76,268,1268.54961319836,3
32,6788,6850,136,33,1519.8109956221533,4
33,6789,6888,137,55,1907.2476649167147,5
34,6807,6858,152,70,0.0,0
35,6814,6869,123,232,406.2551337812547,1
36,6789,6876,76,76,2192.191467225839,4
37,6778,6848,290,259,488.5286922098785,1
38,6812,6876,76,230,764.681283620077,2
39,6828,6787,162,109,0.0,0
40,6815,6793,128,107,0.0,0
41,6779,6866,328,224,1123.8808070644272,3
42,6791,6867,158,45,0.0,0
43,6811,6773,161,81,370.70741810385516,1
44,6807,6778,233,101,775.5089742059063,2
45,6807,6798,152,70,781.581023599003,2
46,6788,6778,136,230,1902.4943877370033,5
47,6788,6785,76,329,2618.8715453348395,7
48,6788,6789,87,342,369.74516064851196,1
49,6778,6793,110,287,0.0,0
