,a1,a2,RAAN1,RAAN2,Eval,Users
0,6796,6797,132,74,134,68
1,6801,6808,69,78,110,55
2,6814,6815,131,70,109,57
3,6838,6793,386,84,80,40
4,6869,6797,353,75,94,49
5,6863,6753,88,105,19,10
6,6838,6770,74,87,94,48
7,6825,6789,136,55,58,29
8,6828,6796,323,109,22,11
9,6839,6775,414,80,78,39
10,6830,6808,82,119,78,39
11,6854,6788,63,69,70,35
12,6801,6808,106,87,58,32
13,6842,6796,30,103,12,6
14,6847,6786,74,64,70,36
15,6833,6790,111,70,81,41
16,6809,6819,69,84,119,60
17,6771,6784,103,94,21,11
18,6796,6797,132,84,120,60
19,6792,6809,89,56,62,31
20,6814,6790,150,41,12,6
21,6783,6783,110,34,18,10
22,6789,6793,62,83,109,55
23,6783,6806,108,87,54,29
24,6781,6791,76,112,116,60
25,6825,6809,88,95,25,14
26,6804,6857,95,79,64,33
27,6843,6808,106,84,82,41
28,6842,6793,386,73,91,46
29,6796,6797,106,87,79,42
30,6824,6797,106,84,82,41
31,6820,6781,64,100,41,21
32,6801,6808,69,75,100,50
33,6853,6753,46,89,92,46
34,6801,6779,69,83,124,62
35,6834,6771,47,105,18,9
36,6811,6808,69,87,115,61
37,6789,6797,132,83,124,62
38,6829,6798,111,69,74,37
39,6800,6791,86,44,84,44
40,6838,6865,80,75,65,33
41,6895,6790,139,82,82,41
42,6818,6813,159,49,12,6
43,6843,6797,106,74,97,49
44,6826,6814,95,262,24,12
45,6836,6886,253,279,2,1
46,6815,6788,314,287,18,9
47,6868,6809,150,4,4,2
48,6803,6824,266,229,32,16
49,6790,6789,161,3,10,5
