,a1,a2,RAAN1,RAAN2,Eval,Users
0,6746,6790,84,70,100,50
1,6804,6794,68,80,96,48
2,6746,6790,84,67,94,47
3,6811,6801,101,101,8,4
4,6794,6793,78,83,78,39
5,6777,6730,109,45,14,7
6,6765,6800,67,89,66,33
7,6801,6746,117,102,10,5
8,6758,6793,84,83,76,38
9,6799,6819,78,76,56,28
10,6780,6782,61,61,26,13
11,6794,6793,75,70,83,42
12,6794,6751,84,80,70,35
13,6746,6794,68,80,92,46
14,6796,6751,84,93,54,27
15,6794,6790,78,80,64,32
16,6801,6742,80,64,80,40
17,6793,6772,87,33,27,14
18,6795,6743,84,83,78,39
19,6782,6731,78,67,78,39
20,6767,6801,56,44,18,9
21,6774,6780,75,76,58,29
22,6794,6834,78,83,64,32
23,6738,6794,36,61,10,5
24,6798,6794,68,80,96,48
25,6810,6746,107,70,48,24
26,6785,6810,76,60,68,34
27,6782,6780,82,80,64,32
28,6767,6798,102,42,8,4
29,6769,6717,64,45,20,10
30,6796,6790,84,82,76,38
31,6789,6792,94,76,56,28
32,6796,6751,84,80,70,35
33,6779,6809,48,100,16,8
34,6789,6716,110,36,6,3
35,6758,6790,79,80,64,32
36,6794,6787,84,70,84,42
37,6813,6772,90,71,58,29
38,6758,6793,79,70,84,42
39,6795,6790,75,79,72,36
40,6786,6708,116,94,32,16
41,6802,6696,57,37,16,8
42,6800,6826,84,91,62,31
43,6795,6743,79,80,69,35
44,6743,6805,79,43,64,32
45,6794,6790,84,67,74,37
46,6880,6858,335,163,6,3
47,6804,6795,24,85,46,23
48,6808,6813,249,123,0,0
49,6886,6827,126,188,2,1
