,a1,a2,RAAN1,RAAN2,Eval,Users
0,6796,6830,84,70,80,40
1,6776,6802,85,80,80,40
2,6802,6830,75,74,50,25
3,6871,6795,299,115,12,6
4,6808,6817,84,82,70,35
5,6849,6819,84,82,56,28
6,6834,6777,73,84,66,33
7,6799,6812,107,92,10,5
8,6842,6819,68,56,24,13
9,6794,6768,308,86,60,30
10,6822,6816,99,67,40,20
11,6778,6817,56,119,18,9
12,6877,6795,40,97,6,3
13,6808,6809,71,80,82,41
14,6821,6819,84,95,46,23
15,6794,6768,44,94,10,5
16,6819,6766,102,48,14,7
17,6794,6768,13,75,51,26
18,6799,6819,84,82,70,35
19,6858,6821,308,84,42,21
20,6814,6796,151,62,14,7
21,6841,6758,82,88,64,32
22,6776,6802,148,86,29,15
23,6786,6780,188,59,14,7
24,6832,6800,61,117,16,8
25,6802,6819,84,70,88,44
26,6794,6834,122,58,8,4
27,6858,6793,68,79,64,32
28,6849,6819,84,70,63,32
29,6808,6743,92,32,14,7
30,6793,6845,113,53,14,7
31,6848,6817,75,94,39,20
32,6817,6794,13,75,49,25
33,6834,6819,73,74,46,23
34,6825,6782,148,86,58,29
35,6858,6782,308,83,58,29
36,6832,6800,37,101,6,3
37,6786,6795,149,73,61,31
38,6782,6783,54,54,14,7
39,6794,6809,44,80,42,21
40,6803,6813,103,102,10,5
41,6871,6776,333,53,18,9
42,6848,6808,297,100,2,1
43,6806,6787,167,79,52,26
44,6874,6792,147,296,0,0
45,6797,6792,19,61,14,7
46,6803,6812,292,93,6,3
47,6803,6887,310,299,8,4
48,6855,6848,322,13,16,8
49,6886,6871,10,49,4,2
