,a1,a2,RAAN1,RAAN2,Eval,Users
0,6789,6757,76,141,138,71
1,6783,6773,132,70,130,65
2,6809,6760,69,84,129,65
3,6796,6797,69,87,126,64
4,6795,6789,40,83,90,46
5,6792,6762,162,92,36,19
6,6801,6760,111,84,96,49
7,6801,6797,69,87,126,64
8,6801,6790,132,84,119,60
9,6782,6786,96,70,94,48
10,6817,6797,56,87,92,49
11,6813,6821,66,81,107,54
12,6794,6812,120,70,82,41
13,6780,6813,60,85,104,52
14,6799,6810,40,113,26,13
15,6808,6785,98,67,82,41
16,6885,6745,49,73,110,55
17,6838,6757,23,78,94,47
18,6796,6772,114,96,28,14
19,6797,6799,60,102,38,19
20,6783,6808,132,70,114,57
21,6785,6782,64,53,60,30
22,6809,6808,69,84,124,62
23,6838,6797,132,75,109,57
24,6809,6790,132,87,126,66
25,6806,6797,109,115,18,9
26,6783,6749,74,84,131,66
27,6866,6756,23,78,95,49
28,6796,6781,116,55,30,15
29,6809,6808,69,70,70,35
30,6783,6834,74,75,101,52
31,6796,6772,109,72,104,53
32,6810,6779,98,95,20,10
33,6801,6797,109,72,91,46
34,6765,6779,150,48,27,14
35,6819,6789,101,58,26,14
36,6820,6799,101,73,98,50
37,6796,6757,69,74,110,55
38,6783,6797,132,87,121,63
39,6794,6809,111,108,17,9
40,6781,6791,75,120,112,56
41,6801,6808,111,78,82,42
42,6801,6760,69,83,126,64
43,6866,6756,76,141,83,44
44,6801,6797,109,83,84,42
45,6848,6758,4,58,35,18
46,6810,6835,186,304,18,9
47,6880,6785,75,46,40,21
48,6852,6876,193,121,6,3
49,6807,6844,97,213,16,8
