,a1,a2,RAAN1,RAAN2,Eval,Users
0,6786,6751,71,82,100,50
1,6794,6794,68,80,96,48
2,6794,6819,84,70,90,45
3,6796,6802,84,70,88,44
4,6794,6792,68,109,36,18
5,6795,6795,107,103,10,5
6,6801,6804,95,100,9,5
7,6780,6751,79,64,76,38
8,6802,6782,120,95,8,4
9,6787,6764,84,114,56,28
10,6817,6796,122,87,34,17
11,6786,6751,71,80,88,44
12,6802,6826,73,86,61,31
13,6783,6782,113,105,14,7
14,6793,6745,93,85,62,31
15,6764,6787,87,80,86,43
16,6786,6794,68,80,88,44
17,6804,6785,87,82,68,34
18,6789,6776,94,95,16,8
19,6786,6806,67,79,70,35
20,6776,6817,67,70,54,27
21,6789,6735,86,63,72,37
22,6786,6817,66,89,52,26
23,6768,6812,70,45,48,24
24,6775,6821,50,47,10,5
25,6829,6788,81,100,44,22
26,6769,6794,88,80,78,39
27,6744,6790,55,91,24,12
28,6786,6787,85,80,68,34
29,6774,6739,67,43,28,14
30,6786,6782,85,71,76,38
31,6808,6802,85,85,58,29
32,6815,6804,53,104,18,9
33,6801,6763,93,110,24,12
34,6789,6798,55,38,10,5
35,6779,6795,43,78,44,22
36,6769,6797,44,111,12,6
37,6823,6819,84,70,69,35
38,6802,6809,85,80,76,38
39,6786,6787,66,70,60,30
40,6766,6823,108,85,32,16
41,6786,6787,75,80,72,36
42,6786,6792,79,80,62,31
43,6752,6817,71,89,74,37
44,6769,6775,86,107,58,29
45,6752,6790,72,85,84,42
46,6846,6786,266,154,8,4
47,6801,6799,297,240,8,4
48,6827,6886,334,201,6,3
49,6795,6857,143,129,21,11
