,a1,a2,RAAN1,RAAN2,Eval,Users
0,6772,6816,80,137,95861.5203062149,60
1,6772,6783,81,137,94237.64246550937,63
2,6783,6782,76,136,93747.5599962053,71
3,6773,6767,76,137,93657.41178195509,71
4,6783,6787,76,136,92775.88358167143,69
5,6784,6788,70,87,61457.86566035874,64
6,6779,6774,94,55,20237.90574987932,17
7,6784,6795,77,136,90625.0683966941,59
8,6762,6759,77,207,57229.24302942042,54
9,6801,6784,108,159,3690.9924184252814,5
10,6775,6774,86,98,41933.09726858499,44
11,6774,6779,162,49,9287.663637539239,10
12,6765,6758,79,54,64468.9109460143,45
13,6801,6773,115,112,9082.609029499374,8
14,6781,6795,153,120,4709.233358307076,8
15,6792,6782,20,68,41012.731518052846,37
16,6787,6763,112,63,24916.695222735216,38
17,6805,6754,134,78,74283.70331054322,65
18,6766,6762,110,114,8518.252167343302,9
19,6766,6770,148,63,21246.863673535925,33
20,6786,6766,77,77,76947.880902646,52
21,6780,6816,76,76,67651.82804732892,44
22,6779,6758,134,83,66538.12513612772,65
23,6757,6749,98,244,11365.221987163515,17
24,6780,6779,103,76,53988.3276168169,50
25,6765,6812,73,213,43853.69813949503,54
26,6761,6784,108,100,10619.960340359292,9
27,6805,6754,74,83,63353.04206500853,57
28,6762,6767,138,82,86185.22921994979,66
29,6780,6816,81,76,73967.34922704888,42
30,6786,6766,76,77,77284.02046948395,53
31,6787,6769,59,133,29176.450519673104,34
32,6783,6782,138,85,71970.22438546605,61
33,6780,6816,81,145,53764.97062584725,45
34,6786,6816,103,137,49701.52923982178,26
35,6765,6811,48,99,12977.782994727686,15
36,6762,6778,88,82,59979.04981639153,47
37,6773,6778,76,145,60036.52274696141,66
38,6777,6781,91,64,33187.232612666034,43
39,6784,6767,77,76,78473.21827837494,54
40,6772,6816,138,76,76423.90892332444,54
41,6773,6754,134,78,79817.23260777033,67
42,6783,6782,52,76,59281.379829593956,54
43,6764,6778,77,145,63077.251131727244,66
44,6805,6754,80,76,78733.1567890149,52
45,6811,6767,76,136,82308.01535298469,53
46,6778,6809,138,85,65711.80954154339,57
47,6780,6758,74,76,72284.09404552434,56
48,6778,6768,81,137,92120.99402991243,59
49,6762,6759,138,82,86349.02281808543,65
