,a1,a2,RAAN1,RAAN2,Eval,Users
0,6812,6865,259,181,5298.14939328792,5
1,6874,6825,2,282,3442.3673302821226,3
2,6798,6884,11,335,7598.260719926628,6
3,6844,6870,48,259,7572.92290195062,5
4,6884,6841,187,156,2589.1364439372555,2
5,6854,6804,359,358,13535.21008620158,2
6,6843,6836,277,285,2028.3974754392548,5
7,6857,6858,324,21,5607.941536220158,6
8,6850,6856,35,41,3487.567492262013,4
9,6868,6808,344,235,9324.763189236906,11
10,6870,6836,230,15,12684.21737101751,10
11,6855,6847,167,301,5255.829680099849,8
12,6818,6856,14,30,1563.78274788232,3
13,6814,6846,13,326,7379.654830423469,9
14,6833,6813,341,9,3832.0769731255714,6
15,6778,6871,86,117,41378.14918624085,47
16,6835,6785,323,210,8045.559731762932,10
17,6816,6875,333,36,8663.61173183754,8
18,6823,6845,103,178,3885.022618065952,4
19,6873,6797,316,232,20197.734808238274,14
20,6839,6833,208,306,12705.311377750717,10
21,6825,6852,139,238,18734.609626108155,26
22,6790,6887,262,192,7709.150147004219,11
23,6880,6794,182,308,11640.634658940626,10
24,6856,6810,225,74,36148.163227596866,43
25,6823,6787,266,4,12639.976015348497,10
26,6804,6844,124,327,7293.3938720421065,9
27,6778,6819,348,89,15352.8101361074,17
28,6854,6871,206,223,4693.112656403189,5
29,6877,6875,84,239,6244.238103422547,7
30,6870,6858,14,337,4519.846110772585,7
31,6879,6837,326,34,5391.768701446337,6
32,6882,6874,145,351,2253.4270751984586,2
33,6841,6873,93,50,9628.901980580267,10
34,6848,6866,320,243,6901.014722310449,8
35,6806,6820,80,108,46694.92027660503,37
36,6832,6816,205,274,7355.699486594309,10
37,6794,6866,112,29,6088.231622898491,10
38,6848,6834,227,147,7567.155013880518,8
39,6872,6856,141,314,8435.915138661712,7
40,6803,6871,303,273,11497.003041893038,14
41,6873,6817,21,91,11730.177960722795,11
42,6808,6788,173,285,919.4732329195631,2
43,6885,6800,354,154,3528.4063038971944,3
44,6845,6878,59,236,8259.753169861004,9
45,6815,6852,77,264,43418.13344918412,37
46,6880,6883,217,204,3426.286376694654,3
47,6786,6799,219,194,5422.522724652885,8
48,6781,6836,203,210,3808.6189160174326,3
49,6867,6803,280,141,13564.255480709071,24
