,a1,a2,RAAN1,RAAN2,Eval,Users
0,6786,6772,80,130,60734.06662367677,59
1,6778,6820,80,108,51818.22019954316,39
2,6803,6834,80,89,51099.044778664844,37
3,6793,6834,77,264,50821.870264527155,43
4,6792,6792,42,105,12187.30414025528,9
5,6803,6785,80,162,48106.821253877904,39
6,6806,6775,80,108,47961.54885209973,38
7,6814,6804,99,180,6671.549138948563,7
8,6803,6836,113,130,6626.234226145887,10
9,6804,6818,44,156,6030.232803561972,7
10,6795,6823,109,140,13929.25636372645,23
11,6803,6845,82,202,39895.0918072948,38
12,6861,6793,194,73,37667.88427045267,48
13,6809,6833,51,118,12427.812032495234,13
14,6771,6846,125,153,1414.1197759885345,2
15,6861,6806,304,115,12025.791042960223,13
16,6824,6778,94,278,9238.6181503149,13
17,6850,6786,198,33,4155.735348379796,4
18,6818,6781,44,88,32286.951415893367,44
19,6844,6859,137,195,45756.57198892647,24
20,6879,6787,80,153,23344.227764300846,24
21,6866,6811,311,128,10031.200527087916,10
22,6836,6787,136,162,44589.43590025937,24
23,6836,6852,82,130,29447.886993424643,35
24,6785,6802,289,209,1762.8392906162117,3
25,6778,6820,82,130,45526.87172350369,45
26,6794,6787,84,132,45858.10890185275,61
27,6769,6784,92,139,36297.50761317438,36
28,6853,6795,247,130,9447.36992127556,20
29,6795,6835,80,89,52447.19335392655,37
30,6880,6833,81,264,19547.07676709845,26
31,6797,6763,46,124,8336.041270418787,13
32,6821,6826,67,130,33413.4767284273,32
33,6860,6776,191,58,15015.338282546652,18
34,6893,6847,112,130,950.5869803322212,2
35,6821,6828,113,74,27016.960530381955,28
36,6880,6836,113,116,8212.418824826862,6
37,6797,6839,96,181,6345.222885445768,7
38,6821,6816,263,82,40187.206578490164,40
39,6811,6819,78,207,42974.83044693334,36
40,6879,6836,80,153,22854.041323865164,23
41,6803,6816,80,82,58440.42057585936,37
42,6812,6847,68,108,36906.90934635008,35
43,6810,6843,109,80,39208.85097856356,35
44,6786,6835,76,137,92262.64798446852,67
45,6803,6836,81,116,50313.07903804912,40
46,6860,6850,204,299,5513.510255711591,7
47,6834,6786,263,210,7074.325043306895,11
48,6825,6795,89,87,35296.47695136948,41
49,6872,6836,325,301,8669.58132347235,10
