,a1,a2,RAAN1,RAAN2,Eval,Users
0,6772,6816,80,137,95861.5203062149,60
1,6762,6759,138,78,94350.5087092995,69
2,6772,6783,81,137,94237.64246550937,63
3,6778,6816,81,137,93728.09955785086,60
4,6783,6782,80,136,93251.08140395829,59
5,6772,6754,76,76,80217.44281154205,58
6,6778,6785,58,118,20743.8618319969,19
7,6784,6755,74,83,72553.37950530098,62
8,6786,6773,101,117,17623.094524075328,13
9,6789,6832,66,137,74288.02890787554,55
10,6811,6787,134,137,52434.527819823525,22
11,6778,6759,138,76,89899.32398418254,75
12,6778,6759,81,78,84496.71014856646,48
13,6805,6759,80,80,76229.67778307162,44
14,6765,6754,83,64,57015.61356871858,63
15,6759,6817,68,47,44108.40177404287,35
16,6783,6782,83,64,50102.23968441445,57
17,6763,6744,79,90,69714.1305997792,47
18,6772,6782,80,76,81993.26924503781,51
19,6770,6836,98,82,33603.34643938309,35
20,6772,6816,81,76,74276.79311632761,43
21,6762,6816,138,78,80602.58509868497,57
22,6762,6774,41,69,45390.65173330439,38
23,6801,6773,44,132,21199.89308536103,28
24,6784,6753,78,76,82211.98422437838,54
25,6774,6820,84,77,61349.134177011656,44
26,6829,6755,138,50,33890.028767918,31
27,6778,6816,136,83,70184.66191856678,56
28,6784,6759,78,78,79925.19962728574,47
29,6780,6786,161,115,10186.925098371426,10
30,6778,6767,77,85,72983.48573407065,51
31,6751,6759,50,24,11516.875707812722,11
32,6772,6759,78,78,83255.22031482839,49
33,6764,6813,63,142,28444.098286524346,52
34,6766,6763,102,75,55887.228967242,58
35,6774,6813,106,112,7454.514276140537,8
36,6811,6767,80,80,72947.80922541919,41
37,6809,6754,144,51,14936.333278742408,12
38,6774,6787,66,137,76833.05403700772,56
39,6772,6781,66,78,76146.76889215337,57
40,6800,6739,42,94,19062.503865105104,20
41,6777,6772,57,119,17309.764801596953,14
42,6783,6787,76,83,70348.50390281095,56
43,6772,6759,66,78,79022.15707205486,59
44,6776,6783,67,113,44367.44530704187,43
45,6783,6787,76,78,76018.85654960001,51
46,6760,6763,158,14,3306.0606951905247,6
47,6780,6759,45,78,62025.48935444605,52
48,6779,6818,77,95,51687.14816649842,40
49,6791,6745,91,78,70259.83565419691,58
