,a1,a2,RAAN1,RAAN2,Eval,Users
0,6776,6738,76,136,62,32
1,6776,6767,76,136,55,30
2,6768,6767,76,136,54,31
3,6765,6803,49,142,2,1
4,6782,6763,58,162,2,1
5,6763,6797,115,109,0,0
6,6749,6770,80,123,20,10
7,6759,6778,59,160,2,1
8,6774,6781,54,136,35,20
9,6760,6738,54,136,46,24
10,6784,6783,68,136,39,22
11,6787,6770,107,117,8,4
12,6781,6745,69,118,8,4
13,6774,6781,68,136,42,26
14,6765,6773,102,124,4,2
15,6760,6781,54,67,19,10
16,6768,6783,68,136,43,25
17,6760,6783,78,76,23,13
18,6794,6785,96,107,0,0
19,6768,6781,76,136,49,29
20,6788,6775,97,98,2,1
21,6786,6789,43,163,2,1
22,6784,6767,76,67,36,20
23,6778,6765,55,113,4,2
24,6760,6738,68,136,60,32
25,6776,6781,76,136,50,28
26,6757,6760,108,115,0,0
27,6776,6738,68,136,53,28
28,6776,6740,41,155,1,1
29,6745,6773,39,122,0,0
30,6781,6719,72,142,2,1
31,6774,6788,94,96,0,0
32,6775,6790,68,136,36,21
33,6747,6725,25,106,0,0
34,6776,6738,76,76,26,13
35,6748,6775,82,151,10,5
36,6784,6722,104,134,0,0
37,6774,6775,93,156,2,1
38,6776,6783,78,136,38,23
39,6772,6789,42,164,1,1
40,6779,6785,93,158,2,1
41,6760,6783,68,136,47,27
42,6759,6783,68,136,44,26
43,6760,6738,54,67,25,13
44,6772,6784,82,157,3,2
45,6784,6794,68,136,35,20
46,6760,6801,58,104,2,1
47,6787,6749,46,157,2,1
48,6776,6783,68,136,40,23
49,6760,6811,76,67,33,20
50,6793,6785,40,138,0,0
51,6769,6773,67,150,18,9
52,6777,6732,83,108,0,0
53,6764,6783,99,140,3,2
54,6773,6734,57,149,8,4
55,6768,6776,111,122,0,0
56,6788,6732,111,165,3,2
57,6760,6783,78,136,38,21
58,6775,6783,76,136,48,27
59,6766,6762,28,157,0,0
60,6774,6783,68,136,41,25
61,6760,6781,77,136,48,27
62,6766,6778,45,155,2,1
63,6776,6783,76,136,49,27
64,6775,6811,68,136,28,17
65,6802,6773,113,105,0,0
66,6776,6738,54,136,49,25
67,6795,6769,77,118,16,9
68,6759,6769,60,142,2,1
69,6760,6738,77,136,60,31
70,6776,6783,76,67,36,19
71,6761,6780,79,133,10,6
72,6769,6781,99,100,4,2
73,6791,6810,78,124,8,5
74,6798,6795,58,113,2,1
75,6854,6836,292,10,0,0
76,6788,6884,166,319,1,1
77,6814,6813,291,103,0,0
78,6883,6841,284,285,0,0
79,6814,6878,214,1,2,1
80,6882,6838,153,86,3,2
81,6793,6782,82,34,5,3
82,6796,6793,151,359,2,1
83,6781,6845,46,343,2,1
84,6856,6816,339,276,0,0
85,6868,6811,283,222,0,0
86,6822,6856,333,259,3,2
87,6849,6849,97,124,0,0
88,6815,6831,338,234,0,0
89,6797,6880,278,185,0,0
90,6812,6873,84,281,1,1
91,6837,6780,48,34,2,1
92,6881,6863,85,135,0,0
93,6878,6882,329,4,2,1
94,6798,6808,19,240,0,0
95,6802,6858,245,273,0,0
96,6781,6799,345,12,0,0
97,6790,6842,181,330,2,1
98,6840,6803,258,335,5,3
99,6780,6887,134,319,0,0
