,a1,a2,RAAN1,RAAN2,Eval,Users
0,6820,6873,58,255,2,1
1,6808,6865,24,37,0,0
2,6781,6877,128,235,2,1
3,6870,6880,276,54,4,2
4,6877,6803,328,12,2,1
5,6809,6860,310,109,2,1
6,6778,6835,4,344,0,0
7,6805,6780,312,124,4,2
8,6878,6861,112,255,0,0
9,6869,6880,253,252,0,0
10,6785,6778,315,61,2,1
11,6824,6782,202,205,2,1
12,6887,6866,60,272,0,0
13,6846,6856,210,210,0,0
14,6861,6875,245,19,0,0
15,6853,6831,8,249,0,0
16,6883,6871,195,353,2,1
17,6870,6818,99,91,2,1
18,6795,6871,252,104,0,0
19,6851,6850,84,202,1,1
20,6786,6831,179,95,0,0
21,6849,6857,297,231,6,3
22,6873,6831,90,234,2,1
23,6788,6781,264,223,2,1
24,6878,6833,152,323,2,1
25,6821,6844,207,353,2,1
26,6797,6882,274,324,0,0
27,6793,6826,267,295,4,2
28,6866,6843,297,338,0,0
29,6811,6818,141,138,0,0
30,6879,6783,150,59,2,1
31,6814,6800,156,82,3,2
32,6832,6870,131,176,0,0
33,6814,6812,266,43,0,0
34,6845,6886,248,79,1,1
35,6779,6782,55,75,17,10
36,6807,6870,132,100,2,1
37,6802,6878,117,97,4,3
38,6782,6886,245,46,0,0
39,6816,6806,225,165,4,2
40,6793,6884,60,40,2,1
41,6785,6846,108,76,8,4
42,6879,6814,22,294,0,0
43,6837,6821,27,106,1,1
44,6841,6825,163,107,0,0
45,6853,6789,196,101,4,2
46,6829,6841,311,357,4,2
47,6841,6882,85,249,1,1
48,6871,6806,156,264,0,0
49,6812,6840,201,271,0,0
50,6880,6782,33,296,0,0
51,6780,6806,110,262,0,0
52,6814,6835,85,156,2,2
53,6779,6791,103,165,3,2
54,6819,6842,258,305,8,4
55,6839,6793,145,48,2,1
56,6816,6841,210,40,0,0
57,6866,6828,100,158,4,2
58,6806,6871,244,133,0,0
59,6849,6876,247,309,0,0
60,6796,6778,301,90,2,1
61,6810,6825,207,22,0,0
62,6874,6792,191,90,3,2
63,6783,6857,291,123,0,0
64,6850,6787,280,249,0,0
65,6853,6800,116,332,0,0
66,6805,6842,352,38,2,1
67,6881,6847,353,159,2,1
68,6844,6862,342,190,0,0
69,6870,6847,258,134,2,1
70,6808,6807,109,13,0,0
71,6867,6871,160,98,1,1
72,6841,6876,163,336,0,0
73,6820,6848,244,107,0,0
74,6809,6850,87,107,4,2
75,6854,6829,6,312,4,2
76,6838,6861,29,181,0,0
77,6828,6863,7,118,0,0
78,6871,6821,138,173,0,0
79,6873,6852,227,328,4,2
80,6806,6789,274,100,4,2
81,6846,6833,10,357,2,1
82,6835,6875,229,322,6,3
83,6794,6886,37,348,0,0
84,6866,6841,109,58,2,1
85,6859,6842,109,35,0,0
86,6867,6872,269,245,8,4
87,6823,6872,326,173,0,0
88,6844,6865,13,100,4,2
89,6860,6792,346,31,0,0
90,6881,6870,315,304,2,1
91,6843,6804,16,95,0,0
92,6793,6790,248,82,4,3
93,6831,6811,295,148,0,0
94,6790,6805,149,182,2,1
95,6840,6866,146,319,0,0
96,6796,6801,117,74,11,6
97,6837,6822,228,315,7,4
98,6836,6798,329,197,6,3
99,6807,6843,54,245,8,4
