,a1,a2,RAAN1,RAAN2,Eval,Users
0,6806,6781,78,77,23,13
1,6855,6790,112,76,22,12
2,6855,6790,76,76,22,12
3,6759,6783,68,86,22,13
4,6768,6801,117,77,20,10
5,6767,6782,62,77,20,10
6,6767,6801,117,77,20,10
7,6775,6794,76,72,22,12
8,6793,6801,117,74,15,8
9,6797,6811,76,76,22,12
10,6861,6802,91,72,2,1
11,6793,6801,54,75,17,9
12,6785,6815,110,59,2,1
13,6886,6799,62,38,0,0
14,6763,6786,37,40,0,0
15,6797,6772,77,32,16,9
16,6779,6792,78,75,21,13
17,6793,6801,78,74,17,10
18,6799,6799,85,80,19,11
19,6779,6785,54,232,17,9
20,6774,6777,54,225,8,4
21,6764,6780,53,67,23,12
22,6797,6783,83,67,15,8
23,6784,6784,88,41,7,4
24,6748,6812,119,45,2,1
25,6885,6798,44,114,0,0
26,6797,6808,111,68,4,3
27,6779,6782,68,67,19,10
28,6886,6782,62,75,13,8
29,6782,6790,112,74,3,2
30,6776,6767,68,117,20,11
31,6856,6777,60,107,0,0
32,6759,6791,77,86,27,15
33,6799,6771,22,227,0,0
34,6778,6779,87,203,6,3
35,6778,6782,54,54,8,4
36,6774,6794,44,76,24,13
37,6779,6792,54,75,18,10
38,6782,6783,78,67,25,14
39,6779,6790,76,102,25,14
40,6797,6783,83,76,18,11
41,6855,6795,76,76,22,12
42,6797,6811,78,74,15,9
43,6806,6804,111,44,2,1
44,6751,6768,107,77,19,10
45,6870,6774,62,71,3,2
46,6782,6795,117,75,15,9
47,6777,6768,52,72,3,2
48,6792,6801,102,43,2,2
49,6779,6791,77,102,17,10
50,6793,6798,86,271,8,5
51,6755,6775,88,41,9,5
52,6779,6782,225,232,11,6
53,6855,6783,68,76,18,11
54,6768,6809,94,74,5,3
55,6793,6801,68,74,18,10
56,6768,6801,117,232,16,8
57,6855,6781,78,76,21,11
58,6779,6869,76,102,21,12
59,6759,6783,68,74,23,14
60,6848,6773,106,72,2,1
61,6769,6781,66,97,2,1
62,6852,6806,72,106,0,0
63,6789,6785,112,120,0,0
64,6855,6758,76,54,13,7
65,6779,6801,117,77,17,9
66,6778,6785,82,54,15,9
67,6775,6804,51,98,2,1
68,6759,6783,68,75,26,16
69,6798,6829,120,36,0,0
70,6798,6783,44,76,20,12
71,6779,6782,62,75,13,8
72,6901,6788,86,89,2,1
73,6855,6790,78,102,4,2
74,6854,6803,113,114,0,0
75,6759,6811,68,86,21,13
76,6779,6782,107,75,13,8
77,6778,6758,54,232,18,9
78,6778,6777,46,115,2,1
79,6806,6783,78,67,24,14
80,6793,6801,117,232,15,8
81,6793,6795,117,75,18,10
82,6775,6787,124,89,2,1
83,6806,6781,54,77,23,13
84,6806,6781,107,77,18,10
85,6783,6790,111,101,2,1
86,6782,6799,92,77,19,10
87,6760,6738,70,76,32,16
88,6796,6785,78,75,16,10
89,6790,6810,109,111,0,0
90,6797,6743,88,79,19,10
91,6798,6782,120,259,2,1
92,6879,6882,60,296,0,0
93,6819,6818,119,307,4,2
94,6821,6801,348,215,0,0
95,6823,6801,47,33,2,1
96,6808,6819,104,183,0,0
97,6853,6820,321,148,2,1
98,6887,6828,283,154,0,0
99,6880,6809,307,230,8,5
