,a1,a2,RAAN1,RAAN2,Eval,Users
0,6759,6783,68,67,19,11
1,6779,6782,55,75,17,10
2,6809,6869,76,78,16,9
3,6793,6801,117,74,15,8
4,6779,6782,225,75,15,9
5,6794,6778,94,68,14,8
6,6793,6826,267,75,12,6
7,6774,6820,278,62,0,0
8,6803,6843,43,115,2,1
9,6779,6792,228,75,14,8
10,6793,6828,86,111,8,5
11,6816,6872,269,245,10,5
12,6806,6849,78,75,14,9
13,6846,6816,113,62,0,0
14,6825,6773,225,289,2,1
15,6799,6771,264,127,1,1
16,6798,6781,271,110,0,0
17,6796,6801,117,74,11,6
18,6853,6805,209,72,2,1
19,6807,6843,75,245,8,5
20,6785,6843,108,322,2,1
21,6795,6766,57,93,9,5
22,6783,6776,72,64,1,1
23,6837,6789,228,54,11,6
24,6779,6782,54,232,17,9
25,6877,6868,242,245,0,0
26,6784,6754,54,90,12,7
27,6762,6792,14,237,0,0
28,6768,6801,117,86,13,7
29,6774,6775,213,97,0,0
30,6850,6785,181,88,5,3
31,6824,6820,253,216,0,0
32,6792,6839,299,65,0,0
33,6779,6826,267,75,11,6
34,6847,6860,267,243,2,1
35,6806,6789,196,122,0,0
36,6780,6824,259,89,4,2
37,6761,6798,247,84,1,1
38,6807,6843,54,75,14,7
39,6837,6857,263,74,2,2
40,6886,6850,239,238,0,0
41,6835,6872,269,245,10,5
42,6796,6801,270,74,14,8
43,6867,6764,36,86,9,5
44,6805,6792,270,315,9,5
45,6823,6807,296,227,0,0
46,6778,6782,143,63,0,0
47,6793,6801,55,75,13,7
48,6886,6782,54,232,13,7
49,6764,6765,49,110,2,1
50,6793,6839,56,71,4,2
51,6806,6785,78,102,13,8
52,6809,6839,70,277,6,3
53,6801,6872,269,245,10,5
54,6798,6774,125,50,0,0
55,6851,6782,157,66,0,0
56,6761,6783,64,56,4,2
57,6785,6801,117,74,14,8
58,6766,6795,53,100,7,4
59,6807,6843,94,245,2,1
60,6794,6854,126,88,1,1
61,6779,6782,267,75,16,10
62,6832,6848,59,314,6,3
63,6871,6854,229,231,10,5
64,6796,6781,107,77,18,10
65,6837,6843,228,322,5,3
66,6871,6776,177,85,4,2
67,6776,6836,127,92,2,1
68,6768,6764,36,245,0,0
69,6886,6782,263,75,13,8
70,6855,6790,112,76,22,12
71,6883,6852,287,259,2,1
72,6770,6767,255,111,0,0
73,6867,6853,290,221,0,0
74,6846,6787,231,308,9,5
75,6835,6843,54,322,10,5
76,6806,6849,78,78,10,7
77,6779,6865,225,75,8,4
78,6801,6806,80,105,14,8
79,6779,6849,267,75,8,5
80,6779,6792,267,75,13,8
81,6781,6798,23,218,0,0
82,6835,6843,54,245,8,4
83,6780,6843,85,149,4,3
84,6777,6843,65,139,0,0
85,6785,6843,263,232,4,2
86,6798,6797,226,108,2,1
87,6768,6764,54,322,8,4
88,6855,6785,238,347,0,0
89,6778,6851,88,85,6,3
90,6779,6806,55,245,4,2
91,6882,6847,248,244,0,0
92,6776,6801,78,109,10,7
93,6835,6773,258,339,2,1
94,6890,6843,281,234,0,0
95,6867,6801,117,74,8,4
96,6853,6801,196,54,8,4
97,6898,6848,229,252,4,2
98,6839,6788,160,124,0,0
99,6781,6863,256,308,1,1
