,a1,a2,RAAN1,RAAN2,Eval,Users
0,6779,6782,55,75,17,10
1,6796,6801,117,74,11,6
2,6807,6843,54,245,8,4
3,6867,6872,269,245,8,4
4,6837,6822,228,315,7,4
5,6779,6782,54,245,8,4
6,6844,6813,363,206,0,0
7,6783,6774,44,113,2,1
8,6837,6792,228,315,7,4
9,6853,6789,196,54,8,4
10,6816,6841,225,165,3,2
11,6868,6822,88,157,1,1
12,6786,6780,64,55,4,2
13,6874,6822,191,315,4,2
14,6856,6883,258,33,2,1
15,6844,6880,276,100,2,1
16,6807,6852,227,245,0,0
17,6873,6780,227,124,0,0
18,6842,6883,263,308,0,0
19,6883,6808,188,87,6,3
20,6785,6843,108,76,10,5
21,6804,6879,108,82,0,0
22,6805,6785,270,102,9,5
23,6885,6881,301,67,2,2
24,6816,6806,100,158,2,1
25,6841,6840,274,227,0,0
26,6852,6865,238,274,0,0
27,6811,6781,284,139,0,0
28,6796,6866,133,123,0,0
29,6833,6785,356,234,5,3
30,6847,6780,297,236,0,0
31,6762,6794,91,94,4,2
32,6779,6826,267,75,11,6
33,6886,6857,263,232,8,4
34,6837,6822,267,295,2,1
35,6851,6860,39,131,0,0
36,6845,6812,318,189,2,1
37,6846,6827,324,367,0,0
38,6838,6813,341,172,0,0
39,6819,6842,13,305,6,3
40,6802,6878,117,97,4,3
41,6809,6869,76,78,16,9
42,6801,6842,44,205,2,1
43,6835,6875,87,107,4,2
44,6867,6828,108,174,0,0
45,6833,6883,214,288,0,0
46,6870,6880,276,54,4,2
47,6837,6894,225,361,2,1
48,6856,6792,206,124,0,0
49,6836,6798,100,197,6,3
50,6792,6853,116,36,3,2
51,6833,6854,34,112,0,0
52,6779,6782,225,75,15,9
53,6817,6831,85,213,1,1
54,6836,6782,55,197,6,3
55,6873,6861,267,272,2,1
56,6867,6872,267,245,2,1
57,6817,6832,38,210,0,0
58,6816,6806,311,165,4,2
59,6854,6893,314,36,4,2
60,6794,6778,94,68,14,8
61,6771,6844,123,104,0,0
62,6851,6862,289,242,0,0
63,6811,6810,233,128,4,2
64,6759,6783,68,67,19,11
65,6793,6801,117,74,15,8
66,6805,6800,278,96,0,0
67,6845,6846,-24,89,2,1
68,6837,6822,312,315,6,3
69,6793,6826,267,165,4,2
70,6836,6843,329,245,4,2
71,6801,6846,75,96,9,5
72,6855,6800,169,92,2,1
73,6793,6842,267,295,4,2
74,6867,6865,269,245,8,4
75,6819,6842,274,100,4,2
76,6819,6771,316,106,4,2
77,6791,6817,298,334,4,2
78,6768,6764,36,86,9,5
79,6835,6843,54,322,10,5
80,6805,6878,312,97,4,2
81,6805,6780,196,124,1,1
82,6856,6838,81,145,2,1
83,6816,6806,269,245,10,5
84,6791,6830,118,80,4,3
85,6793,6828,86,111,8,5
86,6806,6849,78,122,9,6
87,6810,6814,127,38,0,0
88,6837,6801,117,74,10,6
89,6793,6826,267,75,12,6
90,6795,6782,259,85,3,2
91,6844,6830,193,345,0,0
92,6865,6882,297,234,0,0
93,6874,6878,191,97,0,0
94,6853,6789,54,245,2,1
95,6844,6865,13,100,4,2
96,6882,6818,177,94,0,0
97,6810,6822,172,249,0,0
98,6869,6838,31,198,2,1
99,6851,6785,65,159,0,0
