,a1,a2,RAAN1,RAAN2,Eval,Users
0,6760,6738,68,76,45,24
1,6784,6811,54,136,27,16
2,6776,6767,68,75,27,15
3,6768,6783,117,76,26,15
4,6739,6801,73,135,3,2
5,6764,6780,53,67,23,12
6,6774,6808,23,105,0,0
7,6855,6767,76,75,17,9
8,6756,6784,55,48,4,2
9,6786,6782,53,42,2,1
10,6774,6794,68,75,25,16
11,6769,6802,100,41,5,3
12,6770,6788,45,72,4,2
13,6855,6790,44,76,24,13
14,6839,6803,99,50,2,1
15,6784,6811,76,77,21,12
16,6778,6783,101,43,6,3
17,6806,6783,117,77,23,12
18,6755,6777,60,40,2,1
19,6762,6830,90,77,15,9
20,6787,6767,40,54,6,3
21,6777,6764,33,104,0,0
22,6764,6811,54,86,11,6
23,6768,6781,39,114,0,0
24,6761,6766,82,110,8,4
25,6790,6792,77,88,20,11
26,6776,6811,68,136,31,19
27,6787,6802,87,103,4,2
28,6777,6771,65,132,0,0
29,6759,6783,77,67,32,17
30,6782,6786,101,96,4,2
31,6761,6791,112,84,2,1
32,6794,6802,43,95,2,1
33,6771,6800,75,119,16,8
34,6778,6781,78,76,26,14
35,6806,6790,76,77,17,9
36,6784,6811,68,136,30,18
37,6762,6812,52,60,2,1
38,6748,6802,97,69,2,1
39,6779,6781,76,76,24,12
40,6779,6783,78,67,25,14
41,6768,6783,117,67,23,12
42,6776,6790,76,102,25,13
43,6779,6811,68,75,13,10
44,6771,6792,67,109,18,9
45,6760,6783,68,67,22,12
46,6759,6794,77,86,25,14
47,6760,6779,40,95,0,0
48,6759,6781,68,75,30,18
49,6768,6794,76,77,23,13
50,6784,6811,54,86,13,7
51,6764,6783,78,67,28,15
52,6756,6783,102,111,4,2
53,6764,6740,88,99,11,6
54,6784,6773,73,37,1,1
55,6779,6783,68,77,26,16
56,6751,6771,116,99,7,4
57,6752,6799,111,69,2,1
58,6783,6803,48,97,2,1
59,6775,6790,76,76,24,12
60,6774,6783,68,75,23,15
61,6759,6795,76,76,24,12
62,6742,6787,73,38,3,2
63,6785,6771,148,65,0,0
64,6765,6771,87,31,5,3
65,6784,6811,78,136,29,19
66,6776,6767,76,67,38,20
67,6779,6794,78,76,26,14
68,6759,6811,54,136,25,15
69,6759,6794,76,77,21,11
70,6750,6786,107,89,2,1
71,6816,6799,94,43,2,1
72,6761,6791,99,88,9,5
73,6825,6762,61,57,8,4
74,6760,6767,68,76,42,23
75,6739,6812,62,88,5,3
76,6766,6751,79,44,15,8
77,6759,6783,68,77,35,20
78,6806,6781,54,136,34,20
79,6786,6809,26,102,2,1
80,6759,6780,53,67,21,11
81,6806,6781,78,77,23,13
82,6740,6790,56,37,5,3
83,6761,6774,84,53,2,1
84,6772,6804,67,102,20,10
85,6801,6834,182,133,0,0
86,6839,6847,126,104,0,0
87,6858,6833,253,277,0,0
88,6827,6790,127,226,0,0
89,6808,6825,148,64,0,0
90,6786,6828,302,185,0,0
91,6853,6800,342,54,6,3
92,6785,6793,165,321,5,3
93,6851,6806,354,124,2,1
94,6818,6838,326,314,4,2
95,6798,6796,294,148,0,0
96,6794,6840,125,222,0,0
97,6846,6791,69,58,2,1
98,6871,6834,226,32,0,0
99,6812,6872,26,90,2,1
