,a1,a2,RAAN1,RAAN2,Eval,Users
0,6794,6794,68,80,96,48
1,6802,6794,68,80,94,47
2,6786,6794,71,80,92,46
3,6815,6825,65,79,54,27
4,6796,6751,68,80,84,42
5,6807,6768,103,62,20,10
6,6796,6787,84,70,80,40
7,6783,6769,44,56,18,9
8,6786,6751,71,80,88,44
9,6789,6714,76,67,78,39
10,6795,6773,79,79,63,32
11,6784,6745,38,71,58,29
12,6786,6793,71,67,68,34
13,6804,6794,68,80,96,48
14,6779,6762,102,72,54,27
15,6812,6805,57,52,16,8
16,6795,6743,79,83,74,37
17,6789,6775,103,101,8,4
18,6794,6751,84,80,70,35
19,6794,6819,84,80,76,38
20,6794,6787,84,80,68,34
21,6791,6722,47,67,50,25
22,6799,6743,81,93,64,32
23,6797,6776,97,97,8,4
24,6794,6819,75,70,77,39
25,6796,6819,84,70,88,44
26,6782,6801,109,57,14,7
27,6786,6819,79,80,62,31
28,6786,6790,84,82,72,36
29,6782,6744,105,98,6,3
30,6789,6739,44,96,8,4
31,6764,6753,75,79,80,40
32,6758,6793,84,80,76,38
33,6786,6819,84,80,68,34
34,6792,6769,136,96,32,16
35,6796,6775,33,107,8,4
36,6786,6794,68,80,88,44
37,6794,6751,68,80,88,44
38,6786,6821,45,83,32,16
39,6746,6790,84,70,100,50
40,6794,6794,84,80,78,39
41,6794,6834,78,64,68,34
42,6851,6812,358,154,2,1
43,6783,6850,52,291,12,6
44,6878,6793,358,206,4,2
45,6803,6798,136,25,36,18
46,6789,6817,283,59,8,4
47,6850,6826,158,51,11,6
48,6800,6885,350,340,4,2
49,6784,6790,16,190,6,3
