,a1,a2,RAAN1,RAAN2,Eval,Users
0,6812,6749,237,77,126,63
1,6763,6820,70,140,124,62
2,6798,6773,85,135,122,61
3,6798,6818,85,135,122,61
4,6799,6818,119,64,46,23
5,6796,6803,128,119,20,10
6,6784,6826,121,106,18,9
7,6812,6818,237,85,94,47
8,6786,6800,66,124,70,35
9,6815,6775,79,153,72,36
10,6812,6818,237,77,86,43
11,6801,6808,90,185,32,16
12,6798,6800,85,135,122,61
13,6798,6822,66,159,60,30
14,6798,6773,85,140,126,63
15,6806,6755,278,48,30,15
16,6802,6827,118,93,24,12
17,6811,6810,43,115,26,13
18,6759,6807,64,132,112,56
19,6821,6813,85,135,118,59
20,6812,6773,237,72,116,58
21,6807,6817,65,85,106,53
22,6807,6808,19,53,20,10
23,6790,6816,70,137,118,59
24,6790,6806,109,155,10,5
25,6825,6813,95,135,54,27
26,6817,6822,79,159,72,36
27,6764,6822,66,137,112,56
28,6787,6825,112,151,18,9
29,6790,6817,70,140,118,59
