,a1,a2,RAAN1,RAAN2,Eval,Users
0,6798,6800,85,135,122,61
1,6810,6799,86,132,114,57
2,6832,6836,67,79,102,51
3,6826,6833,75,148,62,31
4,6794,6822,82,94,86,43
5,6824,6799,58,115,26,13
6,6826,6831,46,104,18,9
7,6796,6799,42,85,94,47
8,6824,6820,51,82,84,42
9,6781,6799,247,76,74,37
10,6810,6816,105,149,10,5
11,6826,6836,67,76,94,47
12,6788,6811,67,128,74,37
13,6847,6817,290,74,82,41
14,6828,6830,74,109,56,28
15,6801,6838,195,292,8,4
16,6819,6824,348,304,22,11
17,6798,6828,85,294,86,43
18,6826,6817,86,74,100,50
19,6808,6828,48,85,78,39
20,6795,6828,222,318,30,15
21,6830,6836,43,85,62,31
22,6847,6799,86,61,62,31
23,6790,6814,230,258,24,12
24,6822,6817,86,74,98,49
25,6822,6817,85,135,116,58
26,6810,6826,154,170,2,1
27,6881,6807,123,179,2,1
28,6783,6849,320,60,22,11
29,6789,6879,76,214,92,46
