,a1,a2,RAAN1,RAAN2,Eval,Users
0,6808,6799,86,132,118,59
1,6826,6818,133,79,108,54
2,6826,6818,63,79,92,46
3,6802,6839,35,121,2,1
4,6814,6841,95,261,24,12
5,6848,6802,303,306,18,9
6,6806,6836,62,228,42,21
7,6833,6829,97,96,14,7
8,6826,6818,61,51,18,9
9,6814,6836,100,51,24,12
10,6803,6844,263,309,34,17
11,6867,6883,273,323,24,12
12,6814,6824,312,344,26,13
13,6753,6858,60,176,40,20
14,6875,6901,242,276,2,1
15,6837,6818,280,65,38,19
16,6808,6799,86,194,82,41
17,6808,6818,86,267,91,46
18,6826,6844,318,103,20,10
19,6851,6794,93,344,22,11
20,6826,6830,50,277,24,12
21,6831,6841,133,79,108,54
22,6815,6848,79,189,70,35
23,6860,6890,257,305,17,9
24,6814,6844,75,101,64,32
25,6834,6799,86,267,58,29
26,6814,6883,75,103,62,31
27,6833,6807,63,281,28,14
28,6802,6859,232,48,26,13
29,6793,6835,240,84,90,45
