,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6804,76,218,40766.08563037353,15
1,73,0,6790,6834,137,242,35758.16604634121,21
2,73,0,6790,6834,137,161,35758.16604634121,21
3,68,0,6785,6821,137,229,35393.69427100921,21
4,80,0,6801,6817,76,218,33115.47181904624,13
5,58,2,6778,6813,140,235,0.0,0
6,37,6,6816,6824,109,297,0.0,0
7,80,0,6789,6804,76,218,36916.984939490154,14
8,73,0,6800,6811,76,161,32581.207449665977,12
9,68,0,6805,6834,137,229,26191.606287911767,20
10,78,0,6802,6792,82,168,8095.835381927374,6
11,73,0,6800,6861,77,161,29800.936592396585,13
12,66,0,6829,6778,77,161,17346.10700383121,10
13,53,13,6794,6827,62,224,1764.5479479754003,2
14,48,3,6804,6806,112,197,0.0,0
15,66,0,6800,6778,77,218,22591.849480158337,11
16,73,0,6805,6817,137,277,27708.98884823978,20
17,66,0,6801,6817,76,218,25625.066555295023,13
18,66,0,6790,6817,137,161,32624.078852460705,21
19,75,4,6784,6823,50,258,5977.920487962588,3
20,66,0,6805,6817,137,218,23344.64643625368,17
21,73,0,6805,6834,137,161,27708.98884823978,20
22,57,0,6801,6789,76,277,22056.74703735821,11
23,73,0,6778,6817,76,264,37406.014866774574,14
24,49,28,6802,6836,102,233,7627.141104009928,5
25,80,0,6778,6804,137,161,47584.15055362517,21
26,73,0,6805,6834,137,242,27708.98884823978,20
27,36,30,6781,6821,96,214,1281.5369662467765,1
28,66,0,6800,6804,76,218,25691.66085879479,12
29,68,0,6785,6811,76,229,35882.26644204518,16
30,73,0,6800,6811,76,264,32581.207449665977,12
31,41,1,6778,6826,111,214,0.0,0
32,73,0,6790,6817,76,242,35767.23287636327,16
33,40,34,6789,6789,76,218,17863.024805271813,12
34,67,0,6799,6801,95,126,2736.4280026331635,2
35,60,12,6795,6821,115,294,746.7794139257858,1
36,47,1,6791,6809,56,217,9142.863413738009,4
37,40,0,6789,6789,76,305,17863.024805271813,12
38,40,34,6800,6811,76,218,14938.281768448094,11
39,48,17,6787,6811,109,268,4475.915748069929,4
40,71,0,6790,6820,63,167,2675.3843185058126,3
41,78,0,6822,6819,122,123,0.0,0
42,73,0,6790,6834,76,242,35767.23287636327,16
43,66,0,6800,6811,76,218,25691.66085879479,12
44,73,0,6801,6834,137,242,30226.39523778235,20
45,66,15,6782,6826,105,193,4608.050513631462,3
46,41,37,6799,6867,69,286,0.0,0
47,66,0,6805,6783,137,161,23344.64643625368,17
48,73,0,6800,6817,76,264,32581.207449665977,12
49,66,0,6801,6817,76,277,25625.066555295023,13
50,80,0,6800,6811,76,218,32719.292953067008,14
51,53,0,6790,6834,137,242,23238.449117472846,19
52,73,0,6790,6817,76,264,35767.23287636327,16
53,67,6,6787,6824,99,166,6632.937856912087,2
54,66,0,6778,6804,115,221,839.62003666346,1
55,64,0,6801,6817,76,277,25442.1938983184,12
56,73,0,6800,6804,76,264,32581.207449665977,12
57,69,0,6813,6826,47,184,8119.61304874296,1
58,66,0,6805,6861,77,161,24523.249075381336,13
59,57,0,6801,6834,77,277,23271.84694110696,12
60,70,1,6786,6841,103,271,3472.073210482561,2
61,62,18,6798,6814,158,141,0.0,0
62,66,0,6805,6817,76,161,24566.137331515427,12
63,80,0,6801,6834,137,242,33148.789382698524,21
64,53,0,6790,6783,76,242,27681.55541904024,12
65,52,28,6792,6824,70,197,10546.540848958575,4
66,57,0,6801,6834,137,161,23551.406776856013,19
67,79,0,6782,6867,104,293,4019.6248363401737,2
68,55,19,6799,6868,114,279,3126.6967286752847,2
69,57,0,6801,6834,77,161,23271.84694110696,12
70,53,0,6778,6804,76,218,24649.396133423368,13
71,51,29,6785,6784,242,18,0.0,0
72,79,0,6788,6839,320,203,8629.328825842644,5
73,79,0,6782,6798,118,276,2627.215152928368,3
74,73,0,6810,6855,229,217,24271.578618920095,5
75,67,0,6839,6861,112,156,0.0,0
76,69,0,6840,6780,81,25,3043.2971149305545,2
77,69,0,6821,6805,279,168,0.0,0
78,28,34,6885,6827,267,103,2914.0034381820674,2
79,39,37,6861,6795,276,159,0.0,0
80,71,0,6878,6798,177,342,0.0,0
81,28,42,6883,6809,136,352,2868.2260449540395,2
82,45,34,6827,6881,80,128,4592.01017819928,4
83,79,0,6857,6855,310,124,5856.313600360009,4
84,44,37,6787,6780,328,271,10046.210724541746,5
85,76,0,6876,6881,17,351,0.0,0
86,34,42,6791,6877,134,69,0.0,0
87,53,0,6796,6805,98,272,2852.0955634679767,1
88,51,28,6881,6784,101,358,5953.382640114571,4
89,39,30,6835,6800,53,233,10432.012857882255,7
90,65,0,6838,6874,214,345,0.0,0
91,50,29,6786,6882,55,344,10528.065843952942,3
92,63,0,6883,6859,182,149,0.0,0
93,28,46,6837,6884,327,207,1571.569872656456,1
94,58,0,6786,6887,45,166,5764.168221045696,2
95,45,29,6847,6833,253,66,0.0,0
96,43,37,6822,6792,63,257,3997.5679347124187,2
97,79,0,6877,6838,57,316,5755.619186721233,4
98,58,0,6790,6821,245,74,0.0,0
99,46,31,6878,6824,120,80,2524.224441985786,3
