,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,73,0,6805,6834,137,161,27708.98884823978,20
1,68,0,6805,6821,137,161,26191.606287911767,20
2,73,0,6829,6834,77,277,25948.117900330275,6
3,66,0,6800,6811,76,218,25691.66085879479,12
4,66,0,6801,6817,76,264,25625.066555295023,13
5,63,18,6783,6798,97,234,7870.45533552424,4
6,66,0,6800,6811,76,242,25691.66085879479,12
7,29,0,6800,6885,56,206,5271.718073284032,3
8,57,0,6801,6817,232,305,19140.73345761271,5
9,28,26,6811,6881,91,16,0.0,0
10,39,32,6789,6804,230,282,7232.378851143884,5
11,40,34,6789,6789,232,305,19960.002776548255,8
12,58,0,6806,6812,297,283,0.0,0
13,73,0,6783,6834,70,206,8649.989094627084,4
14,37,34,6800,6885,56,277,5565.4937553456075,3
15,30,49,6838,6793,110,260,2898.210255779245,1
16,80,0,6800,6804,76,218,32719.292953067008,14
17,65,5,6813,6785,234,238,3198.247541397621,3
18,68,4,6785,6778,79,229,25642.659890968323,19
19,73,0,6801,6817,76,264,28265.646916183057,12
20,76,0,6813,6804,70,282,5245.218519993188,3
21,28,34,6780,6805,231,299,5529.187195248003,3
22,58,0,6782,6799,93,187,3399.4216450949325,1
23,73,0,6790,6834,137,242,35758.16604634121,21
24,32,35,6803,6852,136,152,9905.150713040066,10
25,28,16,6792,6855,321,51,2405.060777218097,1
26,35,39,6810,6834,268,247,8428.179976598243,7
27,54,14,6844,6841,75,283,6202.141083428414,5
28,63,10,6793,6836,308,231,8570.205215351556,6
29,28,25,6813,6878,308,56,4519.5491836697165,4
30,28,35,6847,6851,82,206,0.0,0
31,73,0,6805,6821,137,161,27708.98884823978,20
32,76,0,6869,6868,201,60,890.2599813522211,1
33,43,35,6799,6798,333,279,3341.6380879086705,3
34,53,0,6813,6804,312,282,8023.3845480339605,3
35,49,27,6835,6814,115,319,952.5581109584291,1
36,53,0,6790,6804,328,242,8581.38738160918,3
37,73,0,6800,6861,77,277,29800.936592396585,13
38,78,0,6778,6792,71,178,9506.757883421174,8
39,73,0,6805,6789,137,305,27708.98884823978,20
40,77,0,6812,6833,154,161,0.0,0
41,68,0,6789,6804,77,282,27852.50940036449,14
42,36,16,6819,6804,87,298,4725.779532956744,3
43,50,0,6830,6789,77,282,12419.096582912036,9
44,29,28,6800,6821,56,55,10294.08787391285,3
45,53,7,6787,6836,344,239,811.056898639942,1
46,30,0,6778,6811,76,218,14792.787159704432,11
47,30,0,6829,6834,77,55,4963.634099324598,5
48,64,15,6840,6778,295,255,0.0,0
49,78,0,6808,6814,101,154,7817.079953403015,2
50,28,25,6795,6874,37,33,788.6773297628515,1
51,73,0,6835,6792,103,253,2804.101100141903,2
52,66,0,6829,6783,230,277,14814.53096984542,4
53,40,0,6783,6792,230,271,8890.557317208397,6
54,30,33,6778,6861,354,55,8869.379294442015,4
55,55,0,6849,6869,83,221,0.0,0
56,65,13,6819,6850,42,290,2944.1526340360606,2
57,40,0,6789,6817,230,271,7948.224452244978,5
58,31,50,6778,6810,262,237,1276.307152504386,1
59,56,15,6814,6791,293,280,0.0,0
60,70,0,6813,6797,324,299,4057.0851303341033,2
61,75,2,6800,6828,100,185,8242.456866401924,2
62,53,0,6790,6834,137,242,23238.449117472846,19
63,34,44,6853,6861,187,161,4129.976579553004,1
64,28,15,6784,6801,199,293,905.0188780578032,1
65,37,32,6790,6835,93,245,1893.1820438408577,1
66,53,0,6790,6861,354,242,6284.342033922549,2
67,64,0,6831,6805,298,305,0.0,0
68,28,38,6778,6879,337,61,0.0,0
69,36,28,6814,6823,46,263,4812.1191273145305,1
70,28,30,6816,6868,336,59,1340.536393020543,1
71,71,0,6827,6799,193,24,0.0,0
72,61,0,6838,6855,86,333,4570.121386841542,3
73,69,0,6819,6861,46,239,8098.599670477507,1
74,35,32,6855,6865,46,85,3611.2162023747924,1
75,61,0,6817,6814,35,30,0.0,0
76,44,36,6850,6801,344,173,0.0,0
77,67,0,6841,6841,84,148,1961.4876311320618,2
78,46,30,6784,6869,154,7,768.6777719912934,1
79,43,33,6851,6880,309,128,2867.0810204618665,3
80,58,0,6845,6884,343,243,0.0,0
81,65,0,6784,6847,282,148,0.0,0
82,55,0,6816,6863,276,151,0.0,0
83,32,32,6870,6785,156,200,0.0,0
84,35,39,6869,6886,327,284,1707.2917639902978,1
85,32,37,6834,6782,19,204,0.0,0
86,68,0,6848,6833,305,72,6519.655420668094,3
87,66,0,6882,6867,9,139,811.203666100464,1
88,28,33,6862,6829,321,228,2282.4152962245134,2
89,63,0,6872,6880,76,1,7643.195377306511,6
90,40,32,6842,6880,39,4,1748.2698554617318,2
91,50,30,6814,6883,178,200,0.0,0
92,28,46,6791,6787,251,16,0.0,0
93,34,36,6849,6821,145,160,0.0,0
94,40,28,6847,6824,30,53,3505.066689334215,3
95,41,35,6829,6860,125,29,0.0,0
96,50,28,6817,6877,281,236,0.0,0
97,60,0,6853,6842,30,168,0.0,0
98,56,0,6812,6849,289,25,0.0,0
99,73,0,6845,6875,43,147,2886.201872772454,1
