,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,68,0,6785,6811,76,229,35882.26644204518,16
1,73,0,6800,6804,76,218,32581.207449665977,12
2,73,0,6800,6804,137,264,30914.8661298849,21
3,63,6,6818,6827,129,257,0.0,0
4,55,11,6797,6798,47,268,8278.717478561712,2
5,41,36,6784,6801,37,239,0.0,0
6,68,0,6785,6821,137,229,35393.69427100921,21
7,68,0,6778,6811,76,218,34123.63670906387,15
8,73,0,6800,6834,137,161,30914.8661298849,21
9,56,0,6808,6825,102,221,4181.960599583146,2
10,66,0,6790,6817,76,218,28671.081946789018,12
11,62,0,6785,6785,102,167,4859.7393002515855,2
12,59,0,6787,6797,78,201,19243.711041176568,15
13,56,1,6781,6844,120,221,0.0,0
14,61,0,6796,6823,65,198,0.0,0
15,49,28,6800,6849,162,278,0.0,0
16,31,35,6778,6805,38,202,1270.4613958859734,1
17,68,0,6801,6834,137,229,30342.94120507918,20
18,73,0,6801,6811,76,218,28265.646916183057,12
19,79,0,6818,6814,61,225,4586.946527179431,4
20,53,9,6805,6822,113,147,0.0,0
21,65,5,6806,6824,36,185,1293.5771672836472,1
22,60,15,6779,6800,86,242,11242.817529779366,7
23,80,0,6785,6834,137,229,31015.68542015562,11
24,70,10,6787,6802,150,163,0.0,0
25,60,17,6781,6821,45,178,5367.015080606971,1
26,29,47,6778,6826,91,254,3009.1550783231933,3
27,52,18,6808,6819,119,176,0.0,0
28,73,0,6778,6804,137,242,43399.8330572104,18
29,68,0,6819,6823,148,215,0.0,0
30,80,0,6801,6834,76,242,33115.47181904624,13
31,73,0,6790,6817,76,264,35767.23287636327,16
32,67,12,6778,6823,124,148,0.0,0
33,80,0,6797,6832,107,253,1251.7351685768717,1
34,45,33,6789,6804,105,126,2699.7532167132226,2
35,80,0,6801,6817,76,264,33115.47181904624,13
36,73,0,6800,6817,76,161,32581.207449665977,12
37,60,15,6784,6798,98,202,4423.773863486216,2
38,72,5,6799,6820,99,189,7054.650460056768,2
39,66,0,6800,6817,137,264,27089.00958825557,20
40,73,0,6800,6811,76,218,32581.207449665977,12
41,67,4,6778,6809,107,183,1221.8263933811286,1
42,32,32,6785,6812,71,255,2655.63464506416,1
43,73,0,6785,6811,76,264,36340.54934257789,15
44,73,0,6801,6817,76,218,28265.646916183057,12
45,72,0,6809,6797,96,228,2761.751835606052,2
46,31,29,6805,6818,148,211,0.0,0
47,54,16,6807,6820,39,213,1062.7720486051094,1
48,75,0,6799,6834,49,235,6115.218306897987,3
49,52,19,6791,6819,84,247,2694.685323937165,2
50,74,3,6789,6787,132,165,0.0,0
51,78,3,6793,6818,110,204,857.9755286598211,1
52,38,33,6778,6787,105,162,2428.7687836080077,2
53,80,0,6778,6804,137,218,47584.15055362517,21
54,80,0,6778,6817,76,218,40766.08563037353,15
55,68,10,6795,6828,88,232,7995.077598981459,4
56,66,5,6804,6816,109,232,791.3208923528982,1
57,63,10,6799,6805,79,265,18733.380200507738,16
58,62,0,6778,6838,176,267,0.0,0
59,73,0,6790,6811,76,161,35767.23287636327,16
60,80,0,6778,6834,137,218,47584.15055362517,21
61,39,31,6861,6826,123,2,2363.6916330361087,1
62,33,39,6887,6867,292,283,0.0,0
63,54,0,6825,6787,248,198,0.0,0
64,72,0,6869,6885,47,225,6911.379507542789,1
65,41,31,6785,6873,270,302,5407.143133236244,4
66,41,35,6838,6869,53,116,1321.7365750203699,1
67,69,0,6838,6798,79,313,5142.171621279077,4
68,32,44,6811,6799,323,201,938.0060576724682,1
69,35,38,6856,6872,198,147,0.0,0
70,29,42,6857,6834,92,32,0.0,0
71,58,0,6786,6795,84,308,5408.0606926638775,5
72,46,33,6875,6786,37,105,790.6428879368659,1
73,75,0,6832,6806,114,334,0.0,0
74,56,0,6814,6814,76,40,20834.728308567064,12
75,35,37,6788,6885,186,287,1699.3579588620232,1
76,55,0,6789,6811,90,291,6952.377783538301,6
77,77,0,6827,6823,250,246,1369.7547401013207,1
78,51,29,6829,6859,324,309,6245.24922754107,4
79,56,0,6789,6817,321,201,7520.598315377967,5
80,31,30,6797,6807,349,132,796.9707868535406,1
81,42,33,6791,6825,287,268,5390.963513910292,3
82,34,39,6797,6879,28,261,996.2508698443826,1
83,77,0,6826,6791,312,209,11704.56510268084,4
84,47,30,6827,6881,38,136,843.6254710093517,1
85,57,0,6851,6827,342,65,0.0,0
86,39,36,6881,6811,148,269,10205.64249673743,5
87,53,0,6874,6784,117,280,0.0,0
88,70,0,6842,6844,212,190,0.0,0
89,34,32,6871,6883,222,275,0.0,0
90,61,0,6807,6885,229,179,20170.3250932078,4
91,34,30,6852,6791,40,31,1189.4590321231626,1
92,46,34,6790,6839,16,276,0.0,0
93,37,38,6876,6835,124,201,820.7016483109837,1
94,70,0,6861,6856,230,119,3964.5863770158703,3
95,55,0,6779,6869,42,341,2701.1869698075548,2
96,55,0,6882,6788,81,224,971.6648096391837,1
97,38,37,6885,6793,191,7,871.1499524506326,1
98,58,0,6780,6820,152,253,0.0,0
99,36,35,6813,6836,325,177,2516.3174152574284,2
