,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6811,137,161,47584.15055362517,21
1,68,0,6778,6821,137,161,43537.58989647611,21
2,73,0,6778,6817,137,218,43399.8330572104,18
3,73,0,6778,6821,137,264,43399.8330572104,18
4,80,0,6796,6801,77,274,34959.346872330265,16
5,67,3,6778,6815,55,232,17000.753274687,5
6,73,0,6790,6793,40,232,1793.1642774091943,1
7,80,0,6778,6804,76,264,40766.08563037353,15
8,66,0,6802,6824,43,296,5429.942144025383,3
9,57,0,6778,6808,70,267,7838.559973826725,5
10,80,0,6778,6817,137,161,47584.15055362517,21
11,68,0,6778,6804,76,161,34123.63670906387,15
12,73,0,6785,6817,76,161,36340.54934257789,15
13,68,7,6796,6808,165,141,2098.342742888312,2
14,73,0,6778,6817,76,264,37406.014866774574,14
15,34,28,6782,6831,105,183,842.5900843222494,1
16,33,47,6778,6814,131,192,0.0,0
17,60,11,6778,6802,161,174,0.0,0
18,32,42,6778,6837,52,254,2861.8147858551793,3
19,76,0,6788,6806,90,236,8787.697404911658,5
20,73,0,6785,6811,76,161,36340.54934257789,15
21,80,0,6785,6804,76,218,38743.88704658797,14
22,67,10,6795,6820,81,233,12988.990787403076,10
23,80,0,6778,6834,76,264,40766.08563037353,15
24,57,0,6779,6797,69,201,1554.7348636674797,2
25,70,0,6780,6825,100,196,8870.298813638772,2
26,73,0,6778,6821,76,161,37406.014866774574,14
27,65,0,6778,6826,139,166,1120.3152491474866,1
28,54,0,6795,6836,71,193,1086.7144115856572,1
29,73,0,6778,6821,137,161,43399.8330572104,18
30,80,0,6778,6804,76,161,40766.08563037353,15
31,73,0,6785,6811,76,242,36340.54934257789,15
32,44,31,6778,6813,121,137,4500.078408377909,5
33,75,5,6797,6805,126,239,0.0,0
34,73,0,6778,6804,137,264,43399.8330572104,18
35,80,0,6778,6817,76,242,40766.08563037353,15
36,80,0,6785,6804,76,161,38743.88704658797,14
37,80,0,6778,6817,76,229,40766.08563037353,15
38,72,2,6780,6817,46,215,9091.171160286649,1
39,35,30,6791,6810,147,196,899.357328693106,1
40,70,0,6778,6796,68,182,16794.797052286005,11
41,73,0,6778,6817,137,242,43399.8330572104,18
42,63,17,6778,6829,112,175,980.7128028080897,1
43,80,0,6778,6817,76,264,40766.08563037353,15
44,73,0,6778,6821,76,218,37406.014866774574,14
45,76,3,6778,6817,142,166,1175.8209190800862,1
46,62,13,6779,6797,57,149,10988.60304864937,5
47,64,0,6795,6833,76,183,27793.2344358731,13
48,73,0,6785,6811,76,264,36340.54934257789,15
49,38,37,6778,6816,128,290,0.0,0
50,42,37,6780,6785,112,160,816.9897350730275,1
51,73,0,6778,6817,76,242,37406.014866774574,14
52,49,29,6778,6797,125,165,0.0,0
53,64,8,6783,6805,140,176,821.442163644464,1
54,80,0,6778,6804,137,161,47584.15055362517,21
55,47,31,6782,6835,74,212,8035.64728981107,7
56,78,0,6854,6825,259,269,8928.970487993438,1
57,36,36,6815,6830,342,274,0.0,0
58,32,42,6802,6807,10,116,749.3537849008644,1
59,39,33,6809,6838,277,298,0.0,0
60,31,41,6843,6818,60,13,0.0,0
61,69,0,6819,6818,253,8,1235.083386998771,1
62,77,0,6878,6883,21,107,0.0,0
63,50,28,6832,6782,71,99,3439.804410764349,3
64,80,0,6803,6782,22,19,0.0,0
65,63,0,6879,6872,199,154,0.0,0
66,74,0,6836,6850,151,341,0.0,0
67,57,0,6780,6886,181,230,826.3674967794218,1
68,31,47,6876,6878,53,316,3674.156484436227,2
69,80,0,6871,6817,168,200,0.0,0
70,34,30,6804,6807,194,335,1802.8898661265584,2
71,61,0,6874,6828,76,316,7493.602077983325,6
72,38,40,6779,6821,97,235,1431.9552099517277,1
73,58,0,6843,6806,128,142,0.0,0
74,29,51,6865,6809,30,305,8109.417854006904,4
75,68,0,6787,6811,346,259,2939.0395811789904,3
76,30,50,6801,6848,154,120,0.0,0
77,49,28,6808,6789,130,302,0.0,0
78,47,31,6807,6819,200,48,3125.8168204539197,2
79,30,35,6821,6799,168,333,2453.255380682149,3
80,54,0,6780,6859,290,327,0.0,0
81,58,0,6876,6803,351,133,1594.5761770296322,1
82,54,0,6813,6852,103,50,2347.3143987871226,2
83,61,0,6859,6833,344,235,0.0,0
84,42,30,6795,6779,237,230,8102.519465384883,6
85,39,41,6789,6831,294,179,0.0,0
86,50,28,6878,6780,88,226,3058.2981212416307,3
87,46,32,6882,6842,198,59,2306.6555066478613,2
88,34,41,6797,6830,125,13,0.0,0
89,77,0,6823,6792,96,123,1797.4088197064298,1
90,57,0,6804,6837,76,38,17115.665693995954,11
91,38,34,6816,6779,240,141,0.0,0
92,47,29,6803,6812,331,0,8557.552466729248,4
93,73,0,6817,6837,157,339,0.0,0
94,61,0,6792,6811,74,136,11652.885860849654,9
95,74,0,6834,6818,178,97,0.0,0
96,30,41,6781,6877,341,155,0.0,0
97,79,0,6825,6886,335,95,5359.545853392595,3
98,55,0,6845,6795,344,356,0.0,0
99,57,0,6797,6836,45,57,4908.38548502654,1
