,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6817,137,218,47584.15055362517,21
1,80,0,6778,6834,137,242,47584.15055362517,21
2,68,0,6778,6804,137,242,43537.58989647611,21
3,65,11,6798,6805,94,211,3670.8539901084105,3
4,58,2,6789,6868,97,178,4315.269642082833,3
5,55,15,6778,6835,108,195,744.1943276869642,1
6,71,0,6787,6872,135,173,14573.678525628031,15
7,66,7,6778,6814,39,218,3244.610731010693,1
8,78,0,6782,6817,76,216,33874.95121714689,14
9,68,0,6787,6872,137,161,34247.580796838214,20
10,55,9,6778,6799,50,269,5560.5905079556405,4
11,63,3,6782,6807,107,222,1123.4649527085635,1
12,49,6,6778,6818,146,201,0.0,0
13,68,0,6778,6834,76,218,34123.63670906387,15
14,34,40,6778,6853,135,243,4207.700975055328,5
15,60,8,6778,6825,125,228,0.0,0
16,68,0,6778,6834,76,161,34123.63670906387,15
17,73,0,6778,6817,137,264,43399.8330572104,18
18,30,42,6796,6803,92,174,2857.837312394374,1
19,65,0,6794,6793,47,251,9720.038339413142,2
20,73,0,6778,6817,137,161,43399.8330572104,18
21,61,0,6778,6846,145,123,0.0,0
22,64,0,6778,6827,140,219,1037.720574663037,1
23,44,33,6795,6808,137,231,20263.529963307945,14
24,78,3,6778,6826,111,271,720.0403959249343,1
25,75,2,6778,6802,64,166,3410.793909781136,4
26,68,0,6778,6804,76,161,34123.63670906387,15
27,59,0,6789,6817,102,197,4219.723269984177,2
28,68,0,6778,6834,137,218,43537.58989647611,21
29,68,0,6778,6804,76,264,34123.63670906387,15
30,74,0,6790,6792,107,208,1283.4299133769891,1
31,80,0,6787,6872,135,173,18713.47088829553,13
32,68,0,6778,6817,76,264,34123.63670906387,15
33,72,6,6778,6816,108,184,1190.4916277370176,1
34,64,0,6778,6803,73,192,9971.32135186497,10
35,69,12,6795,6826,68,212,14434.598072294042,11
36,73,0,6782,6817,55,264,15238.19172783946,3
37,80,0,6778,6834,135,264,18521.60985335025,16
38,72,4,6792,6828,65,226,3221.2821206998397,4
39,71,2,6778,6799,110,299,894.0777836559228,1
40,72,1,6778,6835,71,209,11249.482503949595,8
41,73,0,6778,6821,137,264,43399.8330572104,18
42,68,0,6778,6817,137,161,43537.58989647611,21
43,55,1,6778,6820,100,274,6816.5163053710385,2
44,68,0,6778,6804,76,242,34123.63670906387,15
45,56,0,6786,6840,129,236,0.0,0
46,73,0,6778,6804,137,264,43399.8330572104,18
47,68,0,6778,6804,135,173,13032.986525896049,11
48,60,19,6778,6784,112,173,0.0,0
49,28,51,6778,6823,22,216,0.0,0
50,30,32,6778,6845,134,178,0.0,0
51,55,3,6795,6888,123,146,0.0,0
52,77,0,6796,6820,100,222,10260.779121838292,2
53,71,0,6778,6817,137,173,41074.575688136596,19
54,61,1,6790,6818,86,174,10783.412913091594,7
55,62,7,6778,6843,107,188,1906.7402019877923,2
56,67,10,6798,6789,137,242,27121.634148664383,20
57,53,0,6778,6790,113,135,0.0,0
58,78,0,6785,6804,137,242,38178.684492136585,16
59,71,7,6780,6806,20,192,746.0350672888635,1
60,68,0,6778,6804,137,218,43537.58989647611,21
61,81,0,6778,6839,161,141,780.8279264329503,1
62,58,5,6778,6796,147,187,723.763840161746,1
63,80,0,6857,6867,238,141,0.0,0
64,66,0,6862,6859,59,167,3767.419002551929,2
65,59,0,6798,6816,304,64,6450.898143699131,4
66,31,37,6802,6886,48,229,8372.641532734655,3
67,34,43,6779,6822,41,135,970.2822682638507,1
68,28,33,6878,6860,261,250,1334.6603656549232,1
69,29,45,6825,6830,284,251,759.2561898850222,1
70,29,46,6821,6876,309,73,889.5566851133626,1
71,46,34,6802,6866,23,180,0.0,0
72,28,29,6828,6819,232,202,7646.592975927744,5
73,56,0,6851,6783,280,184,0.0,0
74,58,0,6813,6838,146,82,0.0,0
75,34,35,6788,6884,116,41,954.6856793896459,1
76,29,49,6875,6833,163,311,5732.452843578822,3
77,69,0,6850,6876,286,228,0.0,0
78,37,37,6794,6808,37,95,769.5610526817582,1
79,57,0,6834,6788,314,106,7347.225520459355,3
80,64,0,6823,6845,171,319,0.0,0
81,33,41,6815,6885,354,140,2938.2984316681586,1
82,69,0,6809,6784,149,178,928.0770088904219,1
83,57,0,6874,6812,174,169,0.0,0
84,40,34,6815,6853,348,231,2572.976610317684,3
85,42,37,6780,6855,46,254,5648.091755316516,1
86,72,0,6786,6824,37,152,1196.8339239882098,1
87,73,0,6807,6868,77,227,27441.048422032007,13
88,33,47,6879,6799,227,144,0.0,0
89,33,31,6791,6814,4,332,3941.8832204807486,3
90,56,0,6830,6880,12,132,0.0,0
91,66,0,6840,6833,57,63,6015.488512576581,4
92,66,0,6853,6883,17,24,0.0,0
93,38,33,6858,6802,256,83,1338.6284940846817,1
94,33,39,6831,6858,0,57,6636.883539816692,5
95,37,31,6868,6872,231,297,0.0,0
96,67,0,6838,6814,19,344,0.0,0
97,80,0,6836,6802,169,123,0.0,0
98,52,28,6831,6876,272,212,0.0,0
99,28,41,6799,6867,254,268,3214.4264133793886,2
