,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6804,137,218,47584.15055362517,21
1,80,0,6778,6834,137,218,47584.15055362517,21
2,73,0,6778,6804,137,242,43399.8330572104,18
3,68,0,6785,6834,137,218,35393.69427100921,21
4,80,0,6778,6817,76,229,40766.08563037353,15
5,73,0,6778,6811,137,218,43399.8330572104,18
6,80,0,6778,6804,76,161,40766.08563037353,15
7,30,36,6805,6820,53,203,7576.355985341795,4
8,73,0,6778,6821,137,264,43399.8330572104,18
9,53,0,6796,6817,99,246,4831.732417393443,2
10,68,0,6785,6804,76,218,35882.26644204518,16
11,73,0,6778,6811,76,264,37406.014866774574,14
12,73,0,6785,6811,76,161,36340.54934257789,15
13,74,5,6794,6816,140,263,877.6797069492436,1
14,64,0,6795,6817,98,211,4502.6389976394385,2
15,49,31,6785,6813,81,171,11882.198039920673,10
16,64,0,6795,6824,105,228,2151.433183556256,2
17,80,0,6785,6804,137,218,31015.68542015562,11
18,52,28,6797,6795,94,248,3480.4671433472267,3
19,32,31,6794,6799,44,214,1757.7859897947628,1
20,73,0,6785,6817,76,264,36340.54934257789,15
21,80,0,6778,6817,137,218,47584.15055362517,21
22,68,0,6785,6817,76,264,35882.26644204518,16
23,73,0,6785,6811,76,264,36340.54934257789,15
24,63,10,6778,6807,101,259,7770.949872598181,3
25,80,0,6785,6817,76,218,38743.88704658797,14
26,60,6,6790,6833,76,209,26179.557176629816,12
27,80,0,6801,6834,76,218,33115.47181904624,13
28,80,0,6790,6834,137,218,37040.71481406332,18
29,66,10,6785,6818,93,224,7198.032699897868,4
30,53,0,6778,6818,44,212,3304.4889835797667,1
31,73,0,6785,6811,76,218,36340.54934257789,15
32,80,0,6778,6834,76,218,40766.08563037353,15
33,68,0,6785,6811,137,264,35393.69427100921,21
34,42,32,6783,6811,80,190,13899.717517156576,11
35,80,0,6785,6804,76,264,38743.88704658797,14
36,80,0,6785,6834,137,218,31015.68542015562,11
37,68,0,6778,6811,137,218,43537.58989647611,21
38,59,19,6778,6799,147,246,0.0,0
39,53,0,6793,6828,159,270,0.0,0
40,68,0,6785,6811,76,229,35882.26644204518,16
41,70,0,6794,6840,173,238,0.0,0
42,70,0,6793,6827,164,251,854.9071877250117,1
43,56,11,6781,6819,174,263,0.0,0
44,80,0,6785,6817,137,264,31015.68542015562,11
45,68,0,6785,6804,137,229,35393.69427100921,21
46,38,35,6779,6822,93,270,4631.861158779346,4
47,31,38,6778,6810,105,241,821.7264889202906,1
48,80,0,6785,6834,137,242,31015.68542015562,11
49,71,6,6803,6838,131,302,0.0,0
50,80,0,6778,6804,76,264,40766.08563037353,15
51,41,31,6786,6814,64,269,7476.351822877661,5
52,73,0,6785,6811,137,161,39468.96543303377,20
53,73,0,6785,6811,137,242,39468.96543303377,20
54,77,0,6796,6827,86,292,10222.245255928514,5
55,80,0,6790,6834,76,229,39001.03662738881,16
56,60,2,6778,6822,146,239,0.0,0
57,55,5,6778,6825,59,206,6694.584694576527,3
58,32,36,6779,6819,74,213,4814.552402768539,4
59,68,0,6785,6811,76,264,35882.26644204518,16
60,61,0,6823,6830,6,135,926.2938119386376,1
61,70,0,6806,6846,67,196,17004.67088599219,9
62,52,28,6779,6853,230,63,9936.2384139823,5
63,54,0,6855,6822,46,355,4824.377366781675,1
64,77,0,6862,6869,113,47,0.0,0
65,38,38,6859,6795,58,121,2127.715772418548,1
66,34,45,6785,6813,54,128,9219.200553011797,4
67,73,0,6850,6781,215,147,0.0,0
68,45,31,6858,6794,317,335,5971.462905458822,4
69,42,35,6873,6861,48,332,3648.0415843670503,2
70,45,35,6879,6859,284,193,0.0,0
71,63,0,6876,6879,221,287,0.0,0
72,58,0,6869,6840,206,304,0.0,0
73,42,31,6790,6838,98,309,4105.443202746277,3
74,36,41,6844,6854,122,83,0.0,0
75,48,32,6822,6825,188,267,6474.98006251267,2
76,36,41,6797,6853,138,208,727.4201318668129,1
77,70,0,6827,6794,149,217,1002.949947856453,1
78,35,28,6840,6796,160,285,0.0,0
79,75,0,6857,6835,232,52,14402.152825480312,5
80,32,42,6811,6831,257,130,5258.635005988739,1
81,44,35,6878,6840,72,226,931.4832565057259,1
82,42,38,6869,6808,8,277,0.0,0
83,52,28,6805,6807,195,277,0.0,0
84,41,28,6820,6804,311,196,5369.558517890504,3
85,69,0,6883,6881,203,296,7200.631294426482,1
86,63,0,6846,6867,203,45,7957.311572027764,1
87,32,42,6816,6828,334,249,2538.241253658118,3
88,62,0,6849,6825,142,283,0.0,0
89,72,0,6823,6828,51,318,3538.095846609477,2
90,59,0,6791,6791,269,356,20913.079082446948,7
91,65,0,6812,6862,124,91,0.0,0
92,74,0,6877,6808,269,27,11510.9414384865,4
93,29,43,6858,6829,7,107,1847.601804750857,1
94,58,0,6842,6865,291,347,0.0,0
95,31,32,6843,6828,57,325,4882.554494572858,5
96,44,34,6813,6829,333,179,3006.702013552196,2
97,77,0,6845,6806,251,112,972.4010693960663,1
98,38,28,6793,6831,182,353,2104.049703208493,2
99,67,0,6803,6829,236,166,0.0,0
