,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6811,137,218,47584.15055362517,21
1,68,0,6778,6811,137,218,43537.58989647611,21
2,68,0,6778,6811,137,229,43537.58989647611,21
3,73,0,6778,6821,137,264,43399.8330572104,18
4,63,8,6788,6840,100,200,7779.98234388411,2
5,80,0,6778,6811,76,218,40766.08563037353,15
6,73,0,6778,6834,76,218,37406.014866774574,14
7,73,0,6778,6834,137,229,43399.8330572104,18
8,58,11,6778,6838,133,286,755.4635146465553,1
9,61,9,6778,6803,106,247,3133.9380058920224,3
10,80,0,6785,6817,76,161,38743.88704658797,14
11,67,7,6780,6811,146,296,0.0,0
12,65,14,6795,6827,160,250,0.0,0
13,73,0,6778,6817,76,264,37406.014866774574,14
14,69,5,6778,6847,47,301,10612.178790965632,3
15,60,19,6786,6817,167,156,0.0,0
16,66,0,6778,6797,99,205,7528.062149710138,2
17,77,2,6778,6820,96,192,5172.431841689505,3
18,80,0,6785,6811,76,264,38743.88704658797,14
19,63,5,6778,6829,148,245,0.0,0
20,73,0,6778,6811,137,218,43399.8330572104,18
21,80,0,6778,6804,76,218,40766.08563037353,15
22,80,0,6785,6817,76,242,38743.88704658797,14
23,68,0,6778,6811,76,161,34123.63670906387,15
24,57,0,6778,6822,40,190,1673.4408335485314,1
25,72,0,6789,6788,52,144,7629.551639055293,4
26,67,11,6778,6840,123,285,0.0,0
27,80,0,6778,6834,76,229,40766.08563037353,15
28,80,0,6778,6817,76,218,40766.08563037353,15
29,51,28,6798,6805,166,245,0.0,0
30,49,10,6778,6813,169,264,0.0,0
31,42,29,6803,6815,139,231,4363.673499985576,3
32,42,35,6778,6808,60,194,3801.2301011063964,3
33,68,0,6783,6830,132,203,0.0,0
34,80,0,6778,6811,76,264,40766.08563037353,15
35,76,0,6778,6827,131,239,0.0,0
36,73,0,6785,6821,137,161,39468.96543303377,20
37,40,36,6778,6820,158,214,0.0,0
38,50,5,6797,6827,151,221,0.0,0
39,71,0,6778,6840,88,258,8806.548771149897,4
40,80,0,6785,6817,76,218,38743.88704658797,14
41,70,0,6801,6817,70,160,6793.304542864717,4
42,79,0,6785,6806,165,152,3356.7840166826736,2
43,48,31,6783,6828,141,275,0.0,0
44,68,0,6778,6821,137,161,43537.58989647611,21
45,80,0,6778,6804,76,161,40766.08563037353,15
46,73,0,6778,6821,76,229,37406.014866774574,14
47,34,39,6787,6814,148,188,2334.2625478541977,1
48,52,28,6784,6831,86,207,8326.017661762768,6
49,63,17,6791,6803,153,291,0.0,0
50,68,0,6778,6848,38,247,1452.6184693991763,1
51,76,0,6778,6847,91,229,13409.458740799066,6
52,64,0,6783,6834,101,251,7405.583130976262,2
53,80,0,6778,6822,103,267,5156.627192424376,2
54,48,8,6778,6824,165,243,4591.002113091318,2
55,54,0,6789,6828,144,275,1973.0578348981435,2
56,68,0,6785,6811,137,229,35393.69427100921,21
57,80,0,6785,6804,76,161,38743.88704658797,14
58,58,15,6785,6814,137,165,31480.08700023391,21
59,66,0,6778,6831,48,194,8361.858192556863,3
60,77,0,6778,6810,131,280,0.0,0
61,41,29,6781,6853,115,292,0.0,0
62,41,37,6783,6875,19,74,0.0,0
63,76,0,6832,6809,210,265,0.0,0
64,33,31,6825,6849,237,204,1319.3131762995872,1
65,62,0,6870,6834,120,188,0.0,0
66,48,28,6821,6787,206,45,3296.342814862619,1
67,44,35,6788,6852,210,194,0.0,0
68,69,0,6861,6819,304,104,2506.2669836148516,2
69,75,0,6813,6799,87,136,9754.625292956673,4
70,52,28,6832,6862,288,329,2815.8048407442984,2
71,38,35,6852,6848,346,297,901.481410720753,1
72,76,0,6857,6844,92,40,2317.631221013062,1
73,41,29,6834,6833,340,178,0.0,0
74,57,0,6869,6781,193,299,0.0,0
75,28,46,6874,6879,34,301,0.0,0
76,51,29,6781,6847,288,280,0.0,0
77,44,33,6835,6784,178,334,4249.99134697101,3
78,33,47,6790,6813,88,289,3998.002229756431,3
79,71,0,6784,6837,92,142,7571.322147692537,5
80,45,32,6797,6871,296,273,0.0,0
81,38,31,6880,6862,147,214,0.0,0
82,47,29,6876,6832,108,111,0.0,0
83,68,0,6876,6875,23,185,0.0,0
84,79,0,6802,6805,278,64,0.0,0
85,40,29,6803,6807,157,339,0.0,0
86,28,46,6856,6872,55,18,4142.167030628905,3
87,48,29,6791,6812,232,26,18190.843193720444,5
88,29,36,6809,6864,102,103,4839.772142516247,2
89,32,33,6785,6856,105,312,3897.3124630013663,3
90,31,38,6825,6852,70,40,0.0,0
91,77,0,6789,6787,264,261,4864.876814899493,4
92,58,0,6790,6797,253,311,1047.1336484195344,1
93,78,0,6843,6882,79,126,8325.959999577874,7
94,61,0,6868,6878,326,304,2762.0493361582685,2
95,62,0,6841,6882,154,182,0.0,0
96,28,53,6819,6856,208,193,0.0,0
97,48,31,6779,6883,280,36,0.0,0
98,67,0,6850,6817,237,91,0.0,0
99,39,37,6882,6782,18,119,0.0,0
