,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6834,137,264,47584.15055362517,21
1,80,0,6778,6817,137,242,47584.15055362517,21
2,68,0,6778,6834,76,218,34123.63670906387,15
3,63,0,6778,6834,163,154,1024.472726700311,1
4,67,2,6796,6809,82,131,5681.46835328043,5
5,63,10,6782,6813,120,220,0.0,0
6,65,13,6781,6805,152,239,0.0,0
7,73,1,6781,6819,111,133,767.7735048792747,1
8,55,7,6780,6795,111,287,0.0,0
9,80,0,6778,6821,137,161,47584.15055362517,21
10,73,0,6778,6817,137,264,43399.8330572104,18
11,63,12,6778,6812,166,244,1146.5235277394004,1
12,71,0,6791,6794,148,266,0.0,0
13,68,0,6778,6817,137,161,43537.58989647611,21
14,73,0,6778,6830,161,200,0.0,0
15,57,13,6780,6833,112,196,0.0,0
16,61,0,6778,6830,163,239,1223.9401681374165,1
17,43,31,6778,6833,110,195,0.0,0
18,65,0,6788,6850,100,251,7686.084425542965,2
19,57,18,6784,6802,173,178,0.0,0
20,55,0,6790,6789,75,124,11604.634155338772,5
21,73,0,6778,6817,76,161,37406.014866774574,14
22,80,0,6778,6834,137,242,47584.15055362517,21
23,68,0,6778,6821,76,161,34123.63670906387,15
24,59,0,6778,6791,93,234,5409.674129447791,3
25,54,0,6787,6800,96,191,4609.604519545509,2
26,73,0,6778,6817,76,229,37406.014866774574,14
27,80,0,6778,6817,137,218,47584.15055362517,21
28,68,0,6778,6804,76,264,34123.63670906387,15
29,57,5,6781,6807,172,279,0.0,0
30,61,9,6778,6805,107,140,1966.3680086639997,2
31,71,4,6778,6810,166,142,3337.702816355283,3
32,60,0,6789,6837,40,203,1570.4465761358642,1
33,45,35,6780,6800,59,142,5930.6252852770895,3
34,80,0,6778,6821,76,218,40766.08563037353,15
35,78,0,6782,6812,55,216,18331.771644760385,4
36,28,30,6796,6808,107,214,0.0,0
37,80,0,6778,6834,137,161,47584.15055362517,21
38,56,0,6778,6802,170,145,0.0,0
39,80,0,6785,6804,137,242,31015.68542015562,11
40,80,0,6778,6821,76,242,40766.08563037353,15
41,63,1,6793,6810,39,232,1501.7831959109863,1
42,42,34,6797,6825,108,188,2134.9658335825243,1
43,68,0,6778,6804,76,161,34123.63670906387,15
44,55,6,6785,6809,156,193,0.0,0
45,68,0,6787,6795,64,133,884.8011041273658,1
46,68,0,6778,6804,137,218,43537.58989647611,21
47,50,29,6799,6795,322,40,5973.26312230276,3
48,71,0,6787,6872,135,173,14573.678525628031,15
49,77,0,6804,6862,49,190,6433.643881443953,3
50,54,0,6843,6825,111,252,0.0,0
51,52,28,6804,6799,329,225,11166.98306470843,3
52,42,36,6779,6800,341,194,741.4871666651488,1
53,78,0,6850,6876,208,340,0.0,0
54,79,0,6854,6851,25,26,0.0,0
55,38,32,6795,6886,6,340,2753.5931300547936,2
56,31,35,6837,6874,121,186,0.0,0
57,50,30,6857,6830,59,348,2974.719600567896,2
58,64,0,6870,6882,120,99,0.0,0
59,59,0,6862,6807,53,65,2175.225320424117,2
60,79,0,6806,6830,157,139,0.0,0
61,32,34,6856,6804,192,91,1775.6324054432516,2
62,74,0,6838,6887,6,125,2249.599359370839,2
63,63,0,6846,6831,32,221,0.0,0
64,59,0,6882,6883,311,79,4096.59689570257,2
65,50,28,6882,6797,186,59,3153.293119599618,2
66,80,0,6792,6790,27,262,0.0,0
67,35,35,6817,6785,334,275,2947.0273665357763,3
68,79,0,6874,6884,74,21,3813.7439389695373,4
69,40,41,6798,6785,344,22,843.0078272912356,1
70,61,0,6858,6790,156,0,0.0,0
71,60,0,6797,6841,184,156,1233.4845196015376,1
72,74,0,6795,6827,56,45,13462.74551584525,4
73,56,0,6802,6867,330,114,6400.1907182279265,2
74,29,48,6840,6851,75,270,4258.2790544502805,4
75,46,29,6782,6859,202,222,2949.148966967464,1
76,78,0,6786,6801,247,322,809.4020396181095,1
77,37,37,6824,6845,320,199,2058.0588107269086,2
78,28,42,6804,6852,333,15,1740.8358639474773,2
79,40,39,6825,6867,329,233,8309.428254940603,4
80,64,0,6806,6872,340,99,906.8113005934247,1
81,57,0,6844,6859,16,305,0.0,0
82,72,0,6849,6804,345,320,867.9175807063893,1
83,32,45,6819,6813,193,56,7097.032239371975,3
84,56,0,6839,6795,157,23,0.0,0
85,79,0,6872,6835,54,22,7163.68391598835,4
86,80,0,6814,6873,245,37,749.8449052324268,1
87,47,29,6855,6784,31,272,0.0,0
88,59,0,6837,6823,204,145,2599.6807831960296,1
89,33,40,6864,6872,19,76,4086.13799571254,4
90,73,0,6836,6862,306,303,7770.2792959288545,3
91,78,0,6876,6807,41,315,1399.8387417870654,1
92,69,0,6816,6853,102,56,3265.9549450623126,2
93,52,28,6779,6861,328,58,11012.767705133194,4
94,70,0,6787,6858,251,40,1168.2562472943182,1
95,71,0,6844,6786,32,328,0.0,0
96,36,38,6838,6852,11,121,0.0,0
97,55,0,6878,6868,174,288,0.0,0
98,43,37,6799,6878,163,197,2158.6923854310226,2
99,36,31,6822,6850,300,227,0.0,0
