,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,73,0,6790,6834,137,242,35758.16604634121,21
1,73,0,6800,6861,77,277,29800.936592396585,13
2,73,0,6801,6817,76,264,28265.646916183057,12
3,65,3,6793,6832,44,252,4720.805895632247,2
4,66,0,6805,6817,137,161,23344.64643625368,17
5,54,11,6796,6794,121,333,0.0,0
6,55,8,6792,6783,53,235,5443.568627158804,3
7,74,5,6802,6807,41,281,3295.1585775993353,2
8,68,0,6805,6778,79,229,16018.130413059967,12
9,66,0,6800,6811,76,218,25691.66085879479,12
10,53,0,6797,6803,52,217,5203.542495216434,4
11,68,0,6785,6821,137,229,35393.69427100921,21
12,53,0,6790,6834,76,242,27681.55541904024,12
13,66,0,6801,6783,76,277,25625.066555295023,13
14,57,0,6801,6834,77,277,23271.84694110696,12
15,28,4,6778,6825,65,237,0.0,0
16,68,0,6805,6804,77,282,21515.190250338874,12
17,54,10,6800,6829,155,246,0.0,0
18,62,0,6781,6847,102,264,5693.6993037650045,3
19,53,0,6790,6834,137,161,23238.449117472846,19
20,40,34,6800,6810,91,226,2239.647128347664,2
21,44,32,6784,6828,40,270,1541.78665528891,1
22,73,0,6805,6834,137,242,27708.98884823978,20
23,80,0,6778,6804,76,218,40766.08563037353,15
24,40,34,6789,6789,76,305,23438.495506359086,15
25,50,0,6830,6789,77,264,12419.096582912036,9
26,66,0,6800,6804,76,218,25691.66085879479,12
27,64,5,6813,6821,72,275,3768.8166293277036,4
28,76,3,6784,6816,132,202,941.4391176452045,1
29,73,0,6805,6834,76,161,26908.974319271838,12
30,55,10,6798,6853,141,218,0.0,0
31,63,0,6801,6789,232,305,20487.433291784437,5
32,41,13,6829,6792,68,321,1809.857850788068,2
33,65,0,6811,6814,170,174,0.0,0
34,51,4,6786,6819,247,280,0.0,0
35,28,12,6778,6809,105,196,0.0,0
36,50,0,6801,6789,76,264,19316.86429778995,11
37,56,0,6809,6815,106,194,771.3938761677673,1
38,66,0,6829,6783,230,242,14814.53096984542,4
39,73,0,6800,6811,76,161,32581.207449665977,12
40,66,0,6800,6783,230,218,13902.747871212117,7
41,66,0,6805,6789,230,277,12144.696582567267,7
42,73,0,6790,6834,137,161,35758.16604634121,21
43,50,0,6790,6789,77,282,20454.185941407082,12
44,36,19,6788,6791,92,193,1749.4762615473073,1
45,80,0,6801,6817,76,218,33115.47181904624,13
46,73,0,6785,6821,79,161,18130.129397851433,15
47,29,33,6778,6778,112,254,800.4149283787065,1
48,33,36,6778,6778,63,210,0.0,0
49,30,0,6778,6811,76,218,14792.787159704432,11
50,64,1,6811,6821,109,184,0.0,0
51,56,2,6813,6799,100,317,5751.110871564253,2
52,47,18,6832,6778,224,279,3472.6689398565663,1
53,59,5,6791,6813,148,149,0.0,0
54,64,13,6795,6791,110,216,761.8044323293684,1
55,73,4,6829,6778,77,277,25948.117900330275,6
56,47,28,6790,6822,143,245,0.0,0
57,68,0,6829,6783,230,277,11513.455679112267,6
58,46,11,6805,6800,115,233,4098.976744528946,3
59,74,0,6789,6789,81,195,18127.30776132767,12
60,53,4,6778,6821,45,301,4756.021196761144,1
61,66,0,6805,6834,137,161,23344.64643625368,17
62,66,0,6801,6817,76,277,25625.066555295023,13
63,49,30,6810,6881,111,48,2821.9250877654886,2
64,29,41,6870,6849,14,90,1837.2237243873042,1
65,28,41,6798,6819,183,338,0.0,0
66,34,37,6818,6855,350,15,1259.4725796115026,1
67,39,40,6864,6801,162,340,0.0,0
68,46,29,6799,6795,21,155,0.0,0
69,79,0,6869,6838,227,268,832.1718297235257,1
70,51,28,6803,6867,243,175,0.0,0
71,63,0,6798,6802,97,269,3308.624451863762,2
72,31,38,6804,6809,134,5,2098.080741392586,2
73,56,0,6834,6818,184,334,837.8279805498901,1
74,31,38,6885,6814,164,139,0.0,0
75,40,40,6883,6784,182,284,0.0,0
76,49,28,6802,6867,97,334,2775.554851921712,2
77,31,41,6847,6829,215,344,0.0,0
78,54,0,6870,6792,37,71,0.0,0
79,39,32,6787,6778,114,231,4722.447431030592,2
80,28,42,6887,6850,168,66,0.0,0
81,50,28,6856,6853,154,31,0.0,0
82,28,43,6785,6862,109,205,1304.8501880136464,1
83,38,28,6873,6798,158,291,0.0,0
84,45,35,6804,6857,149,240,867.1070825763454,1
85,59,0,6806,6887,54,324,11854.548795486608,6
86,32,30,6843,6793,88,80,7411.339453891094,7
87,63,0,6842,6817,143,126,0.0,0
88,63,0,6855,6850,25,178,0.0,0
89,30,44,6826,6824,259,12,2954.8976270177245,1
90,29,38,6842,6790,254,330,3965.351962905666,2
91,76,0,6808,6824,296,239,785.4708181763706,1
92,80,0,6843,6815,355,118,9014.023363395996,2
93,40,29,6830,6789,300,83,890.6825425876305,1
94,73,0,6870,6846,307,68,5966.416152281114,3
95,28,44,6881,6834,122,199,970.0172325815334,1
96,52,28,6859,6858,275,78,0.0,0
97,29,51,6835,6821,87,322,9846.384278352629,7
98,44,28,6835,6885,57,197,4768.851283105393,4
99,58,0,6825,6860,352,5,3573.763955774158,2
