,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,48,31,6799,6875,358,120,3304.221621161819,2
1,50,30,6830,6804,77,282,12419.096582912036,9
2,47,28,6854,6871,282,141,0.0,0
3,76,0,6811,6882,118,231,0.0,0
4,64,0,6847,6789,306,15,7007.249232483704,3
5,59,0,6852,6795,351,172,2875.218585499162,2
6,47,32,6781,6808,62,187,5847.911885435173,3
7,30,44,6778,6861,116,55,8349.05179101864,2
8,73,0,6829,6834,87,277,8184.434841083832,3
9,34,44,6853,6826,187,55,11908.088432930199,4
10,59,0,6813,6844,319,73,4441.7507273256415,4
11,42,28,6779,6808,225,11,3862.468622329523,1
12,43,32,6839,6812,156,0,3821.610505893884,2
13,43,36,6861,6789,208,1,3788.297293812305,1
14,70,0,6805,6779,219,199,0.0,0
15,45,28,6884,6841,208,315,4905.495949234506,3
16,30,44,6863,6804,271,192,0.0,0
17,61,0,6781,6858,132,82,0.0,0
18,40,31,6885,6853,349,13,1056.6955119805652,1
19,36,36,6779,6862,141,22,889.0405180822272,1
20,41,39,6819,6806,183,107,0.0,0
21,52,28,6786,6849,27,285,0.0,0
22,40,28,6853,6816,67,346,847.1445470805993,1
23,39,37,6800,6879,306,105,6588.361471641111,4
24,29,32,6867,6813,152,55,5258.341180127525,2
25,34,43,6822,6778,183,302,889.5731053256657,1
26,39,34,6789,6859,230,271,7232.378851143884,5
27,57,0,6838,6815,18,339,0.0,0
28,73,0,6822,6872,324,114,4388.328280941983,2
29,62,0,6841,6851,51,265,3407.3321529282193,3
30,60,0,6802,6878,245,188,0.0,0
31,57,0,6858,6883,232,305,10546.332484283621,4
32,74,0,6804,6803,274,228,0.0,0
33,74,0,6805,6816,275,125,0.0,0
34,41,28,6800,6885,56,218,5610.821033047745,3
35,39,37,6885,6829,243,56,2992.5368896024856,2
36,79,0,6827,6832,21,158,2183.593385764003,2
37,72,0,6801,6817,307,264,14949.606697976758,7
38,38,33,6816,6876,287,335,0.0,0
39,44,34,6802,6793,299,85,2289.1084799182063,3
40,70,0,6814,6799,277,158,0.0,0
41,39,33,6781,6870,177,330,1686.116853411815,1
42,76,0,6822,6886,238,251,0.0,0
43,30,47,6800,6854,286,255,1158.8088220472036,1
44,36,41,6880,6849,28,260,2327.94951693445,1
45,40,38,6781,6865,277,333,766.2586268230216,1
46,36,36,6871,6832,243,128,0.0,0
47,46,34,6855,6797,146,44,1927.5243638957313,1
48,66,0,6860,6870,299,137,0.0,0
49,30,47,6780,6848,252,199,0.0,0
50,66,0,6868,6887,294,152,0.0,0
51,49,28,6845,6800,230,249,3394.363242851051,2
52,40,33,6778,6791,354,272,4716.134750054818,2
53,57,0,6807,6831,97,226,2668.031767466001,2
54,38,39,6887,6870,76,68,3423.19668304587,4
55,76,0,6823,6885,278,134,0.0,0
56,66,0,6852,6846,93,105,3783.1197334432272,2
57,42,28,6780,6867,160,15,0.0,0
58,68,0,6805,6821,137,161,26191.606287911767,20
59,44,34,6813,6828,312,333,9063.541934022807,5
60,72,0,6816,6810,309,219,6746.366476264846,4
61,56,0,6806,6784,124,261,0.0,0
62,36,32,6823,6824,65,4,1003.7008914190719,1
63,66,0,6851,6783,268,10,10918.446769634724,6
64,54,0,6794,6857,179,298,0.0,0
65,37,30,6783,6872,28,173,0.0,0
66,79,0,6849,6879,254,50,1199.9862769651409,1
67,42,32,6804,6800,216,169,0.0,0
68,32,35,6802,6885,91,125,2616.519603636996,2
69,56,0,6885,6815,189,37,0.0,0
70,51,29,6817,6839,37,226,900.178509780726,1
71,51,29,6848,6850,51,319,2291.3632975585147,2
72,34,45,6841,6886,267,91,2805.773854228267,1
73,32,45,6795,6804,128,266,1207.0403939997796,1
74,75,0,6822,6865,20,194,0.0,0
75,35,40,6878,6795,239,145,0.0,0
76,30,35,6823,6878,223,180,0.0,0
77,47,32,6861,6840,169,174,0.0,0
78,41,31,6858,6850,353,71,2470.199394201616,1
79,36,41,6871,6792,121,6,1332.811403229668,1
80,46,33,6780,6816,263,215,1250.5885826362173,1
81,76,0,6783,6792,70,206,13931.58723943453,9
82,67,0,6862,6796,282,97,0.0,0
83,32,45,6793,6863,27,152,0.0,0
84,65,0,6838,6834,82,231,879.6464748192811,1
85,71,0,6829,6806,90,175,4687.687349645023,3
86,42,32,6822,6822,104,238,839.0540380054899,1
87,79,0,6843,6859,69,105,1076.5279225608142,1
88,72,0,6779,6802,26,330,0.0,0
89,66,0,6869,6811,76,207,8350.828647081107,6
90,31,34,6796,6855,200,109,0.0,0
91,41,28,6866,6791,273,265,0.0,0
92,63,0,6821,6865,221,348,1137.606452951355,1
93,66,0,6787,6782,4,342,4383.320778626044,2
94,49,30,6797,6787,298,83,0.0,0
95,52,28,6785,6845,116,301,1954.1882223610555,2
96,44,29,6868,6851,281,289,0.0,0
97,40,40,6847,6865,198,14,1532.450165291173,2
98,72,0,6881,6849,70,211,0.0,0
99,28,50,6826,6796,70,300,2742.3892178126516,2
