,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6821,137,242,47584.15055362517,21
1,80,0,6778,6817,137,264,47584.15055362517,21
2,80,0,6778,6817,76,161,40766.08563037353,15
3,39,37,6778,6814,76,236,17819.518257818367,11
4,66,1,6778,6796,88,295,9305.685483712114,5
5,69,8,6778,6790,89,243,9799.253077833533,5
6,80,0,6778,6821,76,218,40766.08563037353,15
7,62,17,6795,6825,78,213,16103.660228393852,14
8,68,0,6778,6834,137,264,43537.58989647611,21
9,37,42,6778,6822,82,201,5623.5150548042975,5
10,64,15,6778,6828,95,260,3894.8540955345115,3
11,64,0,6781,6821,96,280,4652.534447819739,3
12,52,28,6783,6813,108,192,803.4217902013565,1
13,80,0,6778,6804,76,161,40766.08563037353,15
14,68,0,6778,6821,137,161,43537.58989647611,21
15,62,13,6794,6820,36,243,977.6676332374022,1
16,62,0,6781,6801,81,235,13471.662703107446,9
17,73,0,6778,6804,76,242,37406.014866774574,14
18,74,5,6778,6803,114,233,789.3915748083964,1
19,80,0,6778,6821,76,161,40766.08563037353,15
20,74,0,6778,6818,75,240,29781.080637491737,13
21,73,0,6778,6821,137,242,43399.8330572104,18
22,74,0,6794,6815,47,164,9312.26099844932,1
23,73,0,6778,6817,76,229,37406.014866774574,14
24,80,0,6778,6834,76,218,40766.08563037353,15
25,40,36,6792,6790,51,253,2081.5724944416033,2
26,65,0,6789,6824,129,254,0.0,0
27,68,0,6778,6821,137,264,43537.58989647611,21
28,80,0,6785,6817,137,264,31015.68542015562,11
29,80,0,6785,6834,76,264,38743.88704658797,14
30,75,2,6778,6801,135,195,18648.42003770444,13
31,72,2,6778,6811,66,251,11769.63302238638,4
32,80,0,6778,6817,137,242,47584.15055362517,21
33,33,39,6778,6831,133,130,0.0,0
34,64,10,6788,6792,70,280,7682.13310990617,5
35,44,32,6778,6826,96,268,8460.303600578529,8
36,31,34,6786,6804,142,166,0.0,0
37,80,0,6778,6821,137,218,47584.15055362517,21
38,80,0,6785,6804,76,264,38743.88704658797,14
39,61,0,6788,6797,95,302,2919.113813339637,2
40,38,38,6778,6808,90,236,3427.4891871455175,3
41,68,0,6778,6804,137,264,43537.58989647611,21
42,77,0,6778,6807,146,245,0.0,0
43,49,20,6778,6837,167,169,0.0,0
44,80,0,6778,6834,137,264,47584.15055362517,21
45,68,0,6778,6817,137,161,43537.58989647611,21
46,73,0,6778,6817,137,161,43399.8330572104,18
47,68,13,6781,6825,77,212,33710.05022092221,16
48,78,0,6839,6786,303,50,1565.0121192087572,1
49,76,0,6816,6882,179,295,0.0,0
50,64,0,6881,6808,195,292,0.0,0
51,36,30,6803,6799,63,75,7705.397671958705,7
52,40,29,6787,6854,295,113,0.0,0
53,48,32,6874,6881,96,137,831.3758338672758,1
54,57,0,6814,6811,322,245,6696.580161235444,3
55,52,28,6817,6789,77,301,16740.98652544034,11
56,45,34,6811,6867,297,205,0.0,0
57,72,0,6784,6786,315,179,15136.240053023688,6
58,45,28,6854,6826,173,179,0.0,0
59,78,0,6831,6864,129,289,0.0,0
60,38,33,6836,6820,185,238,0.0,0
61,47,29,6798,6820,328,28,3389.6967574584305,2
62,38,30,6870,6778,237,0,3727.31657260632,2
63,53,0,6862,6784,196,286,732.4786103988663,1
64,29,48,6828,6842,29,20,0.0,0
65,56,0,6793,6829,296,121,0.0,0
66,53,0,6838,6817,307,31,5305.263520649152,3
67,42,28,6798,6796,359,344,4833.204920592099,2
68,35,44,6826,6810,273,20,0.0,0
69,67,0,6832,6871,171,134,0.0,0
70,29,30,6878,6852,140,61,0.0,0
71,31,41,6824,6873,278,6,878.4728059767019,1
72,78,0,6841,6839,237,3,0.0,0
73,36,29,6832,6797,65,33,756.0620247923925,1
74,80,0,6808,6835,358,291,7344.092894311578,2
75,34,30,6832,6801,323,257,3483.368621740785,2
76,63,0,6801,6878,164,238,803.5974827099271,1
77,33,45,6812,6859,108,304,1102.288728259181,1
78,31,47,6792,6778,358,29,3196.358572111344,2
79,72,0,6846,6802,0,318,7061.167225893205,2
80,62,0,6833,6865,159,334,0.0,0
81,74,0,6873,6828,85,18,2750.7376981382868,2
82,34,34,6822,6883,9,36,0.0,0
83,43,37,6808,6811,98,5,3927.7913920772394,2
84,48,28,6856,6861,224,305,4833.619795127872,2
85,47,30,6795,6866,80,269,14842.616242125772,13
86,80,0,6778,6828,128,291,1154.594411463404,1
87,48,32,6878,6829,109,330,3240.8736408907416,2
88,34,35,6799,6795,159,341,0.0,0
89,58,0,6848,6791,307,94,4255.216176600237,2
90,66,0,6849,6841,102,329,3173.896105136493,2
91,52,28,6826,6794,136,33,9431.382134892183,8
92,40,28,6851,6793,57,88,7946.394019870327,7
93,34,41,6867,6865,149,78,0.0,0
94,66,0,6849,6876,123,78,0.0,0
95,65,0,6801,6841,74,97,13343.090433566398,11
96,34,29,6887,6852,336,23,0.0,0
97,44,28,6780,6834,52,8,3547.4311738304627,3
98,41,34,6821,6784,23,26,785.7048416501116,1
99,37,34,6786,6862,277,70,0.0,0
