,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6817,137,161,47584.15055362517,21
1,68,0,6778,6821,137,161,43537.58989647611,21
2,61,10,6797,6820,89,244,7093.355213289197,4
3,68,0,6785,6804,76,161,35882.26644204518,16
4,74,1,6787,6790,93,203,8241.57148140146,5
5,66,6,6778,6801,48,232,8361.858192556863,3
6,80,0,6778,6817,76,161,40766.08563037353,15
7,60,8,6792,6791,64,154,2575.3866921564504,3
8,40,33,6778,6808,171,197,1781.2966830680944,1
9,71,0,6778,6821,125,189,0.0,0
10,80,0,6778,6817,76,229,40766.08563037353,15
11,40,29,6778,6795,78,140,9362.833788334858,8
12,80,0,6778,6804,76,242,40766.08563037353,15
13,68,10,6793,6796,172,192,0.0,0
14,63,0,6778,6821,152,282,0.0,0
15,53,0,6790,6821,115,163,0.0,0
16,62,0,6778,6813,37,166,1345.954598932747,1
17,54,19,6784,6827,132,254,769.0010122544982,1
18,63,15,6778,6802,139,230,2088.2138314714093,2
19,80,0,6778,6834,76,264,40766.08563037353,15
20,73,0,6778,6817,137,218,43399.8330572104,18
21,65,0,6778,6799,106,135,3112.6026913588203,3
22,57,7,6778,6826,121,301,0.0,0
23,65,11,6778,6813,146,188,742.0285761032374,1
24,80,0,6778,6821,137,242,47584.15055362517,21
25,80,0,6785,6834,76,218,38743.88704658797,14
26,73,0,6778,6804,76,161,37406.014866774574,14
27,65,8,6778,6836,89,283,9483.415640882036,5
28,73,0,6778,6821,76,218,37406.014866774574,14
29,44,31,6778,6832,75,289,18207.231182750867,11
30,76,3,6778,6820,155,187,0.0,0
31,73,0,6778,6821,76,242,37406.014866774574,14
32,80,0,6778,6804,76,264,40766.08563037353,15
33,57,0,6778,6817,114,237,0.0,0
34,64,6,6778,6833,169,252,0.0,0
35,68,0,6778,6817,137,242,43537.58989647611,21
36,74,3,6778,6853,61,237,4576.452336760861,4
37,73,0,6778,6804,137,264,43399.8330572104,18
38,80,0,6778,6821,137,161,47584.15055362517,21
39,47,32,6788,6817,109,250,0.0,0
40,80,0,6778,6817,76,264,40766.08563037353,15
41,80,0,6785,6834,76,264,38743.88704658797,14
42,28,38,6778,6811,84,145,934.4051574787204,1
43,72,1,6796,6803,43,222,4636.4619889800215,2
44,55,0,6778,6805,77,172,25020.31628773406,14
45,60,0,6796,6809,80,255,18040.273224860124,12
46,47,30,6778,6820,57,265,9725.351303287722,5
47,80,0,6778,6817,137,264,47584.15055362517,21
48,80,0,6778,6821,76,218,40766.08563037353,15
49,73,0,6778,6804,76,264,37406.014866774574,14
50,71,3,6797,6800,52,288,8029.94362896233,4
51,73,0,6778,6817,137,242,43399.8330572104,18
52,72,7,6790,6810,111,128,808.2040277893084,1
53,75,0,6778,6808,85,186,12676.342293526406,9
54,49,30,6780,6815,130,162,0.0,0
55,66,0,6830,6853,178,226,0.0,0
56,62,0,6828,6854,319,355,3408.8026748261263,3
57,50,29,6829,6820,46,194,5437.685196535396,1
58,44,34,6845,6821,334,59,4907.017136236463,3
59,54,0,6882,6796,24,147,0.0,0
60,46,34,6871,6779,341,224,2700.732735243477,1
61,57,0,6837,6787,258,22,10382.159070515716,1
62,64,0,6844,6820,145,3,0.0,0
63,62,0,6811,6821,238,22,0.0,0
64,41,31,6820,6829,304,50,3212.979563095614,3
65,68,0,6863,6885,266,328,3342.293849263039,3
66,34,42,6846,6822,207,328,4287.794445502749,2
67,42,31,6801,6860,281,88,988.9747226186591,1
68,30,36,6830,6884,273,165,0.0,0
69,51,29,6800,6820,201,150,2474.990324827202,1
70,54,0,6835,6791,100,95,4753.412340420932,2
71,50,29,6873,6863,284,148,0.0,0
72,31,49,6870,6874,267,191,2182.2531843977504,1
73,40,34,6786,6816,72,339,2753.754765062865,3
74,67,0,6827,6780,207,157,1046.6944501921898,1
75,54,0,6854,6822,340,359,0.0,0
76,28,51,6787,6800,351,97,2910.4259580931166,2
77,37,32,6866,6778,57,353,6607.071254493574,5
78,37,38,6871,6824,279,289,0.0,0
79,54,0,6874,6791,184,56,0.0,0
80,69,0,6832,6848,149,254,0.0,0
81,55,0,6794,6801,312,131,9752.482431820978,4
82,78,0,6827,6778,296,250,0.0,0
83,71,0,6835,6872,250,35,0.0,0
84,65,0,6801,6843,341,25,888.8753689581345,1
85,59,0,6814,6783,111,192,0.0,0
86,63,0,6842,6804,95,187,815.0046547772145,1
87,36,37,6813,6803,183,10,0.0,0
88,28,37,6830,6827,271,333,4212.520052180871,2
89,78,0,6843,6813,193,271,0.0,0
90,40,28,6854,6871,66,332,1284.0322990682216,1
91,33,41,6790,6818,145,203,4946.528277339819,1
92,38,39,6788,6801,4,24,2839.2678001101917,2
93,62,0,6852,6873,265,27,779.4734622756641,1
94,65,0,6805,6797,240,52,0.0,0
95,72,0,6795,6861,259,93,10881.691626481312,1
96,35,30,6859,6885,36,326,789.705958518011,1
97,75,0,6801,6835,65,12,786.7464348917615,1
98,33,35,6817,6837,21,148,0.0,0
99,56,0,6787,6859,110,329,773.5730101083354,1
