,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,68,0,6778,6821,137,161,43537.58989647611,21
1,73,0,6778,6821,137,264,43399.8330572104,18
2,66,12,6803,6805,78,288,17309.06209854216,15
3,73,0,6778,6834,76,218,37406.014866774574,14
4,80,0,6778,6817,76,218,40766.08563037353,15
5,68,8,6778,6827,155,170,0.0,0
6,72,0,6779,6804,93,226,6511.508361130313,3
7,70,11,6778,6838,103,208,4502.18443192323,2
8,58,0,6780,6817,111,219,725.3288841277745,1
9,62,0,6797,6834,64,232,0.0,0
10,32,40,6778,6830,102,250,2477.1723228925703,2
11,68,0,6778,6804,76,229,34123.63670906387,15
12,70,0,6778,6824,133,256,1682.2015086327406,2
13,47,28,6785,6828,170,190,0.0,0
14,72,0,6778,6823,66,219,11769.63302238638,4
15,44,29,6786,6809,92,163,3970.9338604518625,3
16,29,32,6778,6800,55,185,6027.92424374591,3
17,44,36,6789,6817,92,198,6397.926985631504,3
18,68,0,6785,6817,76,218,35882.26644204518,16
19,80,0,6778,6821,76,264,40766.08563037353,15
20,73,0,6785,6817,76,161,36340.54934257789,15
21,73,0,6778,6817,137,218,43399.8330572104,18
22,61,1,6778,6834,110,288,767.1318425028876,1
23,79,0,6778,6835,72,254,8175.602010288091,7
24,73,0,6785,6821,76,161,36340.54934257789,15
25,73,0,6785,6821,137,218,39468.96543303377,20
26,80,0,6778,6821,137,161,47584.15055362517,21
27,69,0,6778,6823,83,200,6058.749173211274,6
28,80,0,6778,6817,76,242,40766.08563037353,15
29,34,42,6799,6814,94,234,3671.7980422094915,3
30,80,0,6778,6834,76,161,40766.08563037353,15
31,80,0,6778,6811,137,161,47584.15055362517,21
32,80,0,6778,6821,76,161,40766.08563037353,15
33,68,0,6778,6821,76,161,34123.63670906387,15
34,80,0,6778,6804,76,218,40766.08563037353,15
35,80,0,6778,6804,76,229,40766.08563037353,15
36,80,0,6785,6821,137,242,31015.68542015562,11
37,67,10,6778,6828,107,206,1221.8263933811286,1
38,48,29,6789,6797,67,223,15092.56064790091,10
39,63,18,6778,6825,105,165,2286.322855243532,2
40,58,2,6778,6825,140,213,0.0,0
41,80,0,6785,6811,76,229,38743.88704658797,14
42,73,0,6778,6804,76,161,37406.014866774574,14
43,59,12,6784,6838,138,279,10704.486430358476,10
44,80,0,6785,6804,76,161,38743.88704658797,14
45,73,0,6778,6817,76,242,37406.014866774574,14
46,80,0,6785,6811,76,242,38743.88704658797,14
47,59,0,6785,6813,93,276,4239.9392808880475,2
48,73,0,6778,6817,76,229,37406.014866774574,14
49,80,0,6785,6811,76,264,38743.88704658797,14
50,80,0,6778,6798,70,237,10653.118500108967,5
51,44,32,6787,6794,118,183,745.5882967307407,1
52,80,0,6785,6817,137,264,31015.68542015562,11
53,47,29,6795,6816,45,146,5022.808701359204,1
54,65,5,6788,6812,173,179,0.0,0
55,76,0,6778,6814,51,237,6433.003194759212,3
56,45,34,6816,6787,231,225,15731.966700231678,8
57,33,33,6813,6880,38,183,0.0,0
58,50,30,6861,6803,214,270,1740.8036655349024,2
59,28,45,6818,6865,349,229,14000.372489553447,5
60,73,0,6803,6778,288,249,0.0,0
61,64,0,6818,6881,43,217,2714.8531320928137,1
62,58,0,6867,6801,78,150,837.2640079781022,1
63,46,32,6856,6789,297,240,0.0,0
64,79,0,6835,6867,113,138,0.0,0
65,71,0,6884,6874,317,287,2531.6131384481805,2
66,79,0,6875,6850,302,332,1318.937370265623,1
67,41,37,6828,6793,143,220,0.0,0
68,46,34,6840,6883,79,242,1748.1945357719924,2
69,40,29,6826,6809,96,324,2132.4876793278754,2
70,28,34,6841,6879,27,270,0.0,0
71,64,0,6815,6846,21,254,0.0,0
72,54,0,6860,6782,149,126,0.0,0
73,71,0,6780,6842,135,48,15652.669353397221,14
74,35,39,6810,6860,14,162,0.0,0
75,30,49,6827,6814,330,181,3133.4525961542204,2
76,67,0,6810,6881,247,193,0.0,0
77,60,0,6789,6860,320,238,3968.4314981722637,4
78,36,36,6839,6841,226,300,932.1434059378353,1
79,33,47,6870,6884,293,63,0.0,0
80,64,0,6879,6783,158,112,0.0,0
81,45,30,6847,6815,291,1,2723.863941478282,1
82,73,0,6841,6829,216,273,0.0,0
83,38,43,6790,6842,214,217,0.0,0
84,68,0,6819,6788,120,297,0.0,0
85,31,49,6846,6806,177,71,2387.2056295037764,2
86,67,0,6861,6886,61,143,734.3471838373844,1
87,64,0,6852,6859,15,257,0.0,0
88,71,0,6810,6830,349,248,2664.2675062276744,2
89,44,29,6805,6848,209,62,0.0,0
90,38,35,6827,6803,205,162,1651.3618350996794,2
91,47,31,6867,6796,47,61,6914.418211117432,3
92,40,33,6822,6834,104,43,2176.8243633500524,2
93,47,30,6839,6792,115,244,0.0,0
94,55,0,6854,6799,71,112,0.0,0
95,44,36,6812,6824,41,259,6817.310994744674,3
96,43,31,6887,6810,69,299,897.2391666981434,1
97,30,28,6810,6854,312,107,3413.9075239556532,2
98,30,43,6783,6838,143,251,0.0,0
99,35,43,6802,6840,195,129,0.0,0
