,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,80,0,6778,6817,137,218,47584.15055362517,21
1,80,0,6778,6834,137,242,47584.15055362517,21
2,41,34,6786,6811,146,302,0.0,0
3,75,0,6795,6824,172,250,0.0,0
4,68,0,6778,6834,137,161,43537.58989647611,21
5,68,0,6778,6817,137,264,43537.58989647611,21
6,79,0,6788,6822,142,183,0.0,0
7,60,17,6789,6819,38,246,1411.9607621145342,1
8,68,0,6785,6817,76,218,35882.26644204518,16
9,52,28,6778,6822,125,197,1197.2322487513738,1
10,55,6,6800,6875,104,179,1485.1785072723578,1
11,32,48,6801,6811,142,230,6813.012729261872,5
12,63,14,6790,6819,130,269,3174.808047791116,4
13,54,17,6778,6810,168,173,0.0,0
14,65,5,6794,6820,167,187,0.0,0
15,62,0,6797,6826,49,254,5747.559751503608,3
16,50,29,6778,6818,158,284,0.0,0
17,68,8,6782,6804,137,259,38423.33624493885,22
18,78,0,6782,6817,137,216,39881.5059285759,14
19,71,0,6778,6817,137,264,41074.575688136596,19
20,57,12,6778,6807,54,276,13343.229551403769,6
21,68,1,6778,6823,156,276,0.0,0
22,78,0,6785,6804,137,264,38178.684492136585,16
23,68,0,6785,6834,76,242,35882.26644204518,16
24,77,0,6780,6812,164,179,2502.1666953593704,2
25,44,28,6778,6825,66,252,4877.754093702511,6
26,61,3,6778,6859,175,263,0.0,0
27,74,4,6786,6840,121,267,0.0,0
28,52,3,6783,6836,130,155,0.0,0
29,71,0,6778,6817,137,173,41074.575688136596,19
30,80,0,6778,6834,76,242,40766.08563037353,15
31,52,13,6778,6801,79,286,20056.35948430522,14
32,80,0,6778,6817,137,264,47584.15055362517,21
33,78,0,6778,6804,76,242,39076.93402408961,14
34,78,0,6785,6817,137,161,38178.684492136585,16
35,73,0,6778,6821,137,173,43399.8330572104,18
36,73,0,6781,6815,56,225,12940.279991772311,4
37,48,31,6791,6847,157,204,1188.223076935219,1
38,65,3,6783,6800,110,153,790.672418778302,1
39,80,0,6787,6817,137,264,39254.0145946492,16
40,48,31,6791,6863,176,247,0.0,0
41,72,1,6787,6830,142,193,0.0,0
42,56,5,6795,6829,129,146,0.0,0
43,73,0,6778,6821,137,264,43399.8330572104,18
44,63,0,6781,6799,46,224,8119.388321300875,1
45,68,0,6778,6872,137,216,43537.58989647611,21
46,74,0,6788,6851,117,231,6915.214147915956,5
47,68,0,6778,6817,76,216,34123.63670906387,15
48,55,4,6778,6877,163,134,942.2689677546587,1
49,80,0,6787,6872,137,161,39254.0145946492,16
50,78,0,6782,6817,137,161,39881.5059285759,14
51,73,0,6791,6812,145,203,720.260143506357,1
52,71,0,6778,6817,137,161,41074.575688136596,19
53,64,8,6778,6798,106,200,3383.7774320418575,3
54,73,0,6785,6821,137,242,39468.96543303377,20
55,43,29,6800,6823,110,294,0.0,0
56,68,0,6787,6817,137,242,34247.580796838214,20
57,66,0,6778,6802,46,278,8694.957984808696,1
58,61,10,6778,6844,169,173,0.0,0
59,63,17,6778,6834,146,250,0.0,0
60,55,0,6798,6805,154,234,0.0,0
61,68,6,6796,6802,103,210,3086.432704519393,2
62,50,30,6799,6840,57,296,7378.703018990786,5
63,78,0,6797,6781,144,35,2498.244574660519,2
64,72,0,6789,6824,327,346,8607.031872782149,4
65,50,30,6838,6822,60,131,2023.6245764644027,2
66,57,0,6829,6780,82,238,1151.1344851475878,1
67,28,39,6840,6833,109,146,0.0,0
68,37,40,6855,6784,144,340,0.0,0
69,73,0,6818,6875,146,281,0.0,0
70,75,0,6884,6797,117,129,0.0,0
71,31,32,6806,6829,219,82,0.0,0
72,75,0,6806,6857,147,122,0.0,0
73,36,35,6780,6849,143,188,1343.778035734198,1
74,44,33,6862,6887,254,36,0.0,0
75,68,0,6786,6778,11,140,1161.8374172499418,1
76,75,0,6835,6799,232,356,18813.62250840301,6
77,65,0,6785,6788,275,71,1203.1022030132622,1
78,71,0,6874,6848,44,295,3027.479925664188,1
79,47,29,6799,6803,285,188,1986.490374208331,1
80,54,0,6848,6882,315,102,6653.079394873077,3
81,43,28,6791,6822,141,353,1638.2997503918305,1
82,36,36,6811,6880,229,179,10978.766849651094,3
83,67,0,6831,6865,308,219,5710.466590479851,4
84,48,30,6867,6780,323,132,2038.0584536512997,1
85,73,0,6887,6815,105,281,754.7618355160921,1
86,35,34,6807,6841,12,267,2805.773854228267,1
87,50,29,6807,6821,99,201,3485.8715264207535,1
88,38,35,6779,6850,13,81,1571.915558302302,1
89,41,35,6793,6780,178,24,0.0,0
90,39,38,6825,6851,50,21,1749.2663514994147,1
91,78,0,6778,6789,52,319,9840.089105271541,5
92,67,0,6804,6838,32,154,1288.354636952162,1
93,58,0,6832,6828,246,1,0.0,0
94,42,31,6854,6851,311,30,3855.0162389821508,2
95,76,0,6883,6809,166,50,0.0,0
96,49,30,6825,6821,21,307,2791.5200105386093,2
97,67,0,6829,6864,112,211,0.0,0
98,77,0,6829,6838,319,123,4441.428957797654,3
99,51,29,6804,6847,25,170,0.0,0
