,sat1,sat2,a1,a2,RAAN1,RAAN2,Eval,Users
0,68,0,6805,6821,137,161,26191.606287911767,20
1,72,0,6801,6817,307,264,14949.606697976758,7
2,76,0,6783,6792,70,206,13931.58723943453,9
3,50,30,6830,6804,77,282,12419.096582912036,9
4,43,29,6843,6816,111,296,0.0,0
5,72,0,6816,6808,309,187,6746.366476264846,4
6,28,19,6778,6778,360,252,3489.1063530918227,2
7,69,0,6809,6797,287,257,0.0,0
8,80,0,6813,6804,312,282,12729.262797759182,4
9,33,46,6778,6791,306,15,4179.830411491952,2
10,66,0,6884,6841,208,207,0.0,0
11,30,34,6789,6861,230,271,4396.514262934551,3
12,45,30,6813,6814,342,338,922.5988421032916,1
13,30,34,6778,6861,312,55,11297.974976960384,4
14,39,37,6800,6821,306,161,6588.361471641111,4
15,28,16,6800,6888,31,231,0.0,0
16,40,20,6862,6888,203,308,4535.82875225661,1
17,49,29,6780,6885,51,235,4563.0490437705375,3
18,31,35,6778,6854,242,250,0.0,0
19,47,0,6781,6817,62,187,1932.9037526590073,2
20,35,39,6794,6888,93,186,2865.0657340750504,2
21,46,33,6851,6832,138,72,0.0,0
22,30,49,6778,6790,91,224,6406.526652614537,2
23,40,34,6778,6791,354,333,6386.964992620848,3
24,73,0,6805,6834,137,161,27708.98884823978,20
25,42,30,6791,6850,254,274,1303.9828556545367,1
26,50,10,6867,6826,41,245,1020.9173782406233,1
27,55,0,6814,6825,303,11,2265.000570521367,2
28,64,0,6816,6789,309,219,5593.806323853103,4
29,57,23,6778,6811,48,205,7120.906454300461,3
30,47,0,6858,6808,62,187,0.0,0
31,29,0,6867,6821,137,55,0.0,0
32,40,34,6789,6791,230,271,8810.685328085914,6
33,66,0,6801,6817,76,264,25625.066555295023,13
34,30,33,6778,6861,354,55,8869.379294442015,4
35,30,30,6779,6794,343,306,7593.337123802228,3
36,64,0,6847,6783,306,10,7007.249232483704,3
37,48,31,6888,6844,236,292,0.0,0
38,63,16,6845,6888,270,307,4383.687773607854,5
39,57,0,6858,6789,232,305,10546.332484283621,4
40,39,0,6829,6859,87,277,4468.728731601057,3
41,49,11,6869,6817,59,172,5531.081859059095,3
42,47,32,6867,6808,62,55,7682.132410702409,4
43,34,44,6853,6861,187,55,12479.028370571647,3
44,39,37,6800,6885,306,105,6588.361471641111,4
45,66,0,6829,6783,268,277,16879.66996508299,7
46,53,14,6781,6811,50,224,5860.175797010241,3
47,73,0,6829,6834,77,277,25948.117900330275,6
48,41,0,6805,6821,137,218,13027.166474319793,13
49,63,2,6797,6830,304,256,7116.720500015819,4
50,56,0,6888,6839,218,333,0.0,0
51,29,28,6800,6885,56,55,8179.91255058179,3
52,52,28,6783,6792,354,272,6672.15882836071,2
53,47,0,6869,6808,76,207,6216.546999635342,6
54,39,28,6800,6789,73,155,749.2643294144427,1
55,53,0,6790,6822,328,242,8581.38738160918,3
56,32,41,6803,6874,69,203,3981.8990857742265,1
57,34,0,6858,6883,232,305,4871.610058596143,2
58,66,0,6800,6811,76,218,25691.66085879479,12
59,39,37,6800,6861,306,55,11685.755025026552,6
60,68,0,6869,6821,137,161,1360.0231601604464,1
61,34,44,6829,6834,187,277,3926.3803503068007,1
62,45,28,6884,6841,208,187,3130.306907899131,1
63,34,28,6800,6826,56,218,5978.085193663323,3
64,28,13,6888,6841,205,284,0.0,0
65,39,32,6781,6806,25,236,0.0,0
66,72,0,6816,6810,309,219,6746.366476264846,4
67,72,0,6829,6810,87,277,7638.112059047477,3
68,39,37,6800,6792,70,105,5417.516710190084,6
69,50,29,6817,6788,94,257,5019.952236819863,3
70,70,0,6836,6828,165,261,1691.062597513367,1
71,28,28,6808,6816,42,353,2992.8378692764327,2
72,44,31,6784,6797,181,206,785.197233892939,1
73,57,0,6792,6810,176,183,0.0,0
74,40,28,6814,6817,143,357,2796.270514230514,2
75,72,0,6867,6855,351,356,2748.7401009527234,2
76,54,0,6846,6828,311,133,5728.2155085682025,3
77,60,0,6778,6885,303,22,3358.0330977395097,2
78,80,0,6786,6805,64,207,5136.971294099494,6
79,44,36,6835,6867,67,233,10089.724329203487,6
80,61,0,6881,6839,86,306,2440.394605536575,2
81,34,37,6870,6847,5,221,0.0,0
82,63,0,6784,6784,71,316,2266.6599576410817,1
83,74,0,6844,6857,342,357,724.7418843519039,1
84,64,0,6833,6780,341,80,778.7431274805458,1
85,47,28,6858,6796,253,209,0.0,0
86,28,36,6782,6825,215,323,3397.471765870894,3
87,38,30,6780,6878,285,341,915.7168172028832,1
88,37,38,6859,6813,233,271,4215.97867279178,4
89,76,0,6859,6796,190,334,1316.0629920733545,1
90,77,0,6808,6806,217,229,0.0,0
91,50,30,6784,6857,265,309,4823.732313572386,3
92,30,48,6827,6869,250,301,0.0,0
93,80,0,6781,6794,110,67,1964.1132144228154,1
94,79,0,6844,6830,44,293,7250.158315530907,1
95,56,0,6873,6811,237,115,0.0,0
96,58,0,6817,6862,62,215,0.0,0
97,39,38,6838,6835,223,161,1130.9572977501193,1
98,54,0,6853,6884,87,299,4825.362218091222,3
99,28,38,6862,6863,304,188,1794.8214548290398,1
