,a1,a2,RAAN1,RAAN2,Eval,Users
0,6814,6849,160,70,2,1
1,6879,6849,121,70,2,1
2,6798,6851,118,-5,0,0
3,6853,6923,176,78,0,0
4,6852,6860,195,52,0,0
5,6887,6833,132,98,0,0
6,6862,6831,31,87,0,0
7,6879,6849,154,78,0,0
8,6860,6845,48,117,0,0
9,6821,6854,128,72,0,0
10,6874,6855,50,14,0,0
11,6788,6820,121,57,0,0
12,6806,6872,248,19,0,0
13,6857,6818,168,106,0,0
14,6863,6849,132,88,0,0
15,6858,6854,29,72,0,0
16,6846,6849,196,260,0,0
17,6828,6859,156,21,0,0
18,6838,6860,217,-12,0,0
19,6883,6836,130,15,0,0
20,6879,6849,155,104,0,0
21,6832,6848,183,108,0,0
22,6808,6852,154,70,0,0
23,6801,6842,165,36,0,0
24,6792,6855,151,-59,0,0
25,6857,6898,8,-51,0,0
26,6878,6880,254,17,0,0
27,6872,6847,32,191,0,0
28,6795,6884,116,145,0,0
29,6852,6794,207,187,0,0
