,a1,a2,RAAN1,RAAN2,Eval,Users
<<<<<<< HEAD
0,6811,6806,75,37,7108.327344868706,13
1,6789,6863,304,242,1046.574749113533,2
2,6882,6826,25,88,1781.05403435042,3
3,6786,6852,117,258,3938.962618824651,6
4,6886,6794,301,353,628.959588097754,1
5,6882,6809,39,347,0.0,0
6,6781,6843,196,126,601.1941042124017,1
7,6791,6816,7,225,1091.789268207951,2
8,6779,6815,178,46,676.9789371602819,1
9,6811,6788,211,218,0.0,0
10,6836,6819,263,146,465.346308349981,1
11,6804,6816,59,80,8119.743043728942,14
12,6866,6869,24,115,0.0,0
13,6833,6821,252,77,7744.6151259824765,14
14,6818,6781,96,265,1784.945362920167,4
15,6829,6798,221,347,0.0,0
16,6792,6862,53,30,2697.795749541525,5
17,6841,6783,105,59,1991.6154694991128,4
18,6810,6822,62,242,436.5593598148698,1
19,6873,6866,351,126,493.394244594092,1
20,6879,6864,94,291,468.02057148484164,1
21,6808,6791,31,23,0.0,0
22,6814,6825,190,31,481.4855769246642,1
23,6817,6854,292,319,909.601152725987,2
24,6832,6848,341,355,1060.7410574573933,2
25,6796,6813,334,2,2477.993193444341,4
26,6793,6887,252,187,722.7182794149048,1
27,6887,6795,86,331,2207.9935919876007,4
28,6849,6837,184,358,1503.1235848875076,3
29,6852,6867,248,61,452.35377305252587,1
30,6803,6812,322,287,1059.5887433460375,2
31,6862,6877,30,47,620.8303693674388,1
32,6798,6844,79,310,10152.837667328753,19
33,6790,6868,141,154,0.0,0
34,6870,6815,85,134,914.9643712511606,2
35,6844,6887,199,292,484.0059660870247,1
36,6805,6845,71,277,1735.135095823986,3
37,6797,6852,167,34,398.10278081319666,1
38,6809,6826,148,186,622.8419394758457,1
39,6852,6785,271,252,853.91913657853,2
40,6879,6822,282,320,968.3443260997738,2
41,6871,6811,42,284,465.943151475818,1
42,6819,6837,132,307,2133.015900029293,4
43,6796,6820,119,264,400.6672114217945,1
44,6870,6838,331,41,1349.009225031056,3
45,6865,6789,333,141,476.1796279327391,1
46,6847,6813,252,293,380.62747024891723,1
47,6849,6870,357,287,1074.3893345167198,2
48,6866,6809,8,341,0.0,0
49,6881,6785,21,285,0.0,0
=======
0,6850,6865,71,160,0,0
1,6811,6861,291,96,0,0
2,6809,6789,350,131,0,0
3,6797,6861,211,96,0,0
4,6778,6849,60,335,0,0
5,6817,6853,91,128,0,0
6,6862,6874,92,101,0,0
7,6852,6793,24,288,0,0
8,6879,6871,11,33,0,0
9,6812,6783,359,162,0,0
10,6831,6863,270,94,0,0
11,6872,6830,117,114,0,0
12,6855,6860,123,145,0,0
13,6870,6856,211,287,0,0
14,6854,6834,194,58,0,0
15,6854,6821,286,178,0,0
16,6812,6845,204,67,0,0
17,6858,6810,294,256,0,0
18,6797,6819,287,182,0,0
19,6809,6835,306,176,0,0
20,6791,6863,30,115,0,0
21,6887,6796,101,146,0,0
22,6782,6845,306,272,0,0
23,6809,6849,184,170,0,0
24,6825,6782,75,139,0,0
25,6827,6883,86,154,0,0
26,6873,6809,107,81,0,0
27,6854,6855,180,194,0,0
28,6796,6856,234,41,0,0
29,6803,6846,224,102,0,0
30,6823,6804,95,249,0,0
31,6820,6865,305,246,0,0
32,6805,6866,36,110,0,0
33,6807,6784,180,46,0,0
34,6828,6854,12,187,0,0
35,6801,6869,83,184,0,0
36,6869,6785,166,102,0,0
37,6865,6790,17,129,0,0
38,6840,6785,149,309,0,0
39,6866,6785,189,299,0,0
40,6859,6871,26,232,0,0
41,6887,6811,185,89,0,0
42,6847,6827,55,223,0,0
43,6856,6830,351,242,0,0
44,6860,6843,14,115,0,0
45,6784,6814,175,40,0,0
46,6822,6796,115,238,0,0
47,6877,6810,139,0,0,0
48,6846,6881,117,206,0,0
49,6791,6884,296,180,0,0
>>>>>>> a2bccbd2a243c47661b983e35d202330d7f00e42
