,a1,a2,RAAN1,RAAN2,Eval,Users
0,6782,6808,67,80,45850.90917189818,48
1,6807,6808,67,80,44650.10563850199,46
2,6782,6825,81,76,41874.02134872905,34
3,6822,6825,75,110,17753.28380562124,19
4,6801,6858,110,106,2007.4090237008777,3
5,6785,6809,165,98,6981.218335996523,7
6,6832,6842,29,74,12420.287075044713,14
7,6797,6806,94,111,4589.385355058461,6
8,6824,6865,138,80,28127.937560377686,35
9,6810,6866,89,116,6226.851063962487,8
10,6800,6811,241,59,4647.990936234453,6
11,6821,6786,257,113,6637.73707240703,8
12,6798,6825,81,80,35204.985501074756,32
13,6803,6822,307,80,33072.665865148316,37
14,6780,6843,62,244,7020.486049774256,14
15,6774,6820,81,80,35887.77051040172,33
16,6813,6854,22,74,10144.505744178876,12
17,6789,6808,67,80,48134.32937644466,52
18,6829,6855,58,58,6717.282573308159,5
19,6782,6825,257,76,23840.76524545403,23
20,6819,6826,102,73,14035.51691858057,18
21,6825,6839,97,150,3479.4136463096365,5
22,6824,6846,55,80,27048.295795625858,32
23,6820,6844,146,139,7415.086970126014,16
24,6794,6831,218,110,1064.7198897265262,2
25,6807,6873,78,43,26166.636463944305,30
26,6789,6838,55,80,31633.72801580665,37
27,6824,6865,81,80,28399.3397654516,32
28,6782,6825,67,80,42018.909244027236,45
29,6778,6808,98,106,5461.342032586004,5
30,6824,6786,68,232,24730.581034644594,25
31,6798,6825,80,232,37734.24146801581,40
32,6780,6828,172,53,5649.509669559797,7
33,6798,6865,81,80,30491.961062355324,32
34,6825,6814,95,106,4854.015014753418,5
35,6769,6804,84,61,27386.43530492574,43
36,6782,6865,81,80,33140.98679063334,32
37,6804,6828,46,100,5789.365633560683,7
38,6808,6796,82,80,35272.51753577162,32
39,6821,6825,301,56,8235.530810767785,11
40,6812,6802,285,46,2341.5022433736503,3
41,6793,6822,98,108,3923.4061995313914,4
42,6794,6821,77,80,39939.83942587614,34
43,6801,6863,155,115,0.0,0
44,6774,6807,101,80,31283.273373657412,35
45,6809,6807,88,82,27572.365660862753,34
46,6884,6856,254,123,894.8621553538396,1
47,6795,6824,68,340,22174.698656366174,27
48,6882,6850,310,112,3968.0717072540647,5
49,6817,6782,205,136,29127.731218282694,23
