,a1,a2,RAAN1,RAAN2,Eval,Users
0,6789,6778,83,136,114,58
1,6786,6760,84,136,114,59
2,6786,6778,78,141,112,56
3,6786,6795,79,69,105,53
4,6799,6823,59,114,15,8
5,6791,6762,94,114,25,13
6,6765,6788,79,129,72,36
7,6780,6822,119,40,10,5
8,6755,6791,133,89,65,34
9,6786,6795,76,69,87,44
10,6778,6767,50,49,13,7
11,6786,6759,98,82,80,40
12,6792,6830,60,75,39,20
13,6803,6790,20,69,60,32
14,6794,6818,44,67,37,20
15,6807,6781,48,170,14,7
16,6786,6811,76,82,70,35
17,6793,6810,76,69,86,43
18,6769,6778,83,69,118,59
19,6796,6809,54,99,23,12
20,6784,6781,76,85,87,44
21,6803,6743,43,81,89,45
22,6789,6760,79,82,80,41
23,6787,6812,56,77,63,32
24,6794,6778,83,136,112,58
25,6781,6805,89,67,68,36
26,6760,6792,59,179,16,8
27,6784,6786,83,50,89,45
28,6771,6754,96,75,77,40
29,6784,6790,76,160,55,28
30,6807,6822,101,101,6,3
31,6794,6766,99,92,19,10
32,6786,6760,78,136,108,54
33,6773,6765,102,51,20,10
34,6786,6760,79,82,81,41
35,6785,6750,81,80,69,35
36,6779,6760,83,83,80,40
37,6786,6795,83,69,113,58
38,6779,6795,78,84,82,41
39,6791,6785,73,97,60,31
40,6762,6766,103,41,16,8
41,6802,6778,73,95,49,25
42,6774,6759,85,68,119,60
43,6787,6808,45,168,14,8
44,6792,6778,78,82,71,36
45,6786,6778,98,69,73,38
46,6787,6886,76,37,52,26
47,6851,6845,245,102,6,3
48,6825,6856,228,291,16,8
49,6868,6864,246,83,15,8
