,a1,a2,RAAN1,RAAN2,Eval,Users
0,6796,6779,78,135,102,51
1,6796,6761,237,84,92,47
2,6792,6785,79,56,84,42
3,6795,6771,237,81,82,43
4,6812,6802,57,70,57,29
5,6781,6814,121,62,12,6
6,6787,6810,129,60,12,6
7,6782,6811,84,117,86,43
8,6793,6853,134,36,44,22
9,6792,6760,79,63,95,48
10,6816,6783,82,77,69,35
11,6797,6850,106,10,9,5
12,6794,6797,103,103,6,3
13,6802,6794,101,18,8,4
14,6779,6794,101,25,8,4
15,6810,6753,209,62,24,12
16,6806,6768,23,123,2,1
17,6803,6787,84,69,109,56
18,6803,6811,61,73,45,23
19,6796,6843,78,135,101,51
20,6806,6795,79,56,76,39
21,6782,6761,77,84,88,44
22,6796,6789,73,135,83,43
23,6795,6779,99,138,50,25
24,6811,6766,73,90,62,32
25,6759,6853,37,91,16,8
26,6795,6779,99,75,64,33
27,6795,6795,237,81,77,39
28,6803,6811,138,63,63,33
29,6795,6771,73,81,84,45
30,6783,6775,55,47,18,9
31,6789,6839,70,139,96,50
32,6823,6795,83,75,67,35
33,6784,6751,104,117,16,8
34,6798,6778,124,85,66,37
35,6795,6795,78,138,104,52
36,6803,6766,233,86,73,41
37,6795,6785,79,56,82,41
38,6803,6760,77,81,74,37
39,6776,6829,87,90,38,20
40,6795,6795,138,47,49,25
41,6795,6782,80,113,77,39
42,6803,6779,61,86,54,29
43,6807,6756,199,142,48,24
44,6806,6789,77,90,67,34
45,6866,6796,75,48,35,18
46,6796,6779,78,81,68,34
47,6795,6779,87,63,56,30
48,6816,6879,81,288,64,32
49,6778,6845,144,310,19,10
