,a1,a2,RAAN1,RAAN2,Eval,Users
0,6827,6868,77,75,3728.3745258341132,9
1,6832,6820,77,75,3717.0462785003992,9
2,6820,6829,77,80,3710.6813817078946,9
3,6838,6836,76,75,3440.301952733309,8
4,6838,6838,76,75,3420.4066631397836,8
5,6829,6844,76,75,3091.8566717269473,7
6,6832,6820,77,306,2895.7761378930923,7
7,6820,6838,75,81,2431.19314468186,6
8,6820,6838,76,37,2134.0811521298037,5
9,6824,6850,57,103,852.9009466867683,2
10,6848,6836,77,49,2422.1917808118724,6
11,6848,6804,58,82,1194.9440652345475,3
12,6829,6829,77,306,2914.2318574937417,7
13,6820,6831,79,70,2588.7271828902703,6
14,6815,6820,77,80,4568.833697436714,11
15,6815,6838,76,306,2535.1019623113125,6
16,6838,6823,76,75,3529.9490458525906,8
17,6820,6823,76,70,3067.2835969007174,7
18,6838,6820,77,37,1660.549231952864,4
19,6842,6834,53,43,0.0,0
20,6829,6820,77,80,4156.446232125443,10
21,6833,6841,76,283,2124.325851316793,5
22,6832,6841,51,48,406.5313458695455,1
23,6838,6836,77,80,2486.46335837673,6
24,6840,6840,115,114,0.0,0
25,6848,6820,77,306,2873.963594898525,7
26,6815,6838,76,81,2908.977195440245,7
27,6808,6833,115,66,0.0,0
28,6801,6835,107,46,426.8620328280376,1
29,6838,6864,77,306,2085.4895932437867,5
30,6832,6864,77,70,2528.6244284464888,6
31,6838,6823,76,306,2971.6082309947815,7
32,6838,6844,76,75,3003.786947781762,7
33,6848,6836,76,81,2109.835243250953,5
34,6837,6838,62,93,420.2203456910938,1
35,6819,6832,61,52,0.0,0
36,6821,6844,54,62,795.4410084874617,2
37,6827,6824,80,56,1685.5914454819067,4
38,6829,6836,76,49,2460.4101387601495,6
39,6811,6811,109,64,0.0,0
40,6838,6838,76,51,2141.6004193938643,5
41,6832,6829,77,80,2931.667353857211,7
42,6845,6851,62,60,0.0,0
43,6816,6842,114,280,0.0,0
44,6822,6849,110,59,424.82259408310347,1
45,6838,6823,76,37,2141.6004193938643,5
46,6848,6812,86,285,388.8718619176507,1
47,6877,6809,7,200,0.0,0
48,6855,6819,136,86,780.0880029030741,2
49,6794,6883,51,240,0.0,0
