,a1,a2,RAAN1,RAAN2,Eval,Users
0,6798,6800,85,135,122,61
1,6798,6824,85,135,122,61
2,6790,6817,70,85,120,60
3,6822,6799,85,132,116,58
4,6790,6824,43,85,86,43
5,6832,6813,191,44,18,9
6,6809,6773,184,54,18,9
7,6822,6858,85,67,101,51
8,6836,6786,102,131,52,26
9,6826,6791,107,63,40,20
10,6831,6844,51,154,14,7
11,6792,6858,272,39,18,9
12,6782,6791,256,95,30,15
13,6784,6813,191,65,54,27
14,6824,6810,113,140,58,29
15,6776,6839,85,90,92,46
16,6797,6813,279,74,94,47
17,6776,6799,222,132,58,29
18,6830,6843,50,135,52,26
19,6784,6813,85,40,92,46
20,6802,6779,236,72,112,56
21,6830,6803,110,138,46,23
22,6816,6825,251,83,76,38
23,6826,6833,85,40,84,42
24,6806,6835,80,136,112,56
25,6822,6802,89,150,28,14
26,6816,6819,195,39,14,7
27,6821,6824,220,63,30,15
28,6826,6817,20,63,28,14
29,6810,6805,54,139,58,29
