,a1,a2,RAAN1,RAAN2,Eval,Users
0,6808,6799,86,132,118,59
1,6826,6818,133,79,108,54
2,6831,6841,133,79,108,54
3,6826,6844,318,103,20,10
4,6855,6789,321,344,22,11
5,6826,6818,86,79,84,42
6,6808,6844,86,101,77,39
7,6811,6781,98,98,14,7
8,6755,6844,95,169,26,13
9,6814,6799,75,267,72,36
10,6870,6895,289,288,0,0
11,6848,6818,86,267,36,18
12,6814,6818,312,79,86,43
13,6802,6859,232,79,72,36
14,6826,6799,63,267,40,20
15,6814,6841,95,261,24,12
16,6833,6844,75,281,54,27
17,6808,6844,263,309,34,17
18,6826,6818,50,79,80,40
19,6815,6844,79,101,72,36
20,6851,6819,38,311,22,11
21,6851,6794,93,103,14,7
22,6814,6824,312,277,30,15
23,6793,6836,100,84,70,35
24,6814,6836,100,51,24,12
25,6845,6791,314,337,24,12
26,6814,6824,312,101,26,13
27,6863,6887,286,346,6,3
28,6752,6877,40,177,14,7
29,6814,6818,312,267,34,17
