,a1,a2,RAAN1,RAAN2,Eval,Users
0,6812,6749,237,77,126,63
1,6798,6800,85,135,122,61
2,6790,6817,70,85,120,60
3,6822,6800,85,67,118,59
4,6818,6783,84,86,92,46
5,6769,6812,51,66,70,35
6,6807,6800,287,135,46,23
7,6765,6799,16,132,48,24
8,6812,6818,237,77,86,43
9,6750,6810,113,55,34,17
10,6790,6796,270,125,20,10
11,6759,6829,100,74,62,31
12,6851,6818,278,69,72,36
13,6830,6747,85,143,106,53
14,6820,6825,115,141,52,26
15,6805,6790,105,137,50,25
16,6807,6800,50,135,56,28
17,6801,6730,113,47,36,18
18,6814,6811,128,99,18,9
19,6822,6818,53,130,32,16
20,6765,6818,64,132,110,55
21,6819,6749,92,-15,30,15
22,6832,6766,242,105,18,9
23,6800,6773,273,72,114,57
24,6809,6820,74,165,96,48
25,6819,6819,55,139,58,29
26,6822,6817,85,85,78,39
27,6821,6800,85,135,118,59
28,6808,6815,34,105,10,5
29,6836,6807,65,57,34,17
