,a1,a2,RAAN1,RAAN2,Eval,Users
0,6754,6743,136,80,286.4088669950739,53
1,6754,6729,136,77,274.04926108374383,48
2,6754,6782,136,80,238.66995073891624,50
3,6763,6727,138,81,238.15270935960592,55
4,6799,6778,118,105,3.0495049504950495,8
5,6790,6782,136,80,201.23762376237622,50
6,6783,6770,91,78,87.01980198019803,34
7,6778,6767,125,49,1.8916256157635467,4
8,6794,6739,112,114,2.108910891089109,6
9,6789,6766,136,78,185.36633663366337,46
10,6812,6730,143,91,9.064039408866995,10
11,6799,6756,123,70,26.379310344827584,21
12,6809,6712,162,64,13.448275862068966,14
13,6794,6771,82,80,98.85148514851485,32
14,6746,6770,133,51,28.7192118226601,22
15,6768,6729,136,72,202.95566502463055,50
16,6768,6724,145,64,14.975369458128078,16
17,6799,6782,133,81,65.18316831683168,33
18,6803,6761,138,60,30.266009852216747,24
19,6789,6766,106,78,64.17821782178217,28
20,6766,6764,159,68,23.311881188118814,17
21,6806,6797,136,87,67.04455445544554,29
22,6784,6782,85,77,94.25742574257427,35
23,6735,6724,97,87,38.84236453201971,19
24,6799,6757,85,77,101.43842364532019,33
25,6799,6794,136,80,175.4950495049505,50
26,6808,6747,161,64,8.261083743842365,13
27,6784,6746,85,72,76.73399014778325,37
28,6779,6747,89,117,18.0,14
29,6779,6763,161,57,8.31527093596059,8
30,6794,6765,106,80,86.75862068965517,34
31,6792,6772,160,99,1.4554455445544554,3
32,6806,6746,79,78,113.0,29
33,6798,6766,112,123,0.0297029702970297,1
34,6773,6723,158,112,2.187192118226601,6
35,6805,6752,138,73,83.95566502463055,39
36,6783,6778,120,56,8.153465346534654,9
37,6794,6746,82,80,120.89108910891089,33
38,6748,6727,106,50,11.428571428571427,10
39,6790,6743,136,87,117.22167487684729,36
40,6794,6782,136,87,83.61386138613861,30
41,6771,6733,147,42,1.477832512315271,3
42,6797,6782,159,102,1.0746268656716418,3
43,6754,6746,136,80,286.66995073891627,53
44,6834,6817,185,356,1.6567164179104479,3
45,6780,6784,357,87,14.158415841584159,11
46,6788,6821,90,161,4.608910891089109,7
47,6829,6871,83,252,2.0101522842639596,6
48,6791,6793,283,350,0.45544554455445546,2
49,6875,6831,74,214,1.9642857142857142,7
