,a1,a2,RAAN1,RAAN2,Eval,Users
0,6795,6868,67,55,20,11
1,6814,6791,67,91,14,8
2,6777,6872,82,214,4,2
3,6814,6782,67,93,16,9
4,6788,6799,79,106,6,4
5,6773,6799,67,106,17,9
6,6776,6872,67,194,13,7
7,6795,6760,77,91,13,7
8,6766,6794,41,94,2,1
9,6777,6793,63,107,0,0
10,6791,6770,106,258,4,2
11,6728,6839,100,230,6,3
12,6776,6779,67,93,15,8
13,6776,6872,231,55,10,5
14,6793,6878,88,215,2,1
15,6770,6774,76,101,16,8
16,6755,6796,51,76,12,7
17,6773,6861,96,69,0,0
18,6773,6764,49,67,18,9
19,6764,6798,105,49,0,0
20,6758,6786,46,82,3,2
21,6812,6792,41,24,0,0
22,6822,6789,63,32,0,0
23,6814,6779,67,55,18,10
24,6763,6779,67,93,19,10
25,6776,6807,67,93,15,8
26,6769,6915,63,149,0,0
27,6827,6750,105,134,0,0
28,6751,6887,84,61,2,1
29,6763,6782,67,106,19,10
30,6796,6803,105,99,2,1
31,6783,6779,58,194,2,1
32,6777,6796,82,139,4,2
33,6812,6796,54,49,6,4
34,6773,6868,67,75,19,10
35,6832,6769,52,126,0,0
36,6772,6863,247,178,0,0
37,6772,6852,205,214,0,0
38,6766,6783,86,98,10,6
39,6743,6868,67,194,17,9
40,6795,6782,67,75,22,12
41,6821,6775,81,117,8,5
42,6794,6823,119,28,0,0
43,6857,6817,110,163,0,0
44,6870,6789,290,324,0,0
45,6837,6853,113,205,0,0
46,6796,6790,36,261,0,0
47,6813,6880,210,316,2,1
48,6837,6854,162,77,8,4
49,6861,6828,337,257,1,1
