,a1,a2,RAAN1,RAAN2,Eval,Users
0,6746,6753,80,77,29,16
1,6759,6784,67,79,27,14
2,6758,6818,67,77,27,14
3,6795,6753,67,75,25,14
4,6746,6818,76,232,25,14
5,6795,6818,76,232,18,10
6,6775,6746,89,80,14,8
7,6772,6750,44,92,2,1
8,6758,6753,67,75,26,14
9,6774,6848,44,52,0,0
10,6746,6763,80,79,23,13
11,6765,6784,57,74,8,4
12,6772,6734,58,39,2,1
13,6759,6753,67,108,18,9
14,6795,6753,76,75,20,10
15,6759,6738,67,79,29,15
16,6758,6738,76,75,21,11
17,6740,6757,57,135,6,3
18,6752,6742,51,105,0,0
19,6758,6738,76,76,20,11
20,6770,6778,90,242,4,2
21,6757,6751,66,91,2,1
22,6758,6818,77,108,15,8
23,6745,6760,19,60,1,1
24,6765,6753,76,75,17,9
25,6741,6737,50,85,5,3
26,6758,6867,45,104,2,1
27,6765,6753,67,75,26,14
28,6816,6775,45,98,2,1
29,6758,6769,67,75,25,14
30,6765,6753,57,77,17,9
31,6743,6744,93,40,2,1
32,6752,6861,53,95,2,2
33,6799,6758,119,35,0,0
34,6798,6772,96,64,0,0
35,6763,6753,67,75,26,14
36,6744,6775,94,114,1,1
37,6762,6768,84,42,3,2
38,6768,6855,113,86,1,1
39,6758,6818,76,116,14,7
40,6765,6783,99,240,2,1
41,6758,6818,76,76,16,9
42,6758,6851,67,75,22,12
43,6835,6804,67,101,11,7
44,6758,6769,67,108,17,9
45,6790,6784,57,75,12,6
46,6746,6738,76,76,21,11
47,6765,6753,76,232,20,11
48,6817,6836,111,90,1,1
49,6810,6809,183,287,0,0
