,a1,a2,RAAN1,RAAN2,Eval,Users
0,6763,6868,67,55,21,11
1,6814,6779,67,305,20,11
2,6779,6782,67,75,18,11
3,6771,6780,67,91,17,9
4,6795,6868,67,194,16,9
5,6795,6814,32,221,0,0
6,6774,6852,51,99,2,1
7,6807,6782,67,93,16,9
8,6814,6779,67,93,16,9
9,6788,6915,83,114,0,0
10,6763,6868,95,229,4,2
11,6822,6783,56,104,4,2
12,6825,6772,97,273,0,0
13,6772,6816,193,55,4,2
14,6785,6919,98,170,2,1
15,6795,6868,231,91,6,3
16,6791,6770,36,68,7,4
17,6773,6910,76,147,12,6
18,6803,6818,82,47,3,2
19,6773,6801,86,147,4,3
20,6826,6798,63,216,0,0
21,6822,6782,67,55,11,7
22,6837,6791,54,45,7,4
23,6776,6872,231,80,9,5
24,6763,6868,67,194,17,9
25,6781,6799,30,85,4,3
26,6757,6799,186,46,4,2
27,6822,6807,58,55,6,3
28,6776,6807,214,229,4,2
29,6783,6772,73,81,8,5
30,6775,6810,61,162,0,0
31,6762,6912,96,175,0,0
32,6807,6782,67,75,20,11
33,6763,6779,58,55,6,3
34,6773,6910,76,194,12,6
35,6814,6779,58,55,6,3
36,6822,6779,58,93,4,2
37,6816,6803,90,210,2,1
38,6763,6868,58,55,6,3
39,6822,6807,56,55,5,3
40,6779,6780,67,194,12,8
41,6828,6800,102,183,0,0
42,6773,6789,85,85,4,3
43,6807,6779,67,93,16,9
44,6776,6807,67,80,26,14
45,6822,6779,58,55,6,3
46,6828,6782,68,60,1,1
47,6792,6882,24,63,0,0
48,6858,6871,39,159,0,0
49,6882,6866,298,111,0,0
